model,macro_mae,offset_mae,shape_mae,shape_r2,macro_mae_ligand,pooled_mae,pooled_r2,offset_share_of_sse,median_ligand_mae,worst_quartile_ligand_mae,rank_spearman,sign_accuracy,frac_within_0_5_log,frac_within_1_log,prediction_dispersion_ratio,n_rows,n_ligands,n_ecfp_clusters,n_superclusters,n_eff_pooled_rows,n_macro_units,nn_lt_0_4__macro_mae,nn_lt_0_4__offset_mae,nn_lt_0_4__shape_mae,nn_lt_0_4__n_rows,nn_lt_0_6__macro_mae,nn_lt_0_6__offset_mae,nn_lt_0_6__shape_mae,nn_lt_0_6__n_rows,macro_mae_sd,macro_mae_min,macro_mae_max,offset_mae_sd,offset_mae_min,offset_mae_max,shape_mae_sd,shape_mae_min,shape_mae_max,n_seeds
EMB_chembertamlm_hybrid_pca32,1.096982002100424,0.9546846644930148,0.5208201981896277,0.14466198074695313,1.1104561562700737,1.21284154028435,0.16665125360239663,0.49339727113854664,0.9681675899846935,2.1319903338215824,0.38689445002214556,0.6228435439518741,0.2614329268292683,0.4891387195121951,0.4387528839872754,5248.0,152.0,131.0,79.0,6.256051615740402,131.0,0.9713806800880644,0.8857515404932693,0.3864205021926255,396.0,1.203521855272174,1.1102252053230317,0.5280269225187524,1282.0,,1.096982002100424,1.096982002100424,,0.9546846644930148,0.9546846644930148,,0.5208201981896277,0.5208201981896277,1
EMB_chemberta_hybrid_pca32,1.1011029847566702,0.9708304019541847,0.5204263800981073,0.14268122404521977,1.1264536423781943,1.2763508174770328,0.08698086940255545,0.5365328124719289,0.965212470867153,2.214519058407825,0.38812579779144196,0.6267149850993742,0.24104420731707318,0.46284298780487804,0.4606963168669068,5248.0,152.0,131.0,79.0,6.256051615740402,131.0,0.9837992033298607,0.8980811398775526,0.38558585350866714,396.0,1.2144440766231532,1.1302085009298315,0.5204136864696529,1282.0,,1.1011029847566702,1.1011029847566702,,0.9708304019541847,0.9708304019541847,,0.5204263800981073,0.5204263800981073,1
EMB_chembertacls_pca32,1.1174926546505883,0.9903863122001182,0.5279230638537895,0.118977050418974,1.1501432333373693,1.3157421669312601,0.0383475818785034,0.5478051331326299,0.976828524017358,2.185070971485603,0.3179253332585629,0.6138257082115166,0.24085365853658536,0.4487423780487805,0.4207015024496021,5248.0,152.0,131.0,79.0,6.256051615740402,131.0,1.0281687279588418,0.9207723027494524,0.4066598258524733,396.0,1.229146190583498,1.14658660537553,0.5212123171747781,1282.0,,1.1174926546505883,1.1174926546505883,,0.9903863122001182,0.9903863122001182,,0.5279230638537895,0.5279230638537895,1
EMB_chembertamlm_pca32,1.1190237234322111,0.9697801858952112,0.5408434789177218,0.11419662029839417,1.1405358952771958,1.2958680990413738,0.043984396262112146,0.5426708469625122,0.9561342586539411,2.1893203101063032,0.329849319456939,0.613080938608584,0.25609756097560976,0.4649390243902439,0.40242138479365813,5248.0,152.0,131.0,79.0,6.256051615740402,131.0,1.01638534599742,0.8934527818712796,0.3806805208188396,396.0,1.2701202022156874,1.1802304969972606,0.5430100192427042,1282.0,,1.1190237234322111,1.1190237234322111,,0.9697801858952112,0.9697801858952112,,0.5408434789177218,0.5408434789177218,1
EMB_molformer_hybrid_pca32,1.127543237539009,1.0049386654904524,0.5164469844861649,0.14487384144629167,1.15655173740672,1.3147152168828349,0.03189224402167923,0.5640235537281301,0.9636092792975949,2.255586548657084,0.37458423230981475,0.6124141526112994,0.24409298780487804,0.45083841463414637,0.4268334200596035,5248.0,152.0,131.0,79.0,6.256051615740402,131.0,0.9969537826006253,0.9105153838500677,0.3867736891896026,396.0,1.2120916821873366,1.125317332224758,0.5124848961806817,1282.0,,1.127543237539009,1.127543237539009,,1.0049386654904524,1.0049386654904524,,0.5164469844861649,0.5164469844861649,1
EMB_chembertacls_raw,1.1364517004381989,0.9753986274276393,0.5325528860804292,0.13415128131539378,1.1498794401979309,1.2106188310048156,0.19119195826860214,0.47161182156775394,0.9874405427441164,2.168857502666388,0.34326577828151406,0.6285907786741531,0.24676067073170732,0.47751524390243905,0.49133427781325606,5248.0,152.0,131.0,79.0,6.256051615740402,131.0,1.144170230673083,1.007091110365062,0.383448948801335,396.0,1.2411497453035416,1.1229767534943114,0.5300303374293753,1282.0,,1.1364517004381989,1.1364517004381989,,0.9753986274276393,0.9753986274276393,,0.5325528860804292,0.5325528860804292,1
EMB_chemberta_pca32,1.1459189806856085,1.0092453358305267,0.5444442987691546,0.10645413547216631,1.1788539387462205,1.4190641078287198,-0.1163516729241365,0.6049315428648234,0.9802876484951211,2.257147033355784,0.27348813157974555,0.6122780738363433,0.22408536585365854,0.42016006097560976,0.38347157191754927,5248.0,152.0,131.0,79.0,6.256051615740402,131.0,1.0691168856660962,0.9480574838937055,0.377334480879991,396.0,1.2730557691142055,1.2123068395125056,0.5328546660199192,1282.0,,1.1459189806856085,1.1459189806856085,,1.0092453358305267,1.0092453358305267,,0.5444442987691546,0.5444442987691546,1
EMB_molformer_pca32,1.1626547429396024,1.0524516842854894,0.5303864894936732,0.09572073485689958,1.2086810139520008,1.4612182422212483,-0.19488808970577476,0.6264645063135755,1.0034601174821542,2.35179840502163,0.3775989180220192,0.584624249865753,0.21932164634146342,0.42035060975609756,0.40300112509660596,5248.0,152.0,131.0,79.0,6.256051615740402,131.0,1.0032475720955816,0.8884967998875389,0.3859067834365152,396.0,1.2605538712667126,1.1903024571710095,0.5195551347032278,1282.0,,1.1626547429396024,1.1626547429396024,,1.0524516842854894,1.0524516842854894,,0.5303864894936732,0.5303864894936732,1
EMB_chemberta_raw,1.1838455707296667,1.0352774984514377,0.5410757212778975,0.12863047685012519,1.1998040791458335,1.298477077562893,0.07556149461668238,0.5347559003201992,1.064307735036126,2.2866600403746644,0.32524343614418894,0.6310155977678894,0.22465701219512196,0.4495045731707317,0.42834764154495003,5248.0,152.0,131.0,79.0,6.256051615740402,131.0,1.1855388948178491,1.079448254899875,0.3906607107971977,396.0,1.3333633063844397,1.2342477423491576,0.5346608516565975,1282.0,,1.1838455707296667,1.1838455707296667,,1.0352774984514377,1.0352774984514377,,0.5410757212778975,0.5410757212778975,1
EMB_molformercls_pca32,1.1914659609725282,1.0776093917819436,0.5420493149749415,0.06668407118037634,1.24025173493567,1.4754872550084785,-0.22455914768767782,0.6238115601115065,1.0247545549304127,2.41061050531983,0.3035164541452562,0.5706055191457603,0.21741615853658536,0.42035060975609756,0.40924884797924843,5248.0,152.0,131.0,79.0,6.256051615740402,131.0,1.0822716796796414,0.9541386133410155,0.39117729544501917,396.0,1.3170315864617321,1.2553897047175036,0.5335528732515201,1282.0,,1.1914659609725282,1.1914659609725282,,1.0776093917819436,1.0776093917819436,,0.5420493149749415,0.5420493149749415,1
