comparison,n_seeds,chemotype,n_rows,n_ligands,n_units,mean_nn_train_tanimoto,macro_mae_reference,macro_mae_candidate,macro_mae_delta,level_mae_reference,level_mae_candidate,level_mae_delta,shape_mae_reference,shape_mae_candidate,shape_mae_delta,rank
LOMO_Am,1,tan029,6,1,1,0.6666666666666666,4.090625507883969,3.6055087654152196,0.48511674246874925,4.090625507883969,3.6055087654152196,0.48511674246874925,0.4142431832365238,0.412281632657502,0.001961550579021809,73
LOMO_Am,1,tan051,6,1,1,0.6428571428571429,1.4121866906014773,0.9268733199118259,0.4853133706896514,0.9906638570606798,0.506597564808952,0.4840662922517278,0.7517441192276907,0.5891416100391912,0.1626025091884995,74
LOMO_Am,1,tan030,6,1,1,0.6666666666666666,2.154498463064487,1.4297982105423952,0.7247002525220918,2.154498463064487,1.2452243336648756,0.9092741293996114,1.019079455824471,1.0936806213037402,-0.07460116547926932,75
LOMO_Am,1,tan079,12,1,1,0.6842105263157895,1.631973435855085,0.900497171408107,0.731476264446978,1.4617919219001232,0.6776784993916278,0.7841134225084954,0.5879762782469266,0.5809425448175453,0.007033733429381295,76
LOMO_Am,1,tan094,5,1,1,0.2727272727272727,1.813961175006829,0.6970288156350833,1.1169323593717455,1.813961175006829,0.6970288156350833,1.1169323593717455,0.3053038025879314,0.27845373070188384,0.026850071886047544,77
LOMO_Am,1,tan075,4,1,1,0.6470588235294118,2.269861829326946,0.4607256280516904,1.8091362012752557,2.269861829326946,0.4607256280516904,1.8091362012752557,0.23101829107443872,0.0871692545342388,0.14384903654019993,78
LOMO_Am,1,tan041,3,1,1,0.4000000000000001,3.720369448852093,1.0093415277732272,2.711027921078866,3.720369448852093,1.0093415277732272,2.711027921078866,0.2804574331941338,0.0719570143858191,0.2085004188083147,79
LOMO_GROUP_all_actinide,1,tan063,8,1,1,0.56,0.5670154947554559,1.0809438030741536,-0.5139283083186977,0.5670154947554559,1.0809438030741536,-0.5139283083186977,0.15346648831722143,0.1255088094297556,0.027957678887465837,1
LOMO_GROUP_all_actinide,1,tan086,4,1,1,0.475,1.5829829273767784,2.070444593791903,-0.48746166641512456,1.5829829273767784,2.070444593791903,-0.48746166641512456,0.027506067485839836,0.03520336904499555,-0.0076973015591557115,2
LOMO_GROUP_all_actinide,1,tan059,6,1,1,0.6749999999999999,1.048308192010077,1.3380015008531536,-0.28969330884307665,0.967331121068896,1.1936063292426569,-0.2262752081737609,0.40342077796414627,0.5422639480247157,-0.1388431700605694,3
LOMO_GROUP_all_actinide,1,tan005,8,1,1,0.3448275862068966,0.38779391481772657,0.6723354857427926,-0.284541570925066,0.38779391481772657,0.6723354857427926,-0.284541570925066,0.147022634634291,0.15300607607423986,-0.005983441439948861,4
LOMO_GROUP_all_actinide,1,tan065,12,1,1,0.6739130434782609,0.7259346704504089,0.993748494546611,-0.267813824096202,0.2708425948361595,0.9108791189449464,-0.6400365241087869,0.7043459416904049,0.6769278932490073,0.027418048441397613,5
LOMO_GROUP_all_actinide,1,tan031,6,1,1,0.5833333333333334,0.786782043449322,1.0448570374072939,-0.25807499395797184,0.34428044517649276,0.34934133805849293,-0.005060892882000179,0.6836219213467314,0.9662376331467382,-0.2826157118000068,6
LOMO_GROUP_all_actinide,1,tan070,14,1,1,0.6153846153846152,1.0445997928735518,1.2916878292236351,-0.24708803635008336,1.0445997928735518,1.2916878292236351,-0.24708803635008336,0.42409626952581375,0.42208349003395174,0.0020127794918620157,7
LOMO_GROUP_all_actinide,1,tan045,44,1,1,0.5,0.8349701139754498,1.077351397240864,-0.24238128326541408,0.04948288294653936,0.7857866473419112,-0.7363037643953718,0.8335295752131014,0.9082178867273288,-0.07468831151422739,8
LOMO_GROUP_all_actinide,1,tan006,8,1,1,0.3448275862068966,0.23356967898308473,0.4756000718690948,-0.24203039288601008,0.2235254598698218,0.4756000718690948,-0.252074611999273,0.15446276238268009,0.14273084438042616,0.011731918002253927,9
LOMO_GROUP_all_actinide,1,tan025,28,1,1,0.23809523809523808,1.680275088824119,1.904781266357405,-0.22450617753328617,1.680275088824119,1.904781266357405,-0.22450617753328617,0.2878576731280248,0.3003262423073117,-0.012468569179286904,10
LOMO_GROUP_all_actinide,1,tan046,67,3,3,0.46796554555721376,0.6050422764824769,0.8217597065448675,-0.21671743006239064,0.33741663034035513,0.46416752048812854,-0.1267508901477734,0.49845173985824,0.5009907012115039,-0.0025389613532639244,11
LOMO_GROUP_all_actinide,1,tan091,14,1,1,0.375,0.7973305912325699,1.007759452055663,-0.2104288608230931,0.7973305912325699,1.007759452055663,-0.2104288608230931,0.05394761806687437,0.08137733397639756,-0.027429715909523186,12
LOMO_GROUP_all_actinide,1,tan061,84,1,1,0.6521739130434783,0.6869806724820983,0.8891447133151511,-0.20216404083305284,0.4746752836459008,0.7235857955765131,-0.24891051193061237,0.4998225534929801,0.6054963181447752,-0.10567376465179512,13
LOMO_GROUP_all_actinide,1,tan007,6,1,1,0.25396825396825395,0.3026535305823534,0.4450044320662357,-0.1423509014838823,0.3026535305823534,0.16713599584729688,0.1355175347350565,0.2296105666306282,0.3892924334504701,-0.1596818668198419,14
LOMO_GROUP_all_actinide,1,tan042,23,2,2,0.39061869807211425,0.4516539865377277,0.5915886433821775,-0.13993465684444983,0.42250197607127393,0.5262075988193586,-0.1037056227480847,0.14570911111760398,0.23152159812588935,-0.08581248700828537,15
LOMO_GROUP_all_actinide,1,tan074,78,1,1,0.6785714285714288,1.1947356361010673,1.3341836788821644,-0.13944804278109713,0.8319313077415842,0.42238590114692387,0.4095454065946603,1.1301222110727671,1.360160887073365,-0.2300386760005979,16
LOMO_GROUP_all_actinide,1,tan020,6,1,1,0.5789473684210527,2.215540506860616,2.341728710235571,-0.12618820337495507,2.215540506860616,2.341728710235571,-0.12618820337495507,0.2950600320343803,0.2761271518153506,0.018932880219029724,17
LOMO_GROUP_all_actinide,1,tan084,140,1,1,0.5263157894736842,1.4303765112337192,1.5452173661091206,-0.11484085487540141,0.7572114791143826,1.118792523847436,-0.3615810447330535,1.1657381319462807,1.0506086040903557,0.115129527855925,18
LOMO_GROUP_all_actinide,1,tan004,5,1,1,0.375,0.448500854250191,0.5515586004718755,-0.10305774622168457,0.448500854250191,0.5515586004718755,-0.10305774622168457,0.1318740050038397,0.12500928848007728,0.006864716523762415,19
LOMO_GROUP_all_actinide,1,tan052,29,2,2,0.6651405389742103,0.5919593218808967,0.6864960634698825,-0.09453674158898573,0.5416472438995236,0.585344398426008,-0.04369715452648448,0.38439500637090573,0.3440172525392085,0.04037775383169723,20
LOMO_GROUP_all_actinide,1,tan060,6,1,1,0.6749999999999999,1.0451211667763014,1.1180659843649285,-0.07294481758862714,1.0438529887652999,1.1180659843649285,-0.07421299559962868,0.6455611987402178,0.6191946510743916,0.026366547665826134,21
LOMO_GROUP_all_actinide,1,tan017,34,2,2,0.5198358413132695,0.7633436812396046,0.833722284384534,-0.07037860314492939,0.7008397851565229,0.7819329900033996,-0.08109320484687665,0.4876816341290088,0.4745838624073191,0.013097771721689688,22
LOMO_GROUP_all_actinide,1,tan066,12,1,1,0.6739130434782609,0.47029531169639877,0.5348027221742089,-0.06450741047781011,0.15106956073678554,0.5348027221742089,-0.3837331614374233,0.4328489961135245,0.2968332360519884,0.1360157600615361,23
LOMO_GROUP_all_actinide,1,tan082,14,1,1,0.6590909090909091,0.36743886703122935,0.4305136571934895,-0.06307479016226014,0.36743886703122935,0.4305136571934895,-0.06307479016226014,0.13357316474711006,0.10080540108641015,0.03276776366069992,24
LOMO_GROUP_all_actinide,1,tan067,132,6,2,0.6666730328495036,1.613602046092671,1.6727890969340895,-0.05918705084141851,1.5205121576244207,1.5796201220627761,-0.05910796443835542,0.317625586363413,0.33025286823257655,-0.012627281869163565,25
LOMO_GROUP_all_actinide,1,tan044,5,1,1,0.5,1.3226820180169834,1.378505848201209,-0.05582383018422554,0.6236211397779583,0.03955114794095684,0.5840699918370015,1.447406245972575,1.3705956186130175,0.07681062735955746,26
LOMO_GROUP_all_actinide,1,tan087,14,1,1,0.4629629629629629,0.7045890955360409,0.7483031704929418,-0.04371407495690094,0.5210143752261979,0.5158526807608836,0.005161694465314226,0.5219111720503509,0.5757531393062135,-0.053841967255862655,27
LOMO_GROUP_all_actinide,1,tan064,6,1,1,0.6428571428571429,0.5453961028808455,0.5773236305560618,-0.03192752767521634,0.35051031465417354,0.28751838176099487,0.06299193289317867,0.4553281592265614,0.5102247101286453,-0.05489655090208395,28
LOMO_GROUP_all_actinide,1,tan053,27,3,2,0.6607142857142856,0.7397253446191651,0.7658175186843914,-0.026092174065226348,0.7262155383599856,0.7618157173507265,-0.03560017899074086,0.157822489481947,0.15480898388947983,0.0030135055924671583,29
LOMO_GROUP_all_actinide,1,tan019,30,2,1,0.638888888888889,0.5590093778245432,0.5765557636148212,-0.017546385790278007,0.44474834063501395,0.437617309112002,0.007131031523011977,0.3049707566968183,0.3464912874903521,-0.041520530793533794,30
LOMO_GROUP_all_actinide,1,tan076,4,1,1,0.6470588235294118,0.2090590149842485,0.22373341493266596,-0.01467439994841746,0.20033461348201131,0.04534034969522671,0.1549942637867846,0.16528955941854095,0.22373341493266596,-0.05844385551412501,31
LOMO_GROUP_all_actinide,1,tan093,28,1,1,0.288135593220339,1.2234584423495474,1.2257364724464792,-0.002278030096931838,0.12700482548291964,0.041571589362340684,0.08543323612057896,1.1884044757081604,1.216602548884905,-0.02819807317674461,32
LOMO_GROUP_all_actinide,1,tan071,103,1,1,0.5641025641025639,0.5188863041346647,0.5205419223634122,-0.0016556182287474908,0.08016691244335888,0.17360206486715274,-0.09343515242379385,0.5036409809275396,0.48005041122786657,0.023590569699673047,33
LOMO_GROUP_all_actinide,1,tan078,82,6,6,0.614066773905819,1.0363843258452803,1.0370199866950947,-0.0006356608498143679,1.0270312689470205,0.9567698243560865,0.07026144459093397,0.43776939604186565,0.41364537434964155,0.024124021692224107,34
LOMO_GROUP_all_actinide,1,tan016,244,2,2,0.39561570720548983,1.4650476961341252,1.4649200144573244,0.0001276816768007727,1.0477903670555917,1.031677483976292,0.01611288307929959,0.8387592230832237,0.8387055596926221,5.366339060164371e-05,35
LOMO_GROUP_all_actinide,1,tan049,42,5,4,0.655499592999593,0.8337181971788238,0.8322028727274755,0.0015153244513482766,0.627397537948376,0.6170047931764622,0.010392744771913875,0.4310473833065019,0.42463677680482326,0.0064106065016786284,36
LOMO_GROUP_all_actinide,1,tan081,73,6,6,0.6036308496047887,0.6336125300728642,0.6297516927530288,0.0038608373198354418,0.628817143292362,0.6274475078554567,0.001369635436905381,0.2914064954552631,0.28660784620035956,0.004798649254903531,37
LOMO_GROUP_all_actinide,1,tan068,12,1,1,0.6764705882352943,1.337203089411407,1.3318606107194768,0.005342478691930275,0.699233646044639,1.098157553729962,-0.39892390768532293,1.1252552173733052,0.9726842651911806,0.1525709521821247,38
LOMO_GROUP_all_actinide,1,tan022,11,1,1,0.611111111111111,0.30954681829315756,0.29864003001413814,0.01090678827901942,0.27694380477981356,0.14633262773643085,0.1306111770433827,0.23246867225442383,0.27440187673249866,-0.04193320447807483,39
LOMO_GROUP_all_actinide,1,tan095,7,1,1,0.28,1.1391586718275093,1.126557446859318,0.012601224968191271,0.6935575155859945,0.08812766310679297,0.6054298524792016,1.1709281086210852,1.1391471130174313,0.03178099560365388,40
LOMO_GROUP_all_actinide,1,tan027,6,1,1,0.5909090909090909,1.394015543527475,1.379981081822039,0.014034461705435985,1.2072518122860005,1.1161824650055776,0.09106934728042293,0.991598272765475,1.007920260153513,-0.01632198738803814,41
LOMO_GROUP_all_actinide,1,tan085,3,1,1,0.4749999999999999,1.6068191097140223,1.5866869085457056,0.02013220116831671,1.2306778879611702,0.9562456431253571,0.2744322448358131,1.447938992952464,1.4355398964715809,0.01239909648088311,42
LOMO_GROUP_all_actinide,1,tan080,28,2,2,0.6590909090909092,0.18648904055902565,0.1652900204811708,0.021199020077854847,0.04955080321447524,0.06306043768717293,-0.013509634472697686,0.1711756838190407,0.17175346372262232,-0.0005777799035816267,43
LOMO_GROUP_all_actinide,1,tan003,5,1,1,0.375,0.22479135697619745,0.20295149729873518,0.02183985967746227,0.22479135697619745,0.19706096438536563,0.02773039259083182,0.09722707608950687,0.10117171037033938,-0.0039446342808325124,44
LOMO_GROUP_all_actinide,1,tan011,6,1,1,0.6551724137931033,0.08458297648248843,0.052890289959901304,0.031692686522587124,0.08027791173451315,0.007477369183122251,0.0728005425513909,0.07143061704667127,0.05538274635427539,0.016047870692395876,45
LOMO_GROUP_all_actinide,1,tan083,14,1,1,0.627906976744186,0.1722656989686759,0.13897929339740128,0.03328640557127463,0.023897232998690034,0.04749407138425502,-0.023596838385564988,0.15861013725513876,0.16244020520352964,-0.003830067948390886,46
LOMO_GROUP_all_actinide,1,tan043,6,1,1,0.42,0.6998377270265707,0.6610951050587972,0.03874262196777345,0.6998377270265707,0.6610951050587972,0.03874262196777345,0.06798656873439535,0.10752639710925675,-0.039539828374861405,47
LOMO_GROUP_all_actinide,1,tan002,5,1,1,0.6538461538461539,0.3098917390572372,0.263082387856222,0.046809351201015204,0.3098917390572372,0.2618534969097169,0.04803824214752034,0.16317724874142786,0.16157473374132061,0.0016025150001072463,48
LOMO_GROUP_all_actinide,1,tan018,30,2,2,0.6159544159544161,0.4305816795244041,0.37786273186037456,0.05271894766402957,0.3588537938366969,0.32495852120519797,0.03389527263149894,0.28562876285348937,0.26007736831337025,0.02555139454011912,49
LOMO_GROUP_all_actinide,1,tan001,5,1,1,0.6538461538461539,0.5674490949479943,0.5077534307898055,0.05969566415818883,0.5674490949479943,0.5077534307898055,0.05969566415818883,0.2925098173286607,0.3058875440345229,-0.01337772670586218,50
LOMO_GROUP_all_actinide,1,tan021,5,1,1,0.6111111111111112,0.423930359006944,0.3546659292821196,0.06926442972482438,0.3338842003643681,0.21317885803298178,0.12070534233138633,0.2800118560140235,0.3120301576755232,-0.032018301661499715,51
LOMO_GROUP_all_actinide,1,tan073,14,1,1,0.6785714285714287,2.3261831460531313,2.254206189431204,0.07197695662192727,2.3261831460531313,2.254206189431204,0.07197695662192727,0.33109636054003266,0.338763690342585,-0.007667329802552358,52
LOMO_GROUP_all_actinide,1,tan057,14,1,1,0.6888888888888889,0.24905834879897495,0.16567158933079856,0.08338675946817639,0.22840863326658192,0.15320641288200715,0.07520222038457477,0.10576968593210219,0.054782134360694894,0.050987551571407295,53
LOMO_GROUP_all_actinide,1,tan089,10,1,1,0.41025641025641024,0.837489474495297,0.7521611330777456,0.08532834141755141,0.10851344194931098,0.29595818018571485,-0.18744473823640387,0.837489474495297,0.7576352947415479,0.07985417975374909,54
LOMO_GROUP_all_actinide,1,tan028,6,1,1,0.5909090909090909,0.5624365166539084,0.4451806481583677,0.11725586849554065,0.30164165093469614,0.25709959822162015,0.044542052713075986,0.46188929967567627,0.3594807820844943,0.10240851759118197,55
LOMO_GROUP_all_actinide,1,tan055,3340,38,28,0.6470801072878558,1.2223519827797344,1.095973147953543,0.1263788348261914,1.0465149058556034,0.8787068211635336,0.16780808469206976,0.623867980264265,0.6296678445098579,-0.005799864245592867,56
LOMO_GROUP_all_actinide,1,tan014,3,1,1,0.4705882352941176,2.0925096922722353,1.9427550357485828,0.1497546565236525,2.0925096922722353,1.9427550357485828,0.1497546565236525,0.3016370318971229,0.32119349143978293,-0.019556459542660054,57
LOMO_GROUP_all_actinide,1,tan056,14,1,1,0.6382978723404255,0.5948796588035304,0.3949921446937175,0.19988751410981292,0.5948796588035304,0.3949921446937175,0.19988751410981292,0.25286064705275985,0.21200727810157702,0.04085336895118283,58
LOMO_GROUP_all_actinide,1,tan012,6,1,1,0.6551724137931033,0.3767498090453259,0.1318772363571433,0.2448725726881826,0.3767498090453259,0.02675464371495225,0.34999516533037367,0.11417859714746233,0.1325923360436182,-0.01841373889615587,59
LOMO_GROUP_all_actinide,1,tan092,28,1,1,0.32075471698113195,1.7314955941659849,1.4752806917692725,0.2562149023967124,1.7314955941659849,1.4752806917692725,0.2562149023967124,0.32019088264686324,0.3805086638183261,-0.06031778117146286,60
LOMO_GROUP_all_actinide,1,tan015,3,1,1,0.4705882352941176,0.40121998456004776,0.13493716904688288,0.2662828155131649,0.40121998456004776,0.13493716904688288,0.2662828155131649,0.12821536666656316,0.043507410920345296,0.08470795574621787,61
LOMO_GROUP_all_actinide,1,tan096,6,1,1,0.2758620689655173,0.9163655449004112,0.6338500928273589,0.2825154520730523,0.9163655449004112,0.6338500928273589,0.2825154520730523,0.2911670970198151,0.23350542571073443,0.05766167130908065,62
LOMO_GROUP_all_actinide,1,tan054,70,6,3,0.5190314220926466,1.560930397246082,1.2577929129838918,0.3031374842621901,1.5150533088364426,0.9846562043405996,0.530397104495843,0.9075799774115346,0.9230799877931565,-0.015500010381621854,63
LOMO_GROUP_all_actinide,1,tan009,7,1,1,0.46875,0.3718519173276856,0.037025998911813386,0.33482591841587217,0.3718519173276856,0.005798413765916991,0.3660535035617686,0.054875466483317877,0.034746657142913785,0.02012880934040409,64
LOMO_GROUP_all_actinide,1,tan079,12,1,1,0.6842105263157895,1.2362867910548017,0.900497171408107,0.3357896196466946,1.0099528062036494,0.6776784993916278,0.3322743068120215,0.5536414970795049,0.5809425448175453,-0.027301047738040318,65
LOMO_GROUP_all_actinide,1,tan037,3,1,1,0.4000000000000001,0.5561087648845735,0.2127629457166682,0.3433458191679053,0.5561087648845735,0.12887499343701828,0.42723377144755526,0.23348118396430242,0.16980461457099547,0.06367656939330696,66
LOMO_GROUP_all_actinide,1,tan088,6,1,1,0.3,0.779319893495488,0.41320930307059744,0.3661105904248906,0.779319893495488,0.41320930307059744,0.3661105904248906,0.446282461708942,0.2284244990064738,0.21785796270246818,67
LOMO_GROUP_all_actinide,1,tan051,6,1,1,0.6428571428571429,1.3148696681976657,0.9268733199118259,0.38799634828583984,1.10261133403335,0.506597564808952,0.5960137692243981,0.5894291896507234,0.5891416100391912,0.00028757961153225153,68
LOMO_GROUP_all_actinide,1,tan050,26,1,1,0.6923076923076923,1.3539328078731194,0.9458623606080709,0.4080704472650485,0.7271048116436847,0.1351886824522891,0.5919161291913956,1.0362818429953573,0.9770597488662915,0.05922209412906576,69
LOMO_GROUP_all_actinide,1,tan029,6,1,1,0.6666666666666666,4.043647737192565,3.6055087654152196,0.4381389717773452,4.043647737192565,3.6055087654152196,0.4381389717773452,0.39247560623854394,0.412281632657502,-0.019806026418958067,70
LOMO_GROUP_all_actinide,1,tan098,3,1,1,0.14035087719298245,1.4316723724607172,0.9758046366007518,0.45586773585996543,1.4316723724607172,0.9758046366007518,0.45586773585996543,0.20853395204270186,0.18723337270725984,0.02130057933544202,71
LOMO_GROUP_all_actinide,1,tan062,14,1,1,0.6500000000000001,0.8309349418457409,0.36846692602927206,0.46246801581646885,0.8309349418457409,0.36846692602927206,0.46246801581646885,0.07035885816044278,0.06885604702880484,0.0015028111316379433,72
LOMO_GROUP_all_actinide,1,tan072,14,1,1,0.5555555555555555,1.1035548976016443,0.6348685393435655,0.4686863582580788,1.1035548976016443,0.571294045089631,0.5322608525120133,0.38520949149287226,0.39337289287020766,-0.0081634013773354,73
LOMO_GROUP_all_actinide,1,tan069,27,2,1,0.65625,3.1417233972542107,2.4418954009400062,0.6998279963142044,3.141723397254211,2.441895400940006,0.6998279963142053,0.4077769509179595,0.41770002338556966,-0.00992307246761015,74
LOMO_GROUP_all_actinide,1,tan030,6,1,1,0.6666666666666666,2.6061773767873677,1.4297982105423952,1.1763791662449725,2.6061773767873677,1.2452243336648756,1.360953043122492,0.9369221871997753,1.0936806213037402,-0.15675843410396495,75
LOMO_GROUP_all_actinide,1,tan034,3,1,1,0.38000000000000006,1.8904580221414011,0.4297748824699132,1.4606831396714879,1.8904580221414011,0.33196166042126696,1.5584963617201342,0.30008556052661417,0.3191209956628242,-0.019035435136210033,76
LOMO_GROUP_all_actinide,1,tan094,5,1,1,0.2727272727272727,2.78942041855457,0.6970288156350833,2.0923916029194864,2.78942041855457,0.6970288156350833,2.0923916029194864,0.16104445658290079,0.27845373070188384,-0.11740927411898305,77
LOMO_GROUP_all_actinide,1,tan075,4,1,1,0.6470588235294118,2.841900900221497,0.4607256280516904,2.381175272169807,2.841900900221497,0.4607256280516904,2.381175272169807,0.2021126931552406,0.0871692545342388,0.11494343862100181,78
LOMO_GROUP_all_actinide,1,tan041,3,1,1,0.4000000000000001,4.140673642487212,1.0093415277732272,3.1313321147139854,4.140673642487212,1.0093415277732272,3.1313321147139854,0.061768662346626556,0.0719570143858191,-0.010188352039192543,79
