comparison,extractant,chemotype,ecfp_cluster,n_rows,n_seeds,n_seeds_worse,mean_nn_train_tanimoto,mae_reference,mae_candidate,mae_delta,level_mae_reference,level_mae_candidate,level_mae_delta,shape_mae_reference,shape_mae_candidate,shape_mae_delta,rank_worst_first,is_headline_comparison
ARM_B_LN_EXPANDED_vs_control,Cc1cc(C)n(-c2cncc(-n3nc(C)cc3C)n2)n1,tan012,7ef5dfb7d5f5ced6,30,5,5,0.6551724137931034,0.21830335518588562,0.3732763664586177,-0.1549730112727321,0.21355801485141945,0.3732763664586177,-0.15971835160719827,0.12525962334793037,0.10270995259638425,0.02254967075154611,6,False
ARM_B_LN_EXPANDED_vs_control,CCCCCCCCP(=O)(CCCCCCCC)Cc1cccc(CP(=O)(CCCCCCCC)CCCCCCCC)[n+]1[O-],tan092,ee70e20143c1770c,140,5,4,0.3126037735849057,1.4891497811079668,1.6346042398218104,-0.14545445871384355,1.4891497811079668,1.6346042398218106,-0.14545445871384377,0.2678465606380824,0.3180113362415139,-0.05016477560343152,7,False
ARM_B_LN_EXPANDED_vs_control,CCCCN(CCCC)C(=O)COCC(=O)N(CC)CCN(CC)C(=O)COCC(=O)N(CCCC)CCCC,tan055,9a79125ee79cc456,30,5,4,0.5984674329501917,1.056245244875704,1.1940415534889373,-0.13779630861323322,1.056245244875704,1.1940415534889377,-0.13779630861323366,0.19676102357107744,0.20155688037575356,-0.0047958568046761185,8,False
ARM_B_LN_EXPANDED_vs_control,CCCCN(CCCC)C(=O)COCC(=O)N(CCN(C(=O)COCC(=O)N(CCCC)CCCC)C(C)C)C(C)C,tan055,11da934950c2541a,30,5,5,0.5392773892773893,1.2623299724339578,1.3965656804873714,-0.13423570805341356,1.2623299724339574,1.3965656804873716,-0.13423570805341423,0.2335380165244661,0.25749375184259654,-0.023955735318130444,9,False
ARM_B_LN_EXPANDED_vs_control,CCCCCCN(CCCCCC)C(=O)c1ccc2ccc3cccnc3c2n1,tan078,ef01ad0713956509,30,5,5,0.517853839037928,0.3380173170004887,0.4659051465298247,-0.12788782952933597,0.22795386424402314,0.388626148287534,-0.16067228404351086,0.23600339723113353,0.2538118363914366,-0.017808439160303086,10,False
ARM_B_LN_EXPANDED_vs_control,CCCCCCCCCCN(CCCCCCCCCC)C(=O)[C@H](C)O[C@H](CC)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,tan067,a830edf8a8a5b379,70,5,4,0.6285714285714283,1.4547674671477702,1.57599980886214,-0.12123234171436992,1.4547674671477706,1.5759998088621399,-0.12123234171436925,0.2250414347519193,0.20052025467614026,0.024521180075779025,11,False
ARM_B_LN_EXPANDED_vs_control,CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@@H](CC)C(=O)N(CCCCCCCC)CCCCCCCC,tan067,a830edf8a8a5b379,65,5,4,0.6285714285714286,1.4066917969449375,1.5274885598286319,-0.12079676288369434,1.4066917969449377,1.527488559828632,-0.12079676288369434,0.16639144267108355,0.16962604501952186,-0.003234602348438309,12,False
ARM_B_LN_EXPANDED_vs_control,CCCCCCCCN(CCCCCCCC)C(=O)c1ccc2ccc3ccc(C(=O)N(CCCCCCCC)CCCCCCCC)nc3c2n1,tan078,66af2d26ba3e353c,175,5,4,0.6259109311740891,1.7360520785904385,1.8434015615584673,-0.10734948296802882,1.6766689096443452,1.8302331415900919,-0.15356423194574664,0.7048835037935307,0.6345337491318622,0.07034975466166848,13,False
ARM_B_LN_EXPANDED_vs_control,CCCCCCCCN(CCCCCCCC)C(=O)COC(C(=O)N(CCCCCCCC)CCCCCCCC)c1ccccc1,tan065,1ca0025ec529bdb0,60,5,4,0.6739130434782606,0.8992316308189499,0.9968147841979262,-0.09758315337897638,0.7242548026674369,0.8566541938255264,-0.13239939115808952,0.6931193909699715,0.713845467105468,-0.020726076135496485,14,False
ARM_B_LN_EXPANDED_vs_control,O=C(c1ccccc1)c1ccc2ccccc2n1,tan088,401338fe21602e4e,30,5,3,0.30000000000000004,0.6887469821668296,0.7816566902966913,-0.09290970812986166,0.6887469821668296,0.7816566902966913,-0.09290970812986166,0.2879499391127782,0.2733742717455209,0.014575667367257295,15,False
LOMO_Am,CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@@H](C)C(=O)N(CCCCCCCC)CCCCCCCC,tan067,f45ce5f8357cf48b,14,1,1,0.6764705882352942,1.9049540246968548,2.5206634930958236,-0.6157094683989688,1.9049540246968555,2.520663493095824,-0.6157094683989686,0.3819547870374498,0.345744514441281,0.03621027259616877,1,False
LOMO_Am,CCCCC(CC)CP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,tan043,ce09dca4bb1ea769,6,1,1,0.42,0.10274404235234802,0.6610951050587971,-0.5583510627064491,0.07375707487222487,0.6610951050587972,-0.5873380301865724,0.10098499110305255,0.10752639710925675,-0.006541406006204203,2,False
LOMO_Am,CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@H](C)C(=O)N(CCCCCCCC)CCCCCCCC,tan067,f45ce5f8357cf48b,14,1,1,0.6764705882352942,0.4293061219204956,0.9373899826866351,-0.5080838607661395,0.32168051428766675,0.9373899826866354,-0.6157094683989687,0.2632551373934912,0.23824191814868806,0.025013219244803153,3,False
LOMO_Am,CC(C)CCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,tan042,ad3b475975074a0b,6,1,1,0.3409090909090909,0.03787864925321372,0.5318396541998233,-0.49396100494660955,0.02905500539284751,0.531839654199823,-0.5027846488069755,0.046582783418556366,0.06287433716674949,-0.016291553748193126,4,False
LOMO_Am,O=C(c1cc(Cl)c2ccc3c(Cl)cc(C(=O)N4CCCC4)nc3c2n1)N1CCCC1,tan025,e8ce17d1189cc844,28,1,1,0.23809523809523808,1.4286751269860187,1.9047812663574053,-0.47610613937138657,1.4286751269860187,1.9047812663574049,-0.47610613937138613,0.28929287586163194,0.30032624230731175,-0.011033366445679815,5,False
LOMO_Am,CCCCCCCCN(C(=O)c1ccc2ccc3cccnc3c2n1)c1ccc(C)cc1,tan078,d0b5d18d93408dd8,14,1,1,0.5999999999999999,0.8323259980162475,1.2379412086188104,-0.4056152106025629,0.8323259980162477,1.2379412086188106,-0.4056152106025629,0.3058265503002954,0.2921908813654663,0.013635668934829093,6,False
LOMO_Am,CCCCCCCCCCN(CCCCCCCCCC)C(=O)C(C)OC(C)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,tan067,f45ce5f8357cf48b,45,1,1,0.6764705882352942,2.554807985304708,2.9290001141597797,-0.3741921288550718,2.5548079853047074,2.9290001141597797,-0.37419212885507225,0.46997502505565236,0.470194895997726,-0.0002198709420736522,7,False
LOMO_Am,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,tan016,5f0151fca007cf9a,230,1,1,0.39534883720930225,1.7289015348415155,2.0821209426976823,-0.3532194078561668,1.5970552994782035,2.0225893297648057,-0.4255340302866022,0.8773078702822474,0.8413393583647852,0.0359685119174622,8,False
LOMO_Am,CCCCCCCCCCN(CCCCCCCCCC)C(=O)[C@H](C)O[C@H](CC)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,tan067,a830edf8a8a5b379,14,1,1,0.6285714285714283,1.1025209703721535,1.4149597702114292,-0.3124387998392757,1.102520970372154,1.4149597702114296,-0.3124387998392757,0.21807194693087,0.19706828470632848,0.02100366222454153,9,False
LOMO_Am,CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@@H](CC)C(=O)N(CCCCCCCC)CCCCCCCC,tan067,a830edf8a8a5b379,13,1,1,0.6285714285714283,1.0581364558218787,1.3677173720824396,-0.30958091626056095,1.0581364558218789,1.3677173720824396,-0.3095809162605607,0.1187086048720474,0.10816273928533306,0.010545865586714345,10,False
LOMO_Am,CCCCCCCCN(CCCCCCCC)C(=O)C1CCC(C(=O)N(CCCCCCCC)CCCCCCCC)O1,tan044,30b48112d10f0082,5,1,1,0.5,1.1171512062905355,1.3785058482012087,-0.26135464191067315,0.5653669386753414,0.03955114794095684,0.5258157907343846,1.2302245940256036,1.3705956186130175,-0.1403710245874139,11,False
LOMO_Am,CCc1ccc(N(CC)C(=O)c2ccc3ccc4ccc(C(=O)N(CC)c5ccc(CC)cc5)nc4c3n2)cc1,tan081,00a9d26cc3ac5a1b,14,1,1,0.5,1.7890427274553564,2.0372654138907977,-0.24822268643544132,1.7890427274553566,2.0372654138907973,-0.24822268643544065,0.5999697685662141,0.5993640268590671,0.0006057417071470006,12,False
LOMO_Am,CCCCN(CCCC)C(=O)COCC(=O)N(CC)CCN(CC)C(=O)COCC(=O)N(CCCC)CCCC,tan055,9a79125ee79cc456,6,1,1,0.6296296296296297,0.8794753758044492,1.1270874890569427,-0.24761211325249344,0.8794753758044492,1.1270874890569427,-0.24761211325249344,0.29635450118810464,0.2832266130845051,0.01312788810359955,13,False
LOMO_Am,CCN(CC)C(=O)COCC(=O)N(CC)CC,tan061,068fc78348c7e1cf,84,1,1,0.6521739130434783,0.6468166086994928,0.8891447133151509,-0.24232810461565812,0.3853694702815402,0.723585795576513,-0.3382163252949728,0.5107449936108339,0.6054963181447752,-0.0947513245339413,14,False
LOMO_Am,CCCCCCCCN(CCCC(CCCC)CCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCC(CCCC)CCCCCC,tan055,0a4a6a2d0e94d646,14,1,1,0.5777777777777776,0.6020346270070943,0.824440727274761,-0.22240610026766672,0.5390027134838934,0.824440727274761,-0.28543801379086764,0.6199027177733043,0.6059026582498002,0.014000059523504138,15,False
LOMO_GROUP_all_actinide,CCCCCCCCN(C(=O)c1ccc2ccc3cccnc3c2n1)c1ccc(C)cc1,tan078,d0b5d18d93408dd8,14,1,1,0.5999999999999999,0.7149714827190703,1.2379412086188104,-0.5229697258997401,0.7149714827190703,1.2379412086188106,-0.5229697258997403,0.3240108410670405,0.2921908813654663,0.031819959701574196,1,False
LOMO_GROUP_all_actinide,CCCCCCCCN(CC(CC)CCCC)C(=O)COCC(=O)N(CCCCCCCC)CC(CC)CCCC,tan055,f40e899a613d796b,8,1,1,0.55,0.1569168905339398,0.673453832202273,-0.5165369416683332,0.1478538690444322,0.673453832202273,-0.5255999631578407,0.13495522221207237,0.06428438422330893,0.07067083798876345,2,False
LOMO_GROUP_all_actinide,CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,tan063,19c1713cdfe457ce,8,1,1,0.56,0.5670154947554559,1.0809438030741536,-0.5139283083186977,0.5670154947554559,1.0809438030741536,-0.5139283083186977,0.15346648831722143,0.1255088094297556,0.027957678887465837,3,False
LOMO_GROUP_all_actinide,CCCCCCCCN(C)C(=O)C(CCCCCC)C(=O)N(C)CCCCCCCC,tan046,218c4301997d59be,9,1,1,0.5483870967741935,0.11647350003765353,0.6216330937235829,-0.5051595936859293,0.08985661652109124,0.6216330937235829,-0.5317764772024917,0.07996412743039709,0.0680701264730538,0.01189400095734329,4,False
LOMO_GROUP_all_actinide,CCCCCCCCN(CC(C)C)C(=O)COCC(=O)N(CCCCCCCC)CC(C)C,tan055,342069ecd691bc09,8,1,1,0.5641025641025641,0.3069525844504335,0.8087700469011447,-0.5018174624507112,0.3069525844504335,0.8087700469011447,-0.5018174624507112,0.10819959692932532,0.07430478150940967,0.03389481541991565,5,False
LOMO_GROUP_all_actinide,CCCCN(CCCC)C(=O)C(Cc1ccccc1CC(C(=O)N(CCCC)CCCC)C(=O)N(CCCC)CCCC)C(=O)N(CCCC)CCCC,tan086,f7716b937e85f217,4,1,1,0.475,1.5829829273767784,2.070444593791903,-0.48746166641512456,1.5829829273767784,2.070444593791903,-0.48746166641512456,0.027506067485839836,0.03520336904499555,-0.0076973015591557115,6,False
LOMO_GROUP_all_actinide,CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@@H](C)C(=O)N(CCCCCCCC)CCCCCCCC,tan067,f45ce5f8357cf48b,14,1,1,0.6764705882352942,2.053229099531513,2.5206634930958236,-0.4674343935643108,2.0532290995315132,2.520663493095824,-0.4674343935643108,0.4111522680131302,0.345744514441281,0.06540775357184919,7,False
LOMO_GROUP_all_actinide,CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@H](C)C(=O)N(CCCCCCCC)CCCCCCCC,tan067,f45ce5f8357cf48b,14,1,1,0.6764705882352942,0.525387902169104,0.9373899826866351,-0.41200208051753107,0.46995558912232466,0.9373899826866354,-0.46743439356431077,0.21924064575348584,0.23824191814868806,-0.019001272395202218,8,False
LOMO_GROUP_all_actinide,CCCCCCCCN(CCCCCCCC)C(=O)COCP(=O)(CCCC)CCCC,tan059,d35b7e1f30d128be,6,1,1,0.6749999999999999,1.048308192010077,1.3380015008531536,-0.28969330884307665,0.967331121068896,1.1936063292426569,-0.2262752081737609,0.40342077796414627,0.5422639480247157,-0.1388431700605694,9,False
LOMO_GROUP_all_actinide,O=C(O)CN(CCO)CCN(CC(=O)O)CC(=O)O,tan005,cc3d83b7d2b30530,8,1,1,0.3448275862068966,0.38779391481772657,0.6723354857427926,-0.284541570925066,0.38779391481772657,0.6723354857427926,-0.284541570925066,0.147022634634291,0.15300607607423986,-0.005983441439948861,10,False
LOMO_GROUP_all_actinide,CCCCCCCCCCN(CCCCCCCCCC)C(=O)C(C)OC(C)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,tan067,f45ce5f8357cf48b,45,1,1,0.6764705882352942,2.6518105187208585,2.9290001141597797,-0.2771895954389212,2.6518105187208585,2.9290001141597797,-0.2771895954389212,0.47166634791833106,0.470194895997726,0.0014714519206050491,11,False
LOMO_GROUP_all_actinide,CCCCCCCCN(CCCCCCCC)C(=O)COC(C(=O)N(CCCCCCCC)CCCCCCCC)c1ccccc1,tan065,1ca0025ec529bdb0,12,1,1,0.6739130434782609,0.7259346704504089,0.9937484945466112,-0.26781382409620225,0.2708425948361595,0.9108791189449463,-0.6400365241087869,0.7043459416904049,0.6769278932490073,0.027418048441397613,12,False
LOMO_GROUP_all_actinide,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,tan055,c79e97649edc8fe4,151,1,1,0.6571428571428573,0.9194042706544026,1.1843792525792614,-0.2649749819248588,0.8140202364707217,1.1507110938641003,-0.33669085739337856,0.6893126772820934,0.6899274997318542,-0.0006148224497607435,13,False
LOMO_GROUP_all_actinide,CCOP(=S)(COCP(=S)(OCC)OCC)OCC,tan031,96e6cf2ca73e463c,6,1,1,0.5833333333333334,0.7867820434493219,1.0448570374072939,-0.25807499395797195,0.34428044517649276,0.34934133805849293,-0.005060892882000179,0.6836219213467314,0.9662376331467382,-0.2826157118000068,14,False
LOMO_GROUP_all_actinide,COCCN(CCOC)C(=O)COCC(=O)N(CCOC)CCOC,tan070,14c50966d69a7484,14,1,1,0.6153846153846152,1.0445997928735518,1.2916878292236353,-0.24708803635008358,1.0445997928735518,1.291687829223635,-0.24708803635008314,0.4240962695258138,0.4220834900339517,0.0020127794918621267,15,False
