comparison,extractant,chemotype,ecfp_cluster,n_rows,n_seeds,n_seeds_worse,mean_nn_train_tanimoto,mae_reference,mae_candidate,mae_delta,level_mae_reference,level_mae_candidate,level_mae_delta,shape_mae_reference,shape_mae_candidate,shape_mae_delta,rank_worst_first,is_headline_comparison
HEADLINE_full_pool_vs_control,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CN(CC(=O)N(CC(CC)CCCC)CC(CC)CCCC)CC(=O)N(CC(CC)CCCC)CC(CC)CCCC,tan052,78390597da293c11,12,1,0,0.6764705882352943,0.4147149245232265,0.37964009490834566,0.03507482961488084,0.07307176780269029,0.23286867893382357,-0.15979691113113328,0.3903576685889964,0.28340682873996376,0.10695083984903264,85,True
HEADLINE_full_pool_vs_control,Cc1cc(C)n(-c2cccc(-n3nc(C)cc3C)n2)n1,tan011,450846fb02d5ae92,6,1,0,0.6551724137931033,0.09469107654520388,0.052890289959901304,0.04180078658530258,0.0946584690151937,0.007477369183122251,0.08718109983207145,0.06524512820302582,0.05538274635427539,0.009862381848750428,86,True
HEADLINE_full_pool_vs_control,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,tan055,c79e97649edc8fe4,35,1,0,0.6571428571428573,0.572075858806477,0.5302575781221058,0.04181828068437121,0.2904745190126245,0.041070735419182484,0.249403783593442,0.5382045102799283,0.5356247269964948,0.0025797832834335566,87,True
HEADLINE_full_pool_vs_control,CCCCCCC(CCCC)CCCN(C)C(=O)COCC(=O)N(C)CCCC(CCCC)CCCCCC,tan055,31a51aa8ed19ccbd,14,1,0,0.5365853658536588,0.4043565455780954,0.36189008904546716,0.04246645653262826,0.30672536453843563,0.24167480102942154,0.06505056350901409,0.3899007592556076,0.35561274535468784,0.034288013900919734,88,True
HEADLINE_full_pool_vs_control,S=P(COCP(=S)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,tan096,abfcf277087f36f6,6,1,0,0.2758620689655173,0.677043296160257,0.6338500928273589,0.04319320333289811,0.677043296160257,0.6338500928273589,0.04319320333289811,0.24942035476989707,0.23350542571073443,0.01591492905916264,89,True
HEADLINE_full_pool_vs_control,O=C(O)CN(CC(=O)O)C1CCCCC1N(CC(=O)O)CC(=O)O,tan006,934cfd989762b081,8,1,0,0.3448275862068966,0.5217188888971589,0.47560007186909486,0.04611881702806403,0.5217188888971588,0.4756000718690948,0.046118817028063974,0.16655049942511574,0.14273084438042616,0.02381965504468958,90,True
HEADLINE_full_pool_vs_control,CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3ccc(C)cc3C)n2)n1)c1ccc(C)cc1C,tan080,b714c3a1d06e1a36,14,1,0,0.6590909090909091,0.17438390199092044,0.12125859925166214,0.05312530273925829,0.1283573069470368,0.029348178606787127,0.09900912834024966,0.11491972948525744,0.12125859925166213,-0.006338869766404687,91,True
HEADLINE_full_pool_vs_control,CCCCCCCCCCN(CCCCCCCCCC)C(=O)[C@H](C)O[C@H](CC)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,tan067,a830edf8a8a5b379,14,1,0,0.6285714285714283,1.4697227573675988,1.4149597702114292,0.054762987156169673,1.4697227573675988,1.4149597702114296,0.05476298715616923,0.16717141750124748,0.19706828470632848,-0.029896867205081,92,True
HEADLINE_full_pool_vs_control,CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@@H](CC)C(=O)N(CCCCCCCC)CCCCCCCC,tan067,a830edf8a8a5b379,13,1,0,0.6285714285714283,1.4230009910609407,1.3677173720824396,0.05528361897850109,1.4230009910609407,1.3677173720824396,0.05528361897850109,0.08407190180826127,0.10816273928533306,-0.02409083747707179,93,True
HEADLINE_full_pool_vs_control,CCCCN(CCCC)C(=O)CC(=O)N(CCCC)CCCC,tan049,2c13bce96e7143b0,9,1,0,0.625,0.25668292125636705,0.20127660652851853,0.055406314727848516,0.22414800533239307,0.149909121635133,0.07423888369726006,0.12983165252322804,0.12280470012898581,0.007026952394242225,94,True
HEADLINE_full_pool_vs_control,CCCCCCCCCCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCCCCCCCCCC,tan055,556b2b279c5c95c8,16,1,0,0.6388888888888888,0.8639039688475646,0.8080227591998187,0.0558812096477459,0.2772926998610739,0.21687218969389394,0.060420510167179975,0.795733870060027,0.780948248605317,0.014785621454710074,95,True
HEADLINE_full_pool_vs_control,CCCCCCN(CCCCCC)C(=O)CC(=O)N(CCCCCC)CCCCCC,tan049,1aa8e7bb5ad0f3d4,9,1,0,0.6923076923076923,0.18111219312211357,0.12450743651433921,0.056604756607774365,0.15081473836339276,0.01591324998577675,0.134901488377616,0.1463569228871116,0.1227392976270307,0.023617625260080904,96,True
HEADLINE_full_pool_vs_control,CCCCCCCCN(CCCCCCCC)C(=O)COCP(=O)(OCCCC)OCCCC,tan060,3d954aeb649470a4,6,1,0,0.6749999999999999,1.1756322036859377,1.1180659843649285,0.05756621932100914,1.1380727611180477,1.1180659843649285,0.020006776753119127,0.7964833877643093,0.6191946510743916,0.17728873668991763,97,True
HEADLINE_full_pool_vs_control,CCCCCCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCCCCCC,tan055,c79e97649edc8fe4,13,1,0,0.6571428571428573,1.1575382977432107,1.0992717469642825,0.05826655077892817,0.9644208146442795,0.8931364538165846,0.07128436082769496,0.8434162379704784,0.822522825880732,0.020893412089746377,98,True
HEADLINE_full_pool_vs_control,CCCCN(CCCC)C(=O)COCC(=O)N(CC)CCN(CC)C(=O)COCC(=O)N(CCCC)CCCC,tan055,9a79125ee79cc456,6,1,0,0.6296296296296297,1.187584928646951,1.1270874890569427,0.06049743959000842,1.1875849286469509,1.1270874890569427,0.060497439590008195,0.29135744292293136,0.2832266130845051,0.008130829838426279,99,True
HEADLINE_full_pool_vs_control,CCCCCCCCN(CCCCCCCC)C(=O)CN(CC(=O)N(CCCCCCCC)CCCCCCCC)CC(=O)N(CCCCCCCC)CCCCCCCC,tan050,2c57793c900b6e56,26,1,0,0.6923076923076923,1.00712149246625,0.9458623606080708,0.061259131858179106,0.28197637809964815,0.1351886824522891,0.14678769564735905,0.8986690393510006,0.9770597488662915,-0.07839070951529092,100,True
HEADLINE_full_pool_vs_control,CCCCN(CCCC)C(=O)c1ccc2ccc3cccnc3c2n1,tan078,4b6ada421bbf263a,6,1,0,0.48936170212765956,0.6396596390206026,0.5752673268484187,0.06439231217218389,0.5370666355605663,0.25131232997842073,0.2857543055821456,0.4606374271670805,0.49149655018894506,-0.030859123021864554,101,True
HEADLINE_full_pool_vs_control,CCCCCCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCCCCCC,tan055,147b811837cb1d33,17,1,0,0.6785714285714286,0.8475805572451315,0.7830238291184713,0.06455672812666013,0.40311645407447394,0.22096676401918802,0.18214969005528592,0.8278781696331775,0.7700257841761662,0.057852385457011324,102,True
HEADLINE_full_pool_vs_control,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(C)C,tan055,280948e4856b05a0,7,1,0,0.5897435897435898,1.7941709291611543,1.729584791387834,0.06458613777332034,1.7941709291611543,1.7295847913878342,0.06458613777332012,0.6271288962063265,0.593004159345188,0.03412473686113848,103,True
HEADLINE_full_pool_vs_control,CCCCCCCCN(CCC)C(=O)COCC(=O)N(CCC)CCCCCCCC,tan055,7f0ccf2c5e30118a,14,1,0,0.6216216216216217,1.143337825536054,1.0774654929220904,0.06587233261396364,1.1094302698712668,1.0377381643151986,0.0716921055560682,0.5145254411976905,0.48944966051152544,0.02507578068616506,104,True
HEADLINE_full_pool_vs_control,CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3ccccc3)n2)n1)c1ccccc1,tan081,a6aa006499d7e600,14,1,0,0.6590909090909091,0.5633851230087259,0.49096462929811197,0.07242049371061393,0.5565276370363801,0.48043967721822894,0.07608795981815114,0.2351221981525558,0.22099196190422216,0.01413023624833365,105,True
HEADLINE_full_pool_vs_control,CCCCP(=S)(CCCC)COCP(=S)(CCCC)CCCC,tan028,30e2eb84bc811df8,6,1,0,0.5909090909090909,0.5211018703745139,0.4451806481583677,0.07592122221614622,0.2837648621067744,0.25709959822162015,0.026665263885154222,0.4265135830055891,0.3594807820844943,0.06703280092109482,106,True
HEADLINE_full_pool_vs_control,CCCCCCCCN(CCCC(CCCC)CCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCC(CCCC)CCCCCC,tan055,0a4a6a2d0e94d646,14,1,0,0.5777777777777776,0.901075104728491,0.824440727274761,0.07663437745372992,0.9010751047284912,0.824440727274761,0.07663437745373014,0.6025615873158887,0.6059026582498002,-0.0033410709339114497,107,True
HEADLINE_full_pool_vs_control,CCCCN(CCCC)C(=O)c1ccccc1C(=O)O,tan085,de70d9369f578084,3,1,0,0.4749999999999999,1.666162748989399,1.5866869085457054,0.07947584044369371,1.1381015635914806,0.9562456431253571,0.18185592046612353,1.4267086211287834,1.4355398964715809,-0.008831275342797484,108,True
HEADLINE_full_pool_vs_control,COCCN(CCOC)C(=O)COCC(=O)N(CCOC)CCOC,tan070,14c50966d69a7484,14,1,0,0.6153846153846152,1.3756941797146085,1.2916878292236353,0.08400635049097316,1.3756941797146083,1.291687829223635,0.08400635049097338,0.451444997415355,0.4220834900339517,0.029361507381403307,109,True
HEADLINE_full_pool_vs_control,CCCCCCCCN(CC)C(=O)COCC(=O)N(CC)CCCCCCCC,tan055,cd544bd74adb8879,14,1,0,0.6296296296296297,1.2723868506319593,1.184624905719733,0.08776194491222644,1.272386850631959,1.1846249057197331,0.087761944912226,0.47448594706796116,0.45765657085321226,0.016829376214748892,110,True
HEADLINE_full_pool_vs_control,CCCCCCCCN(C)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,tan055,a4fef34dbbd5b945,14,1,0,0.59375,1.0088649370084666,0.9189246090205144,0.08994032798795215,0.9759344910430471,0.8678045700661148,0.1081299209769323,0.4844973211657601,0.4663631954468614,0.01813412571889872,111,True
HEADLINE_full_pool_vs_control,CCN(CC)C(=O)c1ccc2ccc3cccnc3c2n1,tan078,5fe006ce4f19f111,7,1,0,0.4888888888888889,0.8379457343008837,0.7434563045239574,0.09448942977692631,0.8121832113056986,0.6142829321569973,0.19790027914870134,0.48986721516987003,0.4801921907423872,0.009675024427482803,112,True
HEADLINE_full_pool_vs_control,CCCCCCCCN(CCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCC)CCCCCCCC,tan055,9f0b108d64f0bb67,14,1,0,0.6666666666666666,0.7981478121244814,0.7009973222024172,0.09715048992206421,0.2843449763496992,0.3448628279928988,-0.060517851643199616,0.704940840070836,0.71236568524386,-0.007424845173023997,113,True
HEADLINE_full_pool_vs_control,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,tan055,c79e97649edc8fe4,1488,1,0,0.6571428571428573,1.2347828279245685,1.131005897369802,0.10377693055476644,0.8058341662815268,0.6355008802224874,0.1703332860590394,1.0917888087223504,1.0492126016116108,0.04257620711073962,114,True
HEADLINE_full_pool_vs_control,CCCCCCN(CCCCCC)C(=O)COCC(=O)N1CCOCC1,tan054,1f9aa4765b18ecda,8,1,0,0.46938775510204084,1.0073722208982372,0.9033353932907319,0.10403682760750532,0.5811106548250144,0.29210647951056695,0.2890041753144475,0.9616400930070548,0.903335393290732,0.058304699716322794,115,True
HEADLINE_full_pool_vs_control,CCCCCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,tan042,03cdc88fe84d6143,17,1,0,0.40816326530612246,0.7570572865336157,0.6513376325645321,0.10571965396908356,0.6932749113044663,0.5205755434388943,0.17269936786557194,0.32753698381252055,0.4001688590850292,-0.07263187527250864,116,True
HEADLINE_full_pool_vs_control,CCCCCCCCN(CCCCCCCC)C(=O)COC(C)C(=O)N(CCCCCCCC)CCCCCCCC,tan068,95374efd581fccdf,12,1,0,0.6764705882352943,1.4468404819852478,1.3318606107194768,0.11497987126577103,0.9828838736312463,1.098157553729962,-0.11527368009871564,1.1274557973831476,0.9726842651911806,0.15477153219196704,117,True
HEADLINE_full_pool_vs_control,CCCCCCCCN(CCCCCCCC)C(=O)CNCP(=O)(CCCC)CCCC,tan051,f53d871a194c5e66,6,1,0,0.6428571428571429,1.0527091005122016,0.9268733199118259,0.1258357806003757,0.6520031221261587,0.5065975648089519,0.14540555731720683,0.6400203522577438,0.5891416100391912,0.0508787422185526,118,True
HEADLINE_full_pool_vs_control,CCCCCCCCN(CCC(C)CC(C)(C)C)C(=O)COCC(=O)N(CCCCCCCC)CCC(C)CC(C)(C)C,tan056,453a336276f80835,14,1,0,0.6382978723404255,0.5350837255891377,0.3949921446937176,0.14009158089542018,0.5350837255891376,0.3949921446937176,0.14009158089542006,0.22919981882101242,0.212007278101577,0.017192540719435434,119,True
HEADLINE_full_pool_vs_control,CCCCCCCCN(C)C(=O)C(CCOCCCCCC)C(=O)N(C)CCCCCCCC,tan046,87b1b413a752cff2,52,1,0,0.45945945945945954,1.070096126493757,0.9219023088301123,0.1481938176636447,0.5850863234983263,0.0651964779599539,0.5198898455383725,1.034051328366649,0.9271613052689042,0.10689002309774487,120,True
HEADLINE_full_pool_vs_control,CCOP(=O)(OCC)c1ccc2ccc3ccc(P(=O)(OCC)OCC)nc3c2n1,tan015,9be2f58d7e59e68a,3,1,0,0.4705882352941176,0.28602202610281185,0.13493716904688288,0.15108485705592897,0.28602202610281185,0.13493716904688288,0.15108485705592897,0.07427797137183555,0.043507410920345296,0.03077056045149025,121,True
HEADLINE_full_pool_vs_control,Cc1ccn(-c2cccc(-n3ccc(C)n3)n2)n1,tan009,66bf0ebd963fd87d,7,1,0,0.46875,0.18937394965861046,0.037025998911813386,0.15234795074679708,0.18937394965861046,0.005798413765916991,0.18357553589269346,0.03425731103747779,0.034746657142913785,-0.0004893461054359949,122,True
HEADLINE_full_pool_vs_control,O=P(c1ccccc1)(c1ccccc1)c1ccc2ccc3ccc(P(=O)(c4ccccc4)c4ccccc4)nc3c2n1,tan014,d9a6d49abdc313d0,3,1,0,0.4705882352941176,2.0978552145098743,1.9427550357485828,0.15510017876129156,2.0978552145098743,1.9427550357485828,0.15510017876129156,0.31084316237680715,0.32119349143978293,-0.010350329062975783,123,True
HEADLINE_full_pool_vs_control,CCCCC(CC)CN(CC(=O)N(CC(CC)CCCC)CC(CC)CCCC)CC(=O)N(CC(CC)CCCC)CC(CC)CCCC,tan052,ff42edb0a7c83875,17,1,0,0.6571428571428571,1.167360501484349,0.9933520320314192,0.1740084694529297,1.130423151422226,0.9378201179181925,0.19260303350403352,0.5237044033773597,0.4046276763384533,0.11907672703890637,124,True
HEADLINE_full_pool_vs_control,CCCCCCCCN(CCCCCCCC)C(=O)CO,tan049,c1479f335999a236,10,1,0,0.6666666666666667,1.4863504708927253,1.3085642669013577,0.17778620399136758,0.03452929024888053,0.563161884689982,-0.5286325944411014,1.4932563289425014,1.4137140185780221,0.07954231036447923,125,True
HEADLINE_full_pool_vs_control,CCCCCCOP(=O)(O)OCCCCCC,tan089,0863928e75705685,10,1,0,0.41025641025641024,0.9380750010389727,0.7521611330777456,0.1859138679612271,0.2067383362366047,0.29595818018571485,-0.08921984394911014,0.8902782989259256,0.7576352947415479,0.1326430041843777,126,True
HEADLINE_full_pool_vs_control,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)NCCCOc1cc(OCCCNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC)cc(OCCCNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC)c1,tan055,9db9de2b3a1d3dfe,15,1,0,0.4615384615384616,1.923523461560113,1.7348431567691243,0.18868030479098863,1.876976065659764,1.5329258300493223,0.3440502356104418,1.07174650331502,1.0419303634326968,0.029816139882323123,127,True
HEADLINE_full_pool_vs_control,CCCCCCCCP(=O)(CCCCCCCC)Cc1cccc(CP(=O)(CCCCCCCC)CCCCCCCC)[n+]1[O-],tan092,ee70e20143c1770c,28,1,0,0.32075471698113195,1.6694965387664074,1.4752806917692727,0.19421584699713468,1.6694965387664078,1.4752806917692722,0.19421584699713557,0.3169168292139327,0.38050866381832604,-0.06359183460439333,128,True
HEADLINE_full_pool_vs_control,CCCCCCCCN(CCCCCCCC)C(=S)c1ccc2ccc3ccc(C(=S)N(CCCCCCCC)CCCCCCCC)nc3c2n1,tan079,645d2c36a4f35ced,12,1,0,0.6842105263157895,1.1124128563489046,0.9004971714081073,0.21191568494079738,0.8713045352316121,0.6776784993916278,0.19362603583998428,0.5532114984070979,0.5809425448175451,-0.027731046410447213,129,True
HEADLINE_full_pool_vs_control,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N1CCCCC1,tan054,a896e83733c18f7a,12,1,0,0.5555555555555555,1.771111313363326,1.5577669143106212,0.21334439905270486,1.6058650889412427,1.2993906757913558,0.3064744131498869,1.2482328589561063,1.1607369629063038,0.08749589604980246,130,True
HEADLINE_full_pool_vs_control,CCCCN(CCCC)C(=O)COCC(=O)N(CCN(C(=O)COCC(=O)N(CCCC)CCCC)C(C)C)C(C)C,tan055,11da934950c2541a,6,1,0,0.564102564102564,1.4648454049092672,1.224667263916085,0.24017814099318224,1.4648454049092672,1.224667263916085,0.24017814099318224,0.21802053437369642,0.2329530442171992,-0.014932509843502778,131,True
HEADLINE_full_pool_vs_control,CCCCCCCCCCN(CCCCCCCCCC)C(=O)[C@H](CCC)O[C@H](CCC)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,tan069,db04e144e1ea83eb,13,1,0,0.65625,2.6243304877254046,2.3781135987965816,0.24621688892882299,2.6243304877254046,2.3781135987965816,0.24621688892882299,0.39447770105381336,0.40966473208640675,-0.01518703103259339,132,True
HEADLINE_full_pool_vs_control,CCCCCCCCN(CCCCCCCC)C(=O)[C@H](CCC)O[C@H](CCC)C(=O)N(CCCCCCCC)CCCCCCCC,tan069,db04e144e1ea83eb,14,1,0,0.65625,2.7490869025171087,2.5011213600731854,0.24796554244392333,2.7490869025171087,2.501121360073185,0.24796554244392377,0.4089683745079585,0.4251613653062209,-0.01619299079826242,133,True
HEADLINE_full_pool_vs_control,CCCCCCN(CCCCCC)C(=O)COCC(=O)N1CCCC1,tan054,1ab11555fbc914cb,14,1,0,0.5277777777777778,1.9831140182899205,1.7351469028798443,0.2479671154100762,1.9831140182899205,1.7351469028798443,0.2479671154100762,0.6183767167051187,0.5950546797727295,0.023322036932389212,134,True
HEADLINE_full_pool_vs_control,O=C(c1ccccc1)c1ccc2ccccc2n1,tan088,401338fe21602e4e,6,1,0,0.3,0.667539535636856,0.41320930307059744,0.25433023256625853,0.667539535636856,0.4132093030705974,0.2543302325662586,0.2601884415005465,0.2284244990064738,0.03176394249407269,135,True
HEADLINE_full_pool_vs_control,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,tan062,4fdf7b59230b8c11,14,1,0,0.6500000000000001,0.6585001566186438,0.36846692602927206,0.29003323058937175,0.6585001566186437,0.368466926029272,0.2900332305893717,0.06339714178507519,0.06885604702880484,-0.005458905243729648,136,True
HEADLINE_full_pool_vs_control,CCCCCCN(CCCCCC)C(=O)COCC(=O)N1CCCCC1,tan054,a896e83733c18f7a,8,1,0,0.5555555555555556,1.522633592220235,1.2257843869662635,0.2968492052539715,1.5226335922202348,1.2257843869662635,0.2968492052539713,0.8346398932924074,0.7883769259333548,0.046262967359052554,137,True
HEADLINE_full_pool_vs_control,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N1CCCC1,tan054,1ab11555fbc914cb,16,1,0,0.5277777777777778,1.3299564876224577,1.027805850552413,0.30215063707004464,1.3299564876224577,1.0062940554525743,0.32366243216988333,0.882002565627054,0.8483554837077009,0.03364708191935317,138,True
HEADLINE_full_pool_vs_control,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)NCCNC(=O)c1cc(C(=O)NCCNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC)cc(C(=O)NCCNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC)c1,tan055,0c2911b45694a976,15,1,0,0.4705882352941177,1.6192367136629477,1.3140576112610287,0.30517910240191903,1.5219544523488506,1.179164980749153,0.3427894715996975,1.010671232827085,0.959683804826398,0.05098742800068701,139,True
HEADLINE_full_pool_vs_control,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)NCCc1c(CC)c(CCNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC)c(CC)c(CCNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC)c1CC,tan055,cc4b1937be58b7f0,15,1,0,0.4509803921568628,1.6153187693988318,1.307310317623521,0.3080084517753108,1.615318769398832,1.3073103176235212,0.3080084517753108,0.8043062820433252,0.7517968631284391,0.05250941891488614,140,True
HEADLINE_full_pool_vs_control,CCCCCCCCN(CCCCCCCC)C(=O)c1ccc2ccc3ccc(C(=O)N(CCCCCCCC)CCCCCCCC)nc3c2n1,tan078,66af2d26ba3e353c,35,1,0,0.6842105263157896,1.850606733729727,1.5194674019432515,0.3311393317864755,1.8506067337297274,1.5016104986673722,0.3489962350623552,0.7721768654271138,0.78160033831655,-0.009423472889436124,141,True
HEADLINE_full_pool_vs_control,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)NCCCOCCCNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,tan055,a983f341ca863049,23,1,0,0.5217391304347828,2.041450615665354,1.6999205261141153,0.34153008955123876,1.941144759282835,1.5075724592998738,0.4335722999829612,0.7104093125613116,0.8471886863127279,-0.13677937375141636,142,True
HEADLINE_full_pool_vs_control,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)NCCCCCCCNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,tan055,5ba4ad363617d4ee,11,1,0,0.5227272727272726,1.5994789466170203,1.2046484135463067,0.3948305330707136,1.3480649512908658,0.6886468535267048,0.6594180977641609,0.9297505248404455,0.9853569125542463,-0.055606387713800776,143,True
HEADLINE_full_pool_vs_control,CCCCOP(=S)(CP(=S)(OCCCC)OCCCC)OCCCC,tan029,d99a96790a3a5284,6,1,0,0.6666666666666666,4.12001673634384,3.60550876541522,0.5145079709286198,4.12001673634384,3.6055087654152196,0.5145079709286202,0.46919992989587667,0.412281632657502,0.05691829723837466,144,True
HEADLINE_full_pool_vs_control,O=C(COCC(=O)N1CCCCC1)N1CCCCC1,tan072,fe091aef31cd5569,14,1,0,0.5555555555555555,1.308522747488041,0.6348685393435656,0.6736542081444754,1.308522747488041,0.5712940450896309,0.7372287023984101,0.39367555996279885,0.39337289287020766,0.0003026670925911912,145,True
HEADLINE_full_pool_vs_control,CCCCCCCCOc1cc(C(=O)N(C)c2ccc(C(C)(C)C)cc2)nc(C(=O)N(C)c2ccc(C(C)(C)C)cc2)c1,tan034,03ea94bd0f219c0d,3,1,0,0.38000000000000006,1.1060681141619,0.4297748824699132,0.6762932316919867,1.1060681141619002,0.33196166042126696,0.7741064537406332,0.31572550782028774,0.3191209956628242,-0.00339548784253646,146,True
HEADLINE_full_pool_vs_control,CCCCCCCCn1cc(-c2cc(CC(=O)O)cc(-c3cn(CCCCCCCC)nn3)n2)nn1,tan094,7cacc03ebcc531e3,5,1,0,0.2727272727272727,1.662430195141459,0.6970288156350833,0.9654013795063757,1.6624301951414586,0.6970288156350833,0.9654013795063753,0.1787174277475688,0.27845373070188384,-0.09973630295431504,147,True
HEADLINE_full_pool_vs_control,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)NCc1ccc(CNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC)cc1,tan055,4a1cdf823baa2a3e,9,1,0,0.4693877551020409,3.314995796406145,2.3115826565231195,1.0034131398830257,3.314995796406145,2.3115826565231195,1.0034131398830257,0.08465574299690583,0.27514985022593197,-0.19049410722902616,148,True
HEADLINE_full_pool_vs_control,CCCCOP(=S)(COCP(=S)(OCCCC)OCCCC)OCCCC,tan030,bbab480f57db029c,6,1,0,0.6666666666666666,2.570044799431423,1.4297982105423952,1.1402465888890279,2.570044799431423,1.2452243336648756,1.3248204657665474,1.0413723484831088,1.0936806213037402,-0.05230827282063144,149,True
HEADLINE_full_pool_vs_control,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)NCc1cccc(CNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC)c1,tan055,690782a8b84aa453,37,1,0,0.4464285714285715,2.4867784406944486,1.1566519160798456,1.330126524614603,2.4867784406944495,0.4266936923663601,2.0600847483280895,0.8550046111632295,1.0443803379922159,-0.1893757268289864,150,True
HEADLINE_full_pool_vs_control,CCCCCCCCN(CCCCCCCC)C(=O)c1ccc(C(=O)N(CCCCCCCC)CCCCCCCC)s1,tan075,ba27b5981102709e,4,1,0,0.6470588235294118,1.8993437537395061,0.4607256280516904,1.4386181256878157,1.899343753739506,0.4607256280516904,1.4386181256878157,0.3208550305079348,0.0871692545342388,0.233685775973696,151,True
HEADLINE_full_pool_vs_control,CCCCCCCCCCCCNC(=O)c1cc(=O)cc(C(=O)NCCCCCCCCCCCC)o1,tan041,d2144940ea63797e,3,1,0,0.4000000000000001,2.474760810424447,1.0093415277732272,1.4654192826512198,2.474760810424447,1.0093415277732272,1.4654192826512198,0.1295825470288312,0.0719570143858191,0.05762553264301211,152,True
ARM_B_LN_EXPANDED_vs_control,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)NCCCOCCCNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,tan055,a983f341ca863049,115,5,5,0.519518963922294,1.6863212524651434,1.9937531869560745,-0.3074319344909311,1.6154330974696398,1.9369259129062633,-0.32149281543662345,0.6124235262002476,0.6272988947360154,-0.014875368535767763,1,False
ARM_B_LN_EXPANDED_vs_control,CCCCCCCCC(C)(C)SCC1CN(C(=O)COCC(=O)N2CC(C)C(CSC(C)(C)CCCCCCCC)C2)CC1C,tan091,76b0a5c476bfbb0b,70,5,5,0.3590163934426229,0.7489262837508073,1.0498598434777486,-0.30093355972694136,0.7489262837508068,1.0498598434777482,-0.30093355972694136,0.08926289027421004,0.11267370301710455,-0.023410812742894513,2,False
ARM_B_LN_EXPANDED_vs_control,CCCCCCCCCCCCN(C)C(=O)C1CC(OC)CC(C(=O)N(C)CCCCCCCCCCCC)O1,tan045,c2b6202e58d01533,220,5,5,0.5,1.2591150398021795,1.5426046500311692,-0.28348961022898966,1.1644198442002798,1.5306536482942734,-0.36623380409399364,0.900281598755464,0.9007839598840187,-0.0005023611285547291,3,False
ARM_B_LN_EXPANDED_vs_control,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)NCCCCCCCNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,tan055,5ba4ad363617d4ee,55,5,5,0.5387949260042282,1.2284876577697557,1.5117903453380908,-0.2833026875683351,1.040609477214425,1.3544612078494904,-0.31385173063506544,0.6653002685951103,0.7318940834893044,-0.06659381489419414,4,False
ARM_B_LN_EXPANDED_vs_control,O=P(c1ccccc1)(c1ccccc1)c1ccc2ccc3ccc(P(=O)(c4ccccc4)c4ccccc4)nc3c2n1,tan014,d9a6d49abdc313d0,15,5,5,0.4342483660130719,2.0738456803309533,2.2577247004679166,-0.18387902013696333,2.0738456803309533,2.2577247004679166,-0.18387902013696333,0.33215933385475477,0.32334230059722346,0.008817033257531304,5,False
