comparison,reference_arm,candidate_arm,n_seeds,macro_mae_reference,macro_mae_candidate,macro_mae_delta,level_mae_reference,level_mae_candidate,level_mae_delta,shape_mae_reference,shape_mae_candidate,shape_mae_delta,boot_offset_mae_delta,boot_offset_ci95_low,boot_offset_ci95_high,boot_shape_mae_delta,boot_shape_ci95_low,boot_shape_ci95_high,chemotypes_improved,chemotypes_worsened,ligands_improved,ligands_worsened
HEADLINE_full_pool_vs_control,A_GEN10_CONTROL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,E_LN_PLUS_ALL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,1,1.0025401459922392,0.9350858909179227,0.06745425507431646,0.8392547645570833,0.758551204776179,0.08070355978090427,0.479314337692285,0.4740069569404667,0.0053073807518183025,0.08143117414492348,0.013798750938317,0.13922868512921768,0.005029386700838664,-0.004911214163218832,0.017167096276273892,46,33,90,62
ARM_B_LN_EXPANDED_vs_control,A_GEN10_CONTROL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,B_LN_EXPANDED|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,5,0.9732444846179571,0.9769541792022797,-0.003709694584322576,0.8089484288621168,0.809304314255628,-0.0003558853935111683,0.475729312600142,0.47147691506034095,0.004252397539801056,-0.0034856053194590297,-0.020441445462407025,0.01898952525166091,0.011904374914038087,0.00445885879451512,0.0227971792445665,35,44,68,84
LOMO_Am,E_LN_PLUS_ALL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1|LOMO_Am,E_LN_PLUS_ALL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,1,1.0832153787470133,0.9350858909179227,0.14812948782909063,0.9389287224033205,0.758551204776179,0.1803775176271415,0.47534336800610827,0.4740069569404667,0.001336411065641585,0.1810531243372679,0.0522548822596007,0.2928388678568449,0.0015213670668309852,-0.00648846157344753,0.011598701853536767,45,34,89,63
LOMO_GROUP_all_actinide,E_LN_PLUS_ALL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1|LOMO_GROUP_all_actinide,E_LN_PLUS_ALL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,1,1.055634599101342,0.9350858909179227,0.12054870818341934,0.9136552722993279,0.758551204776179,0.15510406752314887,0.4715388969785366,0.4740069569404667,-0.002468059961930058,0.15618283417682916,0.06969290442330697,0.25009673855406195,-0.0033339151643393184,-0.014444774537600747,0.008957367510610386,45,34,89,63
