group,kind,metal_category,metals,n_cells,pool_share,seeds,n_seeds,full_pool_macro_mae,without_group_macro_mae,contribution_macro_mae,contribution_level_mae,contribution_shape_mae,ci95_low,ci95_high,p_group_not_helpful,units_group_helps,units_total,n_seeds_group_helps,n_seeds_group_hurts,chemotypes_group_helps,chemotypes_group_hurts,ligands_group_helps,ligands_group_hurts,worst_ligand_when_group_removed,worst_ligand_when_group_present,worst_ligand_when_group_present_delta,direction
Am,metal,actinide,Am,1664,0.3265306122448979,104729,1,0.9350858909179227,1.0832153787470133,0.14812948782909063,0.1803775176271415,0.001336411065641585,0.03260946227655856,0.24803550338030744,0.0029985007496251873,77,131,1,0,45,34,89,63,CCCCCCCCCCCCNC(=O)c1cc(=O)cc(C(=O)NCCCCCCCCCCCC)o1,CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@@H](C)C(=O)N(CCCCCCCC)CCCCCCCC,-0.6157094683989688,HELPS
