extractant,extractant_family,arm,mean_mae,split_seed_sd_mae,mean_delta_mae_baseline_minus_candidate,split_seeds_improved,split_seed_count
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,H3_A2_ELEC_LABEL_SHUFFLED,0.37246215505856994,0.013433852402436457,0.13228746446628686,5,5
CCN(CC)C(=O)COCC(=O)N(CC)CC,CCN(CC)C(=O)COCC(=O)N(CC)CC,A2_current_champion,0.21727189070831815,0.008800571024137782,0.0,0,5
CCN(CC)C(=O)COCC(=O)N(CC)CC,CCN(CC)C(=O)COCC(=O)N(CC)CC,H1_CATBOOST_NONE_RMSE,0.19721547421127078,0.004604446835652927,0.0200564164970473,5,5
CCN(CC)C(=O)COCC(=O)N(CC)CC,CCN(CC)C(=O)COCC(=O)N(CC)CC,H1_CATBOOST_NONE_MAE,0.19086865542779757,0.008172792423246401,0.0264032352805205,5,5
CCN(CC)C(=O)COCC(=O)N(CC)CC,CCN(CC)C(=O)COCC(=O)N(CC)CC,H1_CATBOOST_NONE_HUBER,0.20161784826866644,0.015899059696799413,0.015654042439651718,4,5
CCN(CC)C(=O)COCC(=O)N(CC)CC,CCN(CC)C(=O)COCC(=O)N(CC)CC,H1_CATBOOST_GROUP_SQRT_RMSE,0.19288289695749367,0.009798650289008629,0.02438899375082442,5,5
CCN(CC)C(=O)COCC(=O)N(CC)CC,CCN(CC)C(=O)COCC(=O)N(CC)CC,H1_CATBOOST_GROUP_SQRT_MAE,0.19528972868371347,0.008250752914509754,0.02198216202460458,5,5
CCN(CC)C(=O)COCC(=O)N(CC)CC,CCN(CC)C(=O)COCC(=O)N(CC)CC,H1_CATBOOST_GROUP_SQRT_HUBER,0.1785015939228634,0.016239085414589283,0.0387702967854547,5,5
CCN(CC)C(=O)COCC(=O)N(CC)CC,CCN(CC)C(=O)COCC(=O)N(CC)CC,H1_CATBOOST_GROUP_EQUAL_RMSE,0.18116026593701667,0.008061233337086896,0.03611162477130142,5,5
CCN(CC)C(=O)COCC(=O)N(CC)CC,CCN(CC)C(=O)COCC(=O)N(CC)CC,H1_CATBOOST_GROUP_EQUAL_MAE,0.20636691833556114,0.012493397951397507,0.01090497237275692,5,5
CCN(CC)C(=O)COCC(=O)N(CC)CC,CCN(CC)C(=O)COCC(=O)N(CC)CC,H1_CATBOOST_GROUP_EQUAL_HUBER,0.1838754313725552,0.010054892709338206,0.03339645933576288,5,5
CCN(CC)C(=O)COCC(=O)N(CC)CC,CCN(CC)C(=O)COCC(=O)N(CC)CC,H2_E3_RAW_REAL,0.19308727129323242,0.006971171674142371,0.02418461941508566,5,5
CCN(CC)C(=O)COCC(=O)N(CC)CC,CCN(CC)C(=O)COCC(=O)N(CC)CC,H2_E3_RAW_SHUFFLED,0.19166422944797903,0.005468972551209421,0.02560766126033902,5,5
CCN(CC)C(=O)COCC(=O)N(CC)CC,CCN(CC)C(=O)COCC(=O)N(CC)CC,H2_E3_COMPACT_REAL,0.19342371469403252,0.0068281905214362835,0.02384817601428558,5,5
CCN(CC)C(=O)COCC(=O)N(CC)CC,CCN(CC)C(=O)COCC(=O)N(CC)CC,H2_E3_COMPACT_SHUFFLED,0.19167596024041175,0.005478914728424492,0.025595930467906303,5,5
CCN(CC)C(=O)COCC(=O)N(CC)CC,CCN(CC)C(=O)COCC(=O)N(CC)CC,H2_E3_STABLE_REAL,0.19371892906928773,0.00776531839900938,0.02355296163903036,5,5
CCN(CC)C(=O)COCC(=O)N(CC)CC,CCN(CC)C(=O)COCC(=O)N(CC)CC,H2_E3_STABLE_SHUFFLED,0.19215160342569376,0.005973000883503621,0.02512028728262432,5,5
CCN(CC)C(=O)COCC(=O)N(CC)CC,CCN(CC)C(=O)COCC(=O)N(CC)CC,H3_A2,0.1945895833200209,0.034688418000965414,0.022682307388297202,3,5
CCN(CC)C(=O)COCC(=O)N(CC)CC,CCN(CC)C(=O)COCC(=O)N(CC)CC,H3_A2_ELEC,0.20512261791603703,0.025935450127843825,0.01214927279228108,4,5
CCN(CC)C(=O)COCC(=O)N(CC)CC,CCN(CC)C(=O)COCC(=O)N(CC)CC,H3_A2_LABEL_SHUFFLED,0.2988116978417024,0.0717102096666317,-0.08153980713338424,0,5
CCN(CC)C(=O)COCC(=O)N(CC)CC,CCN(CC)C(=O)COCC(=O)N(CC)CC,H3_A2_ELEC_LABEL_SHUFFLED,0.326584119529448,0.0409413229582921,-0.10931222882112981,0,5
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,A2_current_champion,0.2164725945373848,0.00259335464307659,0.0,0,5
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,H1_CATBOOST_NONE_RMSE,0.19386946656937004,0.018670573470693348,0.022603127968014697,5,5
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,H1_CATBOOST_NONE_MAE,0.20714037340717764,0.016849514543255388,0.00933222113020714,3,5
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,H1_CATBOOST_NONE_HUBER,0.20672378509236652,0.03124362588857183,0.00974880944501818,4,5
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,H1_CATBOOST_GROUP_SQRT_RMSE,0.23908232030617294,0.013803092765589275,-0.02260972576878814,0,5
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,H1_CATBOOST_GROUP_SQRT_MAE,0.22824262584168692,0.014904949241511006,-0.01177003130430214,1,5
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,H1_CATBOOST_GROUP_SQRT_HUBER,0.23421870519841045,0.02394428069224069,-0.01774611066102568,2,5
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,H1_CATBOOST_GROUP_EQUAL_RMSE,0.29442978221159993,0.03829354778768372,-0.07795718767421511,0,5
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,H1_CATBOOST_GROUP_EQUAL_MAE,0.27666137845451566,0.035832504880864306,-0.06018878391713084,0,5
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,H1_CATBOOST_GROUP_EQUAL_HUBER,0.2692733758499338,0.03336966920178954,-0.05280078131254904,0,5
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,H2_E3_RAW_REAL,0.18882819052722472,0.012358376277167562,0.027644404010160016,5,5
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,H2_E3_RAW_SHUFFLED,0.18773502422895402,0.012603790464324098,0.028737570308430677,5,5
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,H2_E3_COMPACT_REAL,0.18882819052722472,0.012358376277167555,0.027644404010160016,5,5
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,H2_E3_COMPACT_SHUFFLED,0.1873408009814705,0.012183056682788709,0.029131793555914182,5,5
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,H2_E3_STABLE_REAL,0.1891954553273366,0.012795332992965104,0.027277139210048117,5,5
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,H2_E3_STABLE_SHUFFLED,0.1880568049774464,0.012114575291840837,0.02841578955993832,5,5
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,H3_A2,0.2912890524441618,0.039555244074342175,-0.074816457906777,0,5
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,H3_A2_ELEC,0.2897169150989368,0.06389877666155987,-0.07324432056155204,1,5
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,H3_A2_LABEL_SHUFFLED,0.2603798295124632,0.005627881708361585,-0.04390723497507838,0,5
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,H3_A2_ELEC_LABEL_SHUFFLED,0.25574313313228136,0.007113436638702853,-0.03927053859489658,0,5
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,A2_current_champion,0.7973282596351969,0.011456140554554647,0.0,0,5
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,H1_CATBOOST_NONE_RMSE,0.8969042662994913,0.06478357097878597,-0.09957600666429428,0,5
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,H1_CATBOOST_NONE_MAE,0.8033651836849683,0.013599596133571448,-0.006036924049771341,2,5
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,H1_CATBOOST_NONE_HUBER,0.8999091181242174,0.02123475187454822,-0.10258085848902021,0,5
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,H1_CATBOOST_GROUP_SQRT_RMSE,0.8242944012906139,0.045669991153829775,-0.026966141655416997,2,5
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,H1_CATBOOST_GROUP_SQRT_MAE,0.7156707947628711,0.0398350090165311,0.08165746487232588,5,5
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,H1_CATBOOST_GROUP_SQRT_HUBER,0.8035220082257043,0.043701662646061894,-0.006193748590507201,1,5
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,H1_CATBOOST_GROUP_EQUAL_RMSE,0.7788666780399762,0.030683648425772328,0.018461581595220856,3,5
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,H1_CATBOOST_GROUP_EQUAL_MAE,0.67607573813971,0.03810297854184493,0.12125252149548701,5,5
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,H1_CATBOOST_GROUP_EQUAL_HUBER,0.7873424722633187,0.03920451222834832,0.00998578737187834,3,5
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,H2_E3_RAW_REAL,0.813342409199165,0.03703569968249661,-0.016014149563968037,2,5
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,H2_E3_RAW_SHUFFLED,0.8184627566920837,0.03691735629579311,-0.02113449705688656,2,5
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,H2_E3_COMPACT_REAL,0.814090592153643,0.036435178423561566,-0.0167623325184459,2,5
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,H2_E3_COMPACT_SHUFFLED,0.8180204664012505,0.03701456969229632,-0.02069220676605358,2,5
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,H2_E3_STABLE_REAL,0.8138570069717803,0.03661551421567008,-0.0165287473365833,2,5
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,H2_E3_STABLE_SHUFFLED,0.8125818309194368,0.03339366988471169,-0.015253571284239839,2,5
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,H3_A2,0.7291929735682434,0.07159455032476164,0.06813528606695352,4,5
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,H3_A2_ELEC,0.8111489500405774,0.055547949746812535,-0.01382069040538042,2,5
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,H3_A2_LABEL_SHUFFLED,0.9074133750039641,0.031045158675326135,-0.11008511536876704,0,5
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,H3_A2_ELEC_LABEL_SHUFFLED,0.8700264264320289,0.05678588507200344,-0.07269816679683198,1,5
CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,A2_current_champion,0.19278137084507313,0.04637162150909678,0.0,0,5
CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,H1_CATBOOST_NONE_RMSE,0.1223390647953397,0.06020473951492651,0.07044230604973346,3,5
CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,H1_CATBOOST_NONE_MAE,0.1315469581827513,0.07412180482375307,0.061234412662321824,3,5
CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,H1_CATBOOST_NONE_HUBER,0.13970690505894875,0.04466568636939414,0.0530744657861244,3,5
CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,H1_CATBOOST_GROUP_SQRT_RMSE,0.15710759914003197,0.05062389178993205,0.03567377170504122,3,5
CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,H1_CATBOOST_GROUP_SQRT_MAE,0.19189760120625388,0.1391860740733503,0.0008837696388192817,3,5
CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,H1_CATBOOST_GROUP_SQRT_HUBER,0.1766924204811024,0.10083896343998289,0.01608895036397078,3,5
CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,H1_CATBOOST_GROUP_EQUAL_RMSE,0.1529836939000826,0.06319321148738516,0.03979767694499057,3,5
CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,H1_CATBOOST_GROUP_EQUAL_MAE,0.1999963047887512,0.09155966744330307,-0.0072149339436780036,2,5
CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,H1_CATBOOST_GROUP_EQUAL_HUBER,0.18136026496823252,0.05858676889650766,0.011421105876840639,3,5
CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,H2_E3_RAW_REAL,0.11886984864187689,0.0465961486358302,0.07391152220319626,3,5
CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,H2_E3_RAW_SHUFFLED,0.12264479903568318,0.04297588659909551,0.07013657180938995,3,5
CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,H2_E3_COMPACT_REAL,0.11886984864187689,0.0465961486358302,0.07391152220319626,3,5
CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,H2_E3_COMPACT_SHUFFLED,0.12169113297306286,0.042063685128676656,0.07109023787201027,3,5
CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,H2_E3_STABLE_REAL,0.1188875225845557,0.04657609330805003,0.07389384826051741,3,5
CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,H2_E3_STABLE_SHUFFLED,0.11958567211258578,0.04613081565829316,0.07319569873248735,3,5
CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,H3_A2,0.43605694179715837,0.18484835243899778,-0.24327557095208513,0,5
CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,H3_A2_ELEC,0.38675706380957886,0.20207051812425333,-0.19397569296450562,1,5
CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,H3_A2_LABEL_SHUFFLED,0.2596237834404662,0.16284072282943127,-0.06684241259539303,2,5
CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,H3_A2_ELEC_LABEL_SHUFFLED,0.22202405540505624,0.1087798044340991,-0.02924268455998306,3,5
CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@H](C)C(=O)N(CCCCCCCC)CCCCCCCC,CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@H](C)C(=O)N(CCCCCCCC)CCCCCCCC,A2_current_champion,0.42268729247826486,0.13851103341473758,0.0,0,5
CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@H](C)C(=O)N(CCCCCCCC)CCCCCCCC,CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@H](C)C(=O)N(CCCCCCCC)CCCCCCCC,H1_CATBOOST_NONE_RMSE,0.43625149919077694,0.0813549379160239,-0.01356420671251216,4,5
CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@H](C)C(=O)N(CCCCCCCC)CCCCCCCC,CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@H](C)C(=O)N(CCCCCCCC)CCCCCCCC,H1_CATBOOST_NONE_MAE,0.41484928532512794,0.1673697830173219,0.00783800715313694,2,5
CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@H](C)C(=O)N(CCCCCCCC)CCCCCCCC,CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@H](C)C(=O)N(CCCCCCCC)CCCCCCCC,H1_CATBOOST_NONE_HUBER,0.422415998948469,0.13848700873028028,0.0002712935297959001,3,5
CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@H](C)C(=O)N(CCCCCCCC)CCCCCCCC,CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@H](C)C(=O)N(CCCCCCCC)CCCCCCCC,H1_CATBOOST_GROUP_SQRT_RMSE,0.4303067117977569,0.1190324379319216,-0.0076194193194921,3,5
CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@H](C)C(=O)N(CCCCCCCC)CCCCCCCC,CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@H](C)C(=O)N(CCCCCCCC)CCCCCCCC,H1_CATBOOST_GROUP_SQRT_MAE,0.44145715812771974,0.11895296259297172,-0.018769865649454858,0,5
