estimator,pc1,pc2,pc3,cum3
variogram_unshrunk,0.9096560587639592,0.05294106173086247,0.02944404721220314,0.9920411677070248
variogram_shrunk_0.22,0.7264548027589648,0.05821710507314972,0.03988943374859529,0.8245613415807098
complete14,0.8975588580293195,0.06452135128495828,0.014612683097720713,0.9766928924119984
