arm,n_pairs,n_ext,base,corrected,gain
C_DIRECT_ROW,13505,84,0.4333647813561731,0.21374201296859457,0.21962276838757855
X_ENS_DIRECT+LOWRANK_K2,13505,84,0.42339434806117787,0.21306773762295,0.21032661043822787
