ablation,outer_fold,candidate_index,inner_fold_count,inner_split_seed,max_features,min_samples_leaf,inner_macro_group_mae,inner_n_rows,inner_mae,inner_rmse,inner_r2,inner_pearson,inner_spearman,selected
A0,0,0,3,104729,0.35,2,0.7225140945164015,5743,0.7156825323305965,1.0078191317850875,-0.7903520895381293,-0.05823270010270456,-0.054164142379549716,True
A0,0,1,3,104729,0.7,2,0.7225140945164015,5743,0.7156825323305965,1.0078191317850875,-0.7903520895381293,-0.16894694511325736,-0.16716876035596256,False
A0,0,2,3,104729,1.0,4,0.7225140945164015,5743,0.7156825323305965,1.0078191317850875,-0.7903520895381293,-0.0731789732599939,-0.005785949699732001,False
A1,0,0,3,104729,0.35,2,0.3774365220710865,5743,0.49533117112147085,0.745102073331418,0.021400939943527097,0.46130552604227065,0.4421012713379564,True
A1,0,1,3,104729,0.7,2,0.3979868757552284,5743,0.5326857685647467,0.8096157069175407,-0.15539664127787667,0.3871969048445799,0.31979083103484884,False
A1,0,2,3,104729,1.0,4,0.40501622714882807,5743,0.5585559310367364,0.8628466767179406,-0.3123223098618728,0.32582768236505705,0.2770849814303163,False
A2,0,0,3,104729,0.35,2,0.3467898898475151,5743,0.3712512411418122,0.5412603045840501,0.48360074656680185,0.7004861687156828,0.7153158583274473,True
A2,0,1,3,104729,0.7,2,0.3488285040004145,5743,0.38317813127825484,0.558701985785173,0.4497834106584443,0.6784228632247168,0.7065067860368609,False
A2,0,2,3,104729,1.0,4,0.36790348737692974,5743,0.40570327780107457,0.5902423401559671,0.38590725011172455,0.6368635802774644,0.6891657617309767,False
A3,0,0,3,104729,0.35,2,0.36120448099805263,5743,0.5044204795237244,0.7704090300787723,-0.04620304493543914,0.4226635944749317,0.3609392097422665,True
A3,0,1,3,104729,0.7,2,0.36526349266759056,5743,0.5202913032090389,0.8058824187946515,-0.14476571227796908,0.3809210128130137,0.321860219981197,False
A3,0,2,3,104729,1.0,4,0.37305888781916946,5743,0.5380125161148094,0.8445040708457893,-0.2571200275170331,0.3323767919485349,0.3126200771720776,False
A4,0,0,3,104729,0.35,2,0.3458047601657509,5743,0.36308008593739394,0.5311099616832973,0.502787377786615,0.7119312113447741,0.7300232800918095,True
A4,0,1,3,104729,0.7,2,0.35128219046527503,5743,0.38038933664184466,0.5574074903845145,0.4523301268984048,0.6791732781242366,0.7188814359211277,False
A4,0,2,3,104729,1.0,4,0.36596450047701057,5743,0.40388706929036083,0.5908427262094109,0.384657322033253,0.6366544670563953,0.7018947275655752,False
A5,0,0,3,104729,0.35,2,0.3445039569191769,5743,0.35711164765985354,0.5252098993082924,0.5137730161668377,0.7190927743576063,0.7285257012822883,True
A5,0,1,3,104729,0.7,2,0.3467736872567552,5743,0.37579171114363136,0.5515511646357848,0.4637777106874752,0.6867535800995751,0.7167698202738402,False
A5,0,2,3,104729,1.0,4,0.3633676571110966,5743,0.3944834365617042,0.5773208641384523,0.41250015474753254,0.6544501966181607,0.7039472291850104,False
A6,0,0,3,104729,0.35,2,0.34494128327976975,5743,0.3554239465321285,0.5236460147101544,0.5166643203490375,0.7209763316934519,0.7337957354622061,True
A6,0,1,3,104729,0.7,2,0.3477329617293093,5743,0.36632590872822246,0.5417134838409768,0.48273565671207996,0.6995101550619824,0.7245575604163909,False
A6,0,2,3,104729,1.0,4,0.36169335680596754,5743,0.39001155396550174,0.5710140451070616,0.42526607677647377,0.6625345404340764,0.7099667929742466,False
A2+D1,0,0,3,104729,0.35,2,0.34439122428523233,5743,0.36936893358391576,0.5399856812064973,0.4860300381091758,0.701232891785964,0.7256115632388,True
A2+D1,0,1,3,104729,0.7,2,0.3495929711609646,5743,0.3837265532589849,0.5583378665572464,0.4505003551483757,0.6780076221983926,0.7131749838296595,False
A2+D1,0,2,3,104729,1.0,4,0.3650873342783532,5743,0.40935438695933357,0.5972763583191203,0.3711835422242076,0.628564314514598,0.6954447045176626,False
A2+D2,0,0,3,104729,0.35,2,0.3471689561683436,5743,0.3695321965626299,0.5382020647613303,0.4894197993538928,0.7037767459448101,0.7235867145064461,True
A2+D2,0,1,3,104729,0.7,2,0.3548541701704801,5743,0.39770037171708167,0.579518095690591,0.4080197011518101,0.6508676385563761,0.7059733702702707,False
A2+D2,0,2,3,104729,1.0,4,0.3701054702841868,5743,0.41727018363945484,0.6058137561872373,0.3530786088832357,0.616639590832145,0.6877176609770362,False
A2+D3,0,0,3,104729,0.35,2,0.3419445018810574,5743,0.35618543363582633,0.5254441914991436,0.5133391149982205,0.7204968697055386,0.7235444439275648,True
A2+D3,0,1,3,104729,0.7,2,0.34851845542284154,5743,0.37250971620880746,0.5508869682233958,0.4650684068026196,0.6902088103570686,0.7108166868395209,False
A2+D3,0,2,3,104729,1.0,4,0.36749085486768057,5743,0.39147003307930145,0.5743512417772977,0.41852857226911067,0.6611450639186789,0.6928123381255472,False
A2+D4,0,0,3,104729,0.35,2,0.3468467868803086,5743,0.37054911262722184,0.5409450112468386,0.4842021940428587,0.7002574206624023,0.7226955730623542,True
A2+D4,0,1,3,104729,0.7,2,0.353563583927751,5743,0.3956336766694657,0.5739219540328407,0.41939746660846744,0.6576322971754394,0.7054800920080524,False
A2+D4,0,2,3,104729,1.0,4,0.3692543392093172,5743,0.41934989408062867,0.6083340266662399,0.34768484471258,0.6134919772975175,0.6838071415670413,False
A2+D5,0,0,3,104729,0.35,2,0.34658957240659993,5743,0.3667294661174569,0.533615845424312,0.4980844105896244,0.709640227832908,0.723380914832009,True
A2+D5,0,1,3,104729,0.7,2,0.3489848528670925,5743,0.39053964408852615,0.5688409559658023,0.42963224436324177,0.6654333758682097,0.7089668204466086,False
A2+D5,0,2,3,104729,1.0,4,0.3673486023362898,5743,0.41362504766202723,0.6020346373007417,0.36112453853464643,0.622692847332867,0.6862691434000503,False
A5_SHUFFLED_s1009,0,0,3,104729,0.35,2,0.34923903650143673,5743,0.3677677398720886,0.5356148906394841,0.494316788779563,0.7056971549717048,0.7231418960236063,True
A5_SHUFFLED_s1009,0,1,3,104729,0.7,2,0.352977985579611,5743,0.38182806132297753,0.553358731491114,0.46025729065899956,0.6833923877075059,0.7112144022204411,False
A5_SHUFFLED_s1009,0,2,3,104729,1.0,4,0.3703268369443832,5743,0.4078432174162877,0.5927317945228999,0.38071623050301107,0.6345166083370939,0.6875101615166778,False
A5_SHUFFLED_s2017,0,0,3,104729,0.35,2,0.3476795585664638,5743,0.3643414023815311,0.5316807551650394,0.5017180767007472,0.7107599619799806,0.722143029010992,True
A5_SHUFFLED_s2017,0,1,3,104729,0.7,2,0.35363504863349887,5743,0.37992758341319854,0.5517957619904186,0.4633020063669012,0.6857921934799833,0.7082901693358811,False
A5_SHUFFLED_s2017,0,2,3,104729,1.0,4,0.3676398093582929,5743,0.40379624798000274,0.5844508581296102,0.397899134075008,0.6455534696545636,0.6889792554679379,False
A5_SHUFFLED_s3019,0,0,3,104729,0.35,2,0.34914613740797945,5743,0.362700467798897,0.5300718761658687,0.504729140651051,0.7126083320990652,0.7264624110385084,True
A5_SHUFFLED_s3019,0,1,3,104729,0.7,2,0.3535839207544796,5743,0.3780469827645272,0.5492787301265526,0.4681871649418222,0.6894194845441078,0.7168093090825993,False
A5_SHUFFLED_s3019,0,2,3,104729,1.0,4,0.3678547333214407,5743,0.40382190971931453,0.5881659330086582,0.39022027087138367,0.6402136406461264,0.6967755355192995,False
A0,1,0,3,114736,0.35,2,0.6513743071193793,5783,0.681088853682641,0.9909925540347919,-0.6888422928770943,0.08077234948696618,-0.07518771087951086,True
A0,1,1,3,114736,0.7,2,0.6513743071193793,5783,0.681088853682641,0.9909925540347919,-0.6888422928770943,-0.03296343578922536,0.021206366973334067,False
A0,1,2,3,114736,1.0,4,0.6513743071193793,5783,0.681088853682641,0.9909925540347919,-0.6888422928770943,0.25719487540810115,0.19725590789609726,False
A1,1,0,3,114736,0.35,2,0.3905323594478925,5783,0.5490567354350491,0.7983545769755719,-0.09607419301272424,0.39429339606632136,0.24260033561848665,True
A1,1,1,3,114736,0.7,2,0.3930156955313943,5783,0.5630703054570869,0.8242171606738373,-0.1682387798937921,0.3695295669603362,0.22003698099570404,False
A1,1,2,3,114736,1.0,4,0.39222373712119146,5783,0.5670459486743519,0.8279210187822255,-0.17876200890715044,0.37266485485780326,0.2188894883242553,False
