comparison,status,value,reference,candidate,point,ci95_low,ci95_high,bca_low,bca_high,p_two_sided,bootstrap_se,mde_80,block_macro,n_units,units_improved,seeds_positive,n_seeds,loco_min,loco_max,loco_sign_stable,margin,passes_intervals,passes_P1
P1_M_SELECTED_vs_C_DIRECT_ROW,registered,mae_all,C_DIRECT_ROW,M_SELECTED,-0.004346984216796882,-0.03991275922215192,0.03403637732811648,-0.04467770104212723,0.03100989211191462,0.8172,0.01866686989730822,0.052267235712463014,-0.003810973143420902,90,42,3,5,-0.012252591949847746,0.007962583275958427,False,0.02,False,False
S1_M_SELECTED_vs_B1_MEAN_CURVE,registered,mae_all,B1_MEAN_CURVE,M_SELECTED,0.09591357655107752,0.04264629478177439,0.1483436611070513,0.03427876092437586,0.1424276630117483,0.0012,0.026394687147428295,0.07390512401279922,0.10120858830069561,90,58,5,5,0.08637457650066704,0.1146756554136696,True,0.02,True,True
P1_M_SELECTED_vs_C_DIRECT_ROW,registered,mae_far,C_DIRECT_ROW,M_SELECTED,-0.004385332430344436,-0.06822706638540893,0.061051230712052804,-0.07810682767718416,0.05258563684558084,0.9128,0.03191117244009195,0.08935128283225746,-0.004266577759167406,88,42,3,5,-0.017144856437402406,0.017624632797980048,False,0.02,False,
S1_M_SELECTED_vs_B1_MEAN_CURVE,registered,mae_far,B1_MEAN_CURVE,M_SELECTED,0.14861877914334531,0.06346427217540872,0.23619344263177255,0.04680539658274666,0.22448522983342598,0.0,0.042928505493625306,0.12019981538215085,0.15618380681302968,88,56,5,5,0.13526905008777096,0.17881036730816635,True,0.02,True,
P1_M_SELECTED_vs_C_DIRECT_ROW,registered,mae_adjacent,C_DIRECT_ROW,M_SELECTED,-0.005816285286694538,-0.01182501388580372,0.0019352182690674825,-0.011469121508512961,0.0024690780903065482,0.1224,0.0034392193273455867,0.009629814116567641,-0.006977017736028845,83,31,2,5,-0.007248682136162966,-0.00463523344911648,True,0.02,False,
S1_M_SELECTED_vs_B1_MEAN_CURVE,registered,mae_adjacent,B1_MEAN_CURVE,M_SELECTED,0.019987769087993507,0.010416458115535208,0.03312006144633425,0.00957470199131992,0.031941998674199425,0.0,0.0057289818422401224,0.01604114915827234,0.026142019150405708,83,58,5,5,0.018013871349238996,0.023357359209454517,True,0.02,True,
P1_M_SELECTED_vs_C_DIRECT_ROW,registered,sign_acc_strong,C_DIRECT_ROW,M_SELECTED,0.015037769115368064,-0.07818031610081039,0.12278815083291605,-0.10417379326504046,0.10515656817090922,0.7092,0.050727895357835166,0.14203810700193845,0.04332721086472171,86,34,4,5,-0.006602671052387809,0.05374146004929753,False,0.02,False,
S1_M_SELECTED_vs_B1_MEAN_CURVE,registered,sign_acc_strong,B1_MEAN_CURVE,M_SELECTED,0.1013367221540991,-0.027074591605599586,0.2549762190037348,-0.041841536069763395,0.23825112866139114,0.116,0.07030765846645663,0.19686144370607855,0.12819001977990074,86,56,5,5,0.07248849887758826,0.14634616789926674,True,0.02,False,
P1_M_SELECTED_vs_C_DIRECT_ROW,registered,pair_spearman,C_DIRECT_ROW,M_SELECTED,0.004802313437627234,-0.11701413438222742,0.12625481263377453,-0.1611042575434221,0.10103674250867378,0.8636,0.06033866287854339,0.16894825605992148,0.04081783837298637,84,35,3,5,-0.019605862869152182,0.05358130957880163,False,0.02,False,
S1_M_SELECTED_vs_B1_MEAN_CURVE,registered,pair_spearman,B1_MEAN_CURVE,M_SELECTED,0.17573936647428615,0.007720777123822903,0.37159101490493535,-0.03503087137449664,0.34136936534742973,0.0432,0.09131483946792117,0.25568155051017927,0.22609268479774886,84,62,5,5,0.14335180566734748,0.24226577478463412,True,0.02,False,
P1_M_SELECTED_vs_C_DIRECT_ROW,registered,curve_spearman,C_DIRECT_ROW,M_SELECTED,0.030819402080638877,-0.1257774090289481,0.2254646104536227,-0.16712547816606343,0.18945058277530244,0.6676,0.0871545109993442,0.24403263079816373,0.08763891392261242,84,35,3,5,-0.005372148086786932,0.09565255672637592,False,0.02,False,
S1_M_SELECTED_vs_B1_MEAN_CURVE,registered,curve_spearman,B1_MEAN_CURVE,M_SELECTED,0.21772454984398554,0.010292717813562075,0.480803359390305,-0.04329233949590443,0.4428488421800253,0.0404,0.12042315396610037,0.337184831105081,0.3017855204540743,84,63,5,5,0.1727568047707691,0.30036530965818586,True,0.02,False,
