run_dir,model_seed,split_seed,ablation,n_samples,mae,rmse,r2,pearson,spearman,fold_mae_mean,fold_mae_sample_std,fold_rmse_mean,fold_rmse_sample_std,fold_r2_mean,fold_r2_sample_std,fold_pearson_mean,fold_pearson_sample_std,fold_spearman_mean,fold_spearman_sample_std
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_1_model_7_split_104729,7,104729,A0,6699,0.6574165635685693,0.9586085633964003,-0.6810092419526446,-0.03535213064535869,-0.04966928949816867,0.6283638275465184,0.2398745167316354,0.9104516021064306,0.2658233691181214,-0.6697151491077744,0.2677817859270727,-0.009995038568886321,0.18531123938016958,0.0017329355645046007,0.20242085742115204
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_0_model_42_split_104729,42,104729,A0,6699,0.6574165635685693,0.9586085633964003,-0.6810092419526446,-0.0677841576757898,-0.004373632281612001,0.6283638275465184,0.2398745167316354,0.9104516021064306,0.2658233691181214,-0.6697151491077744,0.2677817859270727,0.037998407686378036,0.278805938789451,0.007879285795143664,0.2749541480473687
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_2_model_137_split_104729,137,104729,A0,6699,0.6574165635685693,0.9586085633964003,-0.6810092419526446,-0.017076317005426302,-0.04955933286934794,0.6283638275465184,0.2398745167316354,0.9104516021064306,0.2658233691181214,-0.6697151491077744,0.2677817859270727,0.0691310168545555,0.34764881190874164,0.021803482514200823,0.30970672389375736
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_3_model_2027_split_104729,2027,104729,A0,6699,0.6574165635685693,0.9586085633964003,-0.6810092419526446,0.015381009299174157,0.008619757407113862,0.6283638275465184,0.2398745167316354,0.9104516021064306,0.2658233691181214,-0.6697151491077744,0.2677817859270727,0.09336409946093516,0.12373907975885656,0.06950805247340877,0.14862557260022757
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_4_model_9001_split_104729,9001,104729,A0,6699,0.6574165635685693,0.9586085633964003,-0.6810092419526446,-0.08527296199092041,-0.05968921028043109,0.6283638275465184,0.2398745167316354,0.9104516021064306,0.2658233691181214,-0.6697151491077744,0.2677817859270727,-0.12145447449528715,0.16906405471748245,-0.102334363214061,0.1495094578155849
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_1_model_7_split_104729,7,104729,A1,6699,0.4847497763794679,0.7206472778702254,0.0499794633948093,0.47630686207588446,0.2961080821441218,0.417323857712637,0.138805028847856,0.5907280519707034,0.19788488795630446,0.20035463218679855,0.5149765258158788,0.6437753531308015,0.21968200666219956,0.5355421449824049,0.25961340324508364
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_0_model_42_split_104729,42,104729,A1,6699,0.47892823145393393,0.7110100261650817,0.07521890647982599,0.48781856482815833,0.3187357926908939,0.4148822934134901,0.13282171249149669,0.588445445732926,0.18867780886027424,0.20874414050318046,0.488112000893782,0.6479507027593636,0.20543968760426717,0.5440251534437307,0.23300968230586072
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_2_model_137_split_104729,137,104729,A1,6699,0.486225883527709,0.7288724967081971,0.02816929099512855,0.46462973913335975,0.287282541941677,0.4177717933447602,0.14015365327390214,0.5956202717311355,0.20066060124493035,0.18425555743625016,0.5303660777165332,0.6325538758502636,0.23755229743262726,0.5202487242464634,0.27171728899252523
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_3_model_2027_split_104729,2027,104729,A1,6699,0.4825682159483454,0.7176776362809589,0.057793015858711216,0.4798642668346781,0.30307243458528094,0.41579618264525137,0.1379270090095598,0.5887479368376194,0.19675308125958835,0.20532979815783753,0.5109413583827197,0.6461600723641918,0.21730747313379276,0.5400238658910175,0.25561660870132874
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_4_model_9001_split_104729,9001,104729,A1,6699,0.4904454850301806,0.735085549232546,0.011530523673785154,0.4574900584039802,0.2773804981336224,0.41932735209319594,0.14499413492014315,0.5948322434550739,0.2092196806881014,0.18205232801498697,0.5570025021317855,0.6326393393801348,0.2479898562592022,0.5227598358031977,0.28905279832312275
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_1_model_7_split_104729,7,104729,A2,6699,0.4194475439725999,0.6154888797939159,0.30700848969309347,0.597838570257536,0.5710013653213573,0.3801910736638151,0.10163688137481762,0.5476217694399924,0.1443257195062241,0.3041886167959304,0.4144868920788611,0.6770542942471797,0.15681998406316694,0.6457666130466777,0.1918123588901588
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_0_model_42_split_104729,42,104729,A2,6699,0.4155549170373346,0.6074581373377612,0.32497446643281624,0.6095560017089268,0.5752317075292901,0.37833350922762177,0.09824893398499726,0.5435232466349775,0.14014075724270694,0.31523151234598934,0.40421123445441015,0.68235936836482,0.14903352910517878,0.6463080841064153,0.1899086408212748
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_2_model_137_split_104729,137,104729,A2,6699,0.4190203976825295,0.6132732168528972,0.31198882969621533,0.6016693912495099,0.572350292832955,0.38011579795189304,0.10026370012753633,0.5465058911575126,0.1419382846666669,0.310430896225488,0.3987218513954659,0.6780748464443829,0.151474192631827,0.6457604104319132,0.18925541277858965
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_3_model_2027_split_104729,2027,104729,A2,6699,0.41801154886926417,0.6111152464960586,0.3168222236677861,0.6044254920008638,0.5751666619628747,0.3801096583225735,0.10110105629545107,0.5454732195219395,0.14422125341859793,0.31175562872958174,0.40402858488207244,0.6790873240747028,0.1513254327509286,0.6480051870811194,0.19055510145696897
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_4_model_9001_split_104729,9001,104729,A2,6699,0.4229761725655414,0.6217946169084209,0.2927362354396066,0.5878779922137101,0.5722901214361412,0.3822978828071012,0.10345840294446279,0.5494306542871398,0.14898054421150878,0.3030869813576057,0.40860599383243973,0.6692529911669313,0.16627123932850088,0.6460949286980124,0.18836274955308457
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_1_model_7_split_104729,7,104729,A3,6699,0.49408617865229154,0.759321090385876,-0.054723003272411974,0.39372427383414066,0.2786713924525492,0.4272942609318246,0.14557148181759733,0.6183359329208777,0.21887487669072592,0.11330467021373399,0.5967766093799397,0.5770155370948771,0.3059910992259928,0.5146701181297926,0.31203538806192616
