run_dir,model_seed,split_seed,scope,outer_fold,comparison,reference,candidate,n_samples,delta_mae,delta_rmse,delta_r2,delta_pearson,delta_spearman,candidate_wins_mae
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_1_model_7_split_104729,7,104729,complete_oof,,A2_vs_A2+D1,A2,A2+D1,6699,0.004275762203974742,0.00936111013591956,0.020919427281024805,0.010518705931021999,0.014746685209277466,True
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_0_model_42_split_104729,42,104729,complete_oof,,A2_vs_A2+D1,A2,A2+D1,6699,-0.002429329459995244,-0.002972904851606506,-0.006623328176458165,-0.007639869395038357,0.012770039975163572,False
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_2_model_137_split_104729,137,104729,complete_oof,,A2_vs_A2+D1,A2,A2+D1,6699,0.003468041554657575,0.008857957659153759,0.019731372184581097,0.008813377697959313,0.011647677362009223,True
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_3_model_2027_split_104729,2027,104729,complete_oof,,A2_vs_A2+D1,A2,A2+D1,6699,0.002537051191131623,0.005890015579788965,0.013105665995509441,0.004452118311044306,0.01231921140707437,True
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_4_model_9001_split_104729,9001,104729,complete_oof,,A2_vs_A2+D1,A2,A2+D1,6699,0.009170394229286782,0.01764420836704128,0.03956950943979609,0.02420700134770748,0.019184156821106968,True
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_1_model_7_split_104729,7,104729,outer_fold,0.0,A2_vs_A2+D1,A2,A2+D1,956,0.004997210074373093,0.014304547903047027,0.060689350937082054,0.0019289590292990155,0.003355109677205259,True
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_0_model_42_split_104729,42,104729,outer_fold,0.0,A2_vs_A2+D1,A2,A2+D1,956,-0.0007666113453862478,0.011285227917632867,0.047770337907206306,-0.0004065061831887151,-0.0016269740151086953,False
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_2_model_137_split_104729,137,104729,outer_fold,0.0,A2_vs_A2+D1,A2,A2+D1,956,-0.002949521010050804,0.003001456448427531,0.012674456070421058,-0.005668200070379603,-0.005072408718986121,False
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_3_model_2027_split_104729,2027,104729,outer_fold,0.0,A2_vs_A2+D1,A2,A2+D1,956,0.0018569451265239567,0.012241840011740446,0.05162850768437721,0.007013611764673411,-2.3622608232465314e-05,True
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_4_model_9001_split_104729,9001,104729,outer_fold,0.0,A2_vs_A2+D1,A2,A2+D1,956,0.0020637489502559614,0.011719947220216298,0.049077887254758146,0.004559653904021577,0.0008214118644677693,True
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_1_model_7_split_104729,7,104729,outer_fold,1.0,A2_vs_A2+D1,A2,A2+D1,916,0.0011256841257581418,0.0011918330975527747,0.0028489922102126197,-0.004789682583508648,-0.015436477870303889,True
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_0_model_42_split_104729,42,104729,outer_fold,1.0,A2_vs_A2+D1,A2,A2+D1,916,0.0011971527685481487,-0.0021324151202413155,-0.005136627451014841,-0.009424643992388626,-0.014981619162786064,True
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_2_model_137_split_104729,137,104729,outer_fold,1.0,A2_vs_A2+D1,A2,A2+D1,916,-0.0035779196927985812,0.0031725158931730224,0.007672640041366585,-0.00328408455280893,-0.014507493881101619,False
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_3_model_2027_split_104729,2027,104729,outer_fold,1.0,A2_vs_A2+D1,A2,A2+D1,916,-0.002567975463882599,0.003304451973150102,0.00792223397884484,-0.0039020213523016656,-0.0228119869754857,False
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_4_model_9001_split_104729,9001,104729,outer_fold,1.0,A2_vs_A2+D1,A2,A2+D1,916,0.005330443816746855,0.0061740692729588265,0.014638271057493046,0.005821913935068701,-0.011141797615899174,True
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_1_model_7_split_104729,7,104729,outer_fold,2.0,A2_vs_A2+D1,A2,A2+D1,915,-0.0162149311393584,-0.006999707314478076,-0.009977291657855325,-0.0054567094899822255,0.005215700053875838,False
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_0_model_42_split_104729,42,104729,outer_fold,2.0,A2_vs_A2+D1,A2,A2+D1,915,-0.018175501798414928,-0.012060380155009542,-0.017244993310386758,-0.010468932918052731,-0.0021034729361831817,False
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_2_model_137_split_104729,137,104729,outer_fold,2.0,A2_vs_A2+D1,A2,A2+D1,915,-0.01238375228697236,-0.005250738315913384,-0.007513103451096459,-0.0035287534456512892,0.0035785719837894137,False
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_3_model_2027_split_104729,2027,104729,outer_fold,2.0,A2_vs_A2+D1,A2,A2+D1,915,-0.007705181655404292,-0.0001906475439081845,-0.0002749863956355014,0.0016391696934755506,0.007607293778550517,False
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_4_model_9001_split_104729,9001,104729,outer_fold,2.0,A2_vs_A2+D1,A2,A2+D1,915,-0.015283047486002177,-0.01055012690580015,-0.015228454372481992,-0.007362428846263702,-0.00030268747977935107,False
