run_dir,model_seed,split_seed,scope,outer_fold,comparison,reference,candidate,n_samples,delta_mae,delta_rmse,delta_r2,delta_pearson,delta_spearman,candidate_wins_mae
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_1_model_7_split_104729,7,104729,outer_fold,3.0,A2_vs_A2+D1,A2,A2+D1,2921,0.011648891296699548,0.013740821601321507,0.03790573800963559,0.015625864743265883,0.023287318401701618,True
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_0_model_42_split_104729,42,104729,outer_fold,3.0,A2_vs_A2+D1,A2,A2+D1,2921,0.0011017562408844883,-0.005251149142624256,-0.014394498242517484,-0.01977864761961229,0.03456187681382483,True
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_2_model_137_split_104729,137,104729,outer_fold,3.0,A2_vs_A2+D1,A2,A2+D1,2921,0.013787197704897058,0.016755054978263018,0.04591256270261135,0.020411993812749996,0.02838258708709629,True
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_3_model_2027_split_104729,2027,104729,outer_fold,3.0,A2_vs_A2+D1,A2,A2+D1,2921,0.01013269470098388,0.009215759816704971,0.02520873686165248,0.0050310263964300495,0.02741889897480676,True
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_4_model_9001_split_104729,9001,104729,outer_fold,3.0,A2_vs_A2+D1,A2,A2+D1,2921,0.023208954863609965,0.032081743734164725,0.08898926968396059,0.059436490183320034,0.03912573044494183,True
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_1_model_7_split_104729,7,104729,outer_fold,4.0,A2_vs_A2+D1,A2,A2+D1,991,0.003678226063556833,0.011572215454614121,0.017162203765186512,0.008194907162448417,0.00997820030786245,True
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_0_model_42_split_104729,42,104729,outer_fold,4.0,A2_vs_A2+D1,A2,A2+D1,991,-0.0032547279277329033,0.0003931019806008851,0.0005848771787332341,-0.000646320229168551,0.0057939522225546325,False
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_2_model_137_split_104729,137,104729,outer_fold,4.0,A2_vs_A2+D1,A2,A2+D1,991,0.00039178178147186715,0.00317370220018498,0.00472603991187448,0.0017729907961905322,0.004274328215139511,True
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_3_model_2027_split_104729,2027,104729,outer_fold,4.0,A2_vs_A2+D1,A2,A2+D1,991,-0.005019806350684719,-0.00684441765494298,-0.010112991522545522,-0.005341831789520524,0.0013586548578832236,False
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_4_model_9001_split_104729,9001,104729,outer_fold,4.0,A2_vs_A2+D1,A2,A2+D1,991,0.0007744416775926077,0.0050417451567513205,0.007517887355250608,0.003172895581466162,0.007733686052073918,True
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_1_model_7_split_104729,7,104729,complete_oof,,A2_vs_A2+D2,A2,A2+D2,6699,-0.0008267140287128161,-0.0001884693596391207,-0.0004244679870334389,-0.002468822297081119,0.007134695133905633,False
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_0_model_42_split_104729,42,104729,complete_oof,,A2_vs_A2+D2,A2,A2+D2,6699,-0.001834062145130655,-0.0004076566290174277,-0.0009063043224022405,-0.0038941641545663375,0.004837808800804089,False
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_2_model_137_split_104729,137,104729,complete_oof,,A2_vs_A2+D2,A2,A2+D2,6699,-0.005436660791161951,-0.010204680614672834,-0.02308709125936348,-0.018511298327686165,-0.0050878234577255155,False
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_3_model_2027_split_104729,2027,104729,complete_oof,,A2_vs_A2+D2,A2,A2+D2,6699,-0.0037183724999737544,-0.003997400972429732,-0.008966777584309193,-0.008724546436525316,0.0022621034547111174,False
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_4_model_9001_split_104729,9001,104729,complete_oof,,A2_vs_A2+D2,A2,A2+D2,6699,0.0055635446350976725,0.01320171805634518,0.029713913988502316,0.017145967637322013,0.0027551005646830884,True
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_1_model_7_split_104729,7,104729,outer_fold,0.0,A2_vs_A2+D2,A2,A2+D2,956,0.00489002047828907,0.009387087954471296,0.03999491973595837,0.005652261690889171,0.01140240980830115,True
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_0_model_42_split_104729,42,104729,outer_fold,0.0,A2_vs_A2+D2,A2,A2+D2,956,4.548041946467185e-05,0.007768910190823375,0.0329856033418634,0.005868267220185408,-0.0006279004138320388,True
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_2_model_137_split_104729,137,104729,outer_fold,0.0,A2_vs_A2+D2,A2,A2+D2,956,-0.0054577050903069635,-0.003221278782852388,-0.013675966288285712,-0.008324550666378605,-0.008127003746989103,False
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_3_model_2027_split_104729,2027,104729,outer_fold,0.0,A2_vs_A2+D2,A2,A2+D2,956,-0.0027449509211258105,0.0019895358745748437,0.008465169756514568,-0.0023398098283576862,-0.0064632410825186115,False
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_4_model_9001_split_104729,9001,104729,outer_fold,0.0,A2_vs_A2+D2,A2,A2+D2,956,-0.005080343303165702,-0.004854136324093039,-0.020620947955929392,-0.0074438571308568235,-0.012584138924431332,False
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_1_model_7_split_104729,7,104729,outer_fold,1.0,A2_vs_A2+D2,A2,A2+D2,916,-0.006747363919011706,-0.004792823287949999,-0.011551651092829518,-0.009355371890094277,-0.025568008030983802,False
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_0_model_42_split_104729,42,104729,outer_fold,1.0,A2_vs_A2+D2,A2,A2+D2,916,-0.008857278720943551,-0.004658560137923651,-0.01126055679923299,-0.010458214547816036,-0.019503085319913405,False
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_2_model_137_split_104729,137,104729,outer_fold,1.0,A2_vs_A2+D2,A2,A2+D2,916,-0.00213025741841133,0.0020455110246018204,0.004954625568257098,-0.0006204660329406364,-0.01530415875603508,False
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_3_model_2027_split_104729,2027,104729,outer_fold,1.0,A2_vs_A2+D2,A2,A2+D2,916,-0.010541933742276577,-0.007017671423501626,-0.01706374201151306,-0.011430166455945523,-0.0331012063921704,False
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_4_model_9001_split_104729,9001,104729,outer_fold,1.0,A2_vs_A2+D2,A2,A2+D2,916,-0.006188952506442802,-0.0029345282958774255,-0.007045847712212283,-0.00486093786139552,-0.029052902385227286,False
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_1_model_7_split_104729,7,104729,outer_fold,2.0,A2_vs_A2+D2,A2,A2+D2,915,-0.012961394004671722,-0.010260925925932751,-0.014664278283820442,-0.00969070047684295,0.0026952153871711015,False
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_0_model_42_split_104729,42,104729,outer_fold,2.0,A2_vs_A2+D2,A2,A2+D2,915,-0.007320401885805128,-0.004377879899818193,-0.006221194554281495,-0.005023454151807161,0.0008266598918872381,False
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_2_model_137_split_104729,137,104729,outer_fold,2.0,A2_vs_A2+D2,A2,A2+D2,915,-0.007891604783856199,-0.0041527432919327145,-0.00593677520073288,-0.003542281810131387,0.004145248289856629,False
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_3_model_2027_split_104729,2027,104729,outer_fold,2.0,A2_vs_A2+D2,A2,A2+D2,915,-0.008787155043212869,-0.004060085172670536,-0.005874259086424249,-0.00437756518106136,0.00028683770047577273,False
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_4_model_9001_split_104729,9001,104729,outer_fold,2.0,A2_vs_A2+D2,A2,A2+D2,915,-0.0013185049400571414,0.0009554561131750461,0.0013664978414614781,0.0027024475633167233,0.00544175429932181,False
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_1_model_7_split_104729,7,104729,outer_fold,3.0,A2_vs_A2+D2,A2,A2+D2,2921,0.001080453580812657,-0.0021736661782501,-0.006062583103349617,-0.008352176659633614,0.016343424862208744,True
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_0_model_42_split_104729,42,104729,outer_fold,3.0,A2_vs_A2+D2,A2,A2+D2,2921,0.0009779485944509947,-0.001980373392261092,-0.005416211011035843,-0.012380568293332395,0.017905602813564903,True
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_2_model_137_split_104729,137,104729,outer_fold,3.0,A2_vs_A2+D2,A2,A2+D2,2921,-0.007910126813966745,-0.01942166897941655,-0.05456545785354505,-0.05081286367259252,-0.0034916530922040057,False
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_3_model_2027_split_104729,2027,104729,outer_fold,3.0,A2_vs_A2+D2,A2,A2+D2,2921,-0.0005910044677328585,-0.006067594054306569,-0.01677488310479147,-0.019433070693214927,0.014993654681559443,False
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_4_model_9001_split_104729,9001,104729,outer_fold,3.0,A2_vs_A2+D2,A2,A2+D2,2921,0.016622932882560115,0.025982500017748822,0.0723745508105994,0.04779202010623351,0.009818745328849299,True
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_1_model_7_split_104729,7,104729,outer_fold,4.0,A2_vs_A2+D2,A2,A2+D2,991,0.004713662057460988,0.013937525237509962,0.020614411793663634,0.01035599374869245,0.008987281579369899,True
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_0_model_42_split_104729,42,104729,outer_fold,4.0,A2_vs_A2+D2,A2,A2+D2,991,-0.0003784201833843537,0.005046902629856853,0.007469376159972785,0.003908973981439412,-0.0003081719727306975,False
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_2_model_137_split_104729,137,104729,outer_fold,4.0,A2_vs_A2+D2,A2,A2+D2,991,0.001084752797608446,0.006424871775669638,0.009532164250736441,0.0045086878060462965,9.915823572392846e-05,True
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_3_model_2027_split_104729,2027,104729,outer_fold,4.0,A2_vs_A2+D2,A2,A2+D2,991,-0.0028882160181788463,-7.474970985082985e-05,-0.0001095921413660772,-0.0001516842656466011,-0.0021611249550225198,False
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_4_model_9001_split_104729,9001,104729,outer_fold,4.0,A2_vs_A2+D2,A2,A2+D2,991,0.00045097807713651017,0.005376379986862134,0.008013832534867427,0.0036676365146937062,0.0022038829907574664,True
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_1_model_7_split_104729,7,104729,complete_oof,,A2_vs_A2+D3,A2,A2+D3,6699,-0.003369976894354809,-0.00405759841846276,-0.00916718395726146,-0.0028539629533458344,-0.015410509997465849,False
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_0_model_42_split_104729,42,104729,complete_oof,,A2_vs_A2+D3,A2,A2+D3,6699,-0.0020384547217635607,-0.001351435487852104,-0.003006851560033108,-0.00012065548243445079,-0.010800092458961408,False
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_2_model_137_split_104729,137,104729,complete_oof,,A2_vs_A2+D3,A2,A2+D3,6699,-0.003802286452485426,-0.003997617562937261,-0.008998826991222675,-0.002478250629709744,-0.01904807525676544,False
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_3_model_2027_split_104729,2027,104729,complete_oof,,A2_vs_A2+D3,A2,A2+D3,6699,-0.008377940269730488,-0.013048590753710676,-0.029486022380187826,-0.01687853705020259,-0.028062192855700885,False
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_4_model_9001_split_104729,9001,104729,complete_oof,,A2_vs_A2+D3,A2,A2+D3,6699,0.005651153804577036,0.013627968739806207,0.03066267612287754,0.02208622702370422,-0.01081076383188595,True
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_1_model_7_split_104729,7,104729,outer_fold,0.0,A2_vs_A2+D3,A2,A2+D3,956,0.016197743543258925,0.021641807465127894,0.09123858317124922,0.022663379074194245,0.02542023120997028,True
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_0_model_42_split_104729,42,104729,outer_fold,0.0,A2_vs_A2+D3,A2,A2+D3,956,0.003969370973326003,0.010445300204313335,0.044246986667513255,0.00915150033535339,0.0009450334179287312,True
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_2_model_137_split_104729,137,104729,outer_fold,0.0,A2_vs_A2+D3,A2,A2+D3,956,0.004360104633968853,0.007689562221378843,0.03233950577122524,9.855081145759836e-05,0.0038577207371201516,True
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_3_model_2027_split_104729,2027,104729,outer_fold,0.0,A2_vs_A2+D3,A2,A2+D3,956,0.004117598887820595,0.008047603446113438,0.034063158782556835,0.0057874179014058,0.0010376374395348886,True
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_4_model_9001_split_104729,9001,104729,outer_fold,0.0,A2_vs_A2+D3,A2,A2+D3,956,0.005716552774511274,0.006779741488005531,0.02851291451524207,0.008390198713452368,0.007887973585293084,True
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_1_model_7_split_104729,7,104729,outer_fold,1.0,A2_vs_A2+D3,A2,A2+D3,916,-0.008146243793300756,-0.0027631938492394537,-0.0066413177186084305,-0.005999238043768451,-0.00795748269883001,False
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_0_model_42_split_104729,42,104729,outer_fold,1.0,A2_vs_A2+D3,A2,A2+D3,916,-0.005818832122127304,-0.0037043200478111826,-0.008942314843534804,-0.004601946386331712,0.0036575101925907516,False
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_2_model_137_split_104729,137,104729,outer_fold,1.0,A2_vs_A2+D3,A2,A2+D3,916,-0.012680265147479775,-0.007791172540688507,-0.019124893114083164,-0.006073359057895744,-0.0006477224564144235,False
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_3_model_2027_split_104729,2027,104729,outer_fold,1.0,A2_vs_A2+D3,A2,A2+D3,916,-0.009918146884739298,-0.004729023116004649,-0.011463053141377189,-0.007823141105431142,-0.014919627804341862,False
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_4_model_9001_split_104729,9001,104729,outer_fold,1.0,A2_vs_A2+D3,A2,A2+D3,916,-0.015232156349453463,-0.012444365537275792,-0.03027003158598396,-0.013239606612936328,-0.011533367000217232,False
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_1_model_7_split_104729,7,104729,outer_fold,2.0,A2_vs_A2+D3,A2,A2+D3,915,-0.005268967467901564,-0.016844008164406232,-0.0241999472245622,-0.02130762426057997,-0.009674391746154476,False
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_0_model_42_split_104729,42,104729,outer_fold,2.0,A2_vs_A2+D3,A2,A2+D3,915,-0.0026686073400974952,-0.022207417254381356,-0.032013297672606855,-0.026265534889549857,-0.01288383933344861,False
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_2_model_137_split_104729,137,104729,outer_fold,2.0,A2_vs_A2+D3,A2,A2+D3,915,-0.0009228551301660448,-0.015909523823281813,-0.022959438758048734,-0.019785567581087404,-0.010256662055005195,False
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_3_model_2027_split_104729,2027,104729,outer_fold,2.0,A2_vs_A2+D3,A2,A2+D3,915,0.005914730132585311,-0.006340256514845599,-0.009189910565481796,-0.009519478470111697,-0.0043611362525197706,True
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_4_model_9001_split_104729,9001,104729,outer_fold,2.0,A2_vs_A2+D3,A2,A2+D3,915,-0.0007293601534734129,-0.018997884998335435,-0.02760685896284687,-0.021659420662703655,-0.008727854179224281,False
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_1_model_7_split_104729,7,104729,outer_fold,3.0,A2_vs_A2+D3,A2,A2+D3,2921,-0.010209033571417558,-0.00891394697193848,-0.02497701553306464,-0.01155304964845344,-0.04678845365216289,False
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_0_model_42_split_104729,42,104729,outer_fold,3.0,A2_vs_A2+D3,A2,A2+D3,2921,-0.003224923473282515,0.0016106187709207243,0.004393874578139778,0.007340159268738156,-0.019746016731418736,False
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_2_model_137_split_104729,137,104729,outer_fold,3.0,A2_vs_A2+D3,A2,A2+D3,2921,-0.008517088206751788,-0.005406769335625894,-0.015045256196402956,-0.002374384523185946,-0.04321645352679515,False
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_3_model_2027_split_104729,2027,104729,outer_fold,3.0,A2_vs_A2+D3,A2,A2+D3,2921,-0.01891918410344484,-0.022759045161281577,-0.06364882789716797,-0.03585140170661305,-0.05784672612252184,False
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_4_model_9001_split_104729,9001,104729,outer_fold,3.0,A2_vs_A2+D3,A2,A2+D3,2921,0.014750694300809775,0.031872779147196884,0.0884223947503553,0.06475071095099122,-0.035792520375097725,True
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_1_model_7_split_104729,7,104729,outer_fold,4.0,A2_vs_A2+D3,A2,A2+D3,991,0.004079852237402315,0.001982807555514665,0.0029727167182033165,0.0020852376846742793,0.007198818063794854,True
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_0_model_42_split_104729,42,104729,outer_fold,4.0,A2_vs_A2+D3,A2,A2+D3,991,-0.0002608470495235049,-0.0015310534697472455,-0.0022829543412127284,-0.0009165543569431556,0.005079821324502576,False
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_2_model_137_split_104729,137,104729,outer_fold,4.0,A2_vs_A2+D3,A2,A2+D3,991,0.007768085767751509,0.005851959859949019,0.008687833754416285,0.005531321049504601,0.0029735432952330276,True
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_3_model_2027_split_104729,2027,104729,outer_fold,4.0,A2_vs_A2+D3,A2,A2+D3,991,-0.0011344754413853408,-0.010718782216992795,-0.01590770066545777,-0.007257193256921646,0.000722232696683589,False
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_4_model_9001_split_104729,9001,104729,outer_fold,4.0,A2_vs_A2+D3,A2,A2+D3,991,0.003960945094138746,0.0003863629433878413,0.000579154014527794,0.0009382495809403535,0.006394688384965375,True
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_1_model_7_split_104729,7,104729,complete_oof,,A2_vs_A2+D4,A2,A2+D4,6699,-0.0013291057229675163,-0.000553327973551121,-0.001246566634265478,-0.003251588407852446,0.004007885826964763,False
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_0_model_42_split_104729,42,104729,complete_oof,,A2_vs_A2+D4,A2,A2+D4,6699,-0.0024770791131621395,-0.0034962928786490544,-0.007792730698500061,-0.007302925992777598,0.004227857202300345,False
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_2_model_137_split_104729,137,104729,complete_oof,,A2_vs_A2+D4,A2,A2+D4,6699,-0.0018306925699771992,-0.0022716971114371542,-0.005106525782460403,-0.005661541534952685,-0.0005652472385528906,False
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_3_model_2027_split_104729,2027,104729,complete_oof,,A2_vs_A2+D4,A2,A2+D4,6699,-0.002447870087306181,-0.004250425607420172,-0.009536317629839197,-0.007331128023620792,-0.0014757801954483618,False
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_4_model_9001_split_104729,9001,104729,complete_oof,,A2_vs_A2+D4,A2,A2+D4,6699,0.0030058325706976974,0.008362546387254866,0.018896122621838707,0.010895861474836788,0.0007674979179032038,True
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_1_model_7_split_104729,7,104729,outer_fold,0.0,A2_vs_A2+D4,A2,A2+D4,956,0.004025231232475723,0.008640930203727248,0.03683937794018788,0.004602851969058741,0.00574353312928233,True
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_0_model_42_split_104729,42,104729,outer_fold,0.0,A2_vs_A2+D4,A2,A2+D4,956,-0.003684055863371949,0.0019601052830641175,0.00836391452546148,0.0025653587143725787,-0.009552924866177426,False
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_2_model_137_split_104729,137,104729,outer_fold,0.0,A2_vs_A2+D4,A2,A2+D4,956,-0.0032102259352660423,-0.0019268781827623815,-0.008171463184314609,-0.005282421595599995,-0.0001892820854333399,False
/nfs/home/nshank3/ml_separator/runs/ablation_all_20260810T181058Z/run_3_model_2027_split_104729,2027,104729,outer_fold,0.0,A2_vs_A2+D4,A2,A2+D4,956,0.0008532470837124828,0.004967541136516984,0.021082065404570693,0.00462849702309176,0.0032496142470695433,True
