arm,macro_mae_extractant,macro_mae_extractant_seed_sd,macro_mae_chemotype,macro_mae_adjacent,macro_mae_far,macro_sign_acc_strong,macro_pair_spearman,pooled_mae,pooled_mae_adjacent,pooled_mae_far,pooled_sign_acc_strong,n_units_mae_all,n_units_adjacent,n_units_far,n_units_sign,n_seeds
AMP_WELLONLY80,0.4900216165353014,0.008913831366734465,0.5484063368215895,0.18735462879653467,0.6394097812002512,0.7099093749424986,0.42684182327966996,0.4732714999828061,0.1600323483679385,0.7087175271727345,0.8568285749598319,90,83,88,86,5
AMP_BASE,0.49395746024206755,0.0100096790557586,0.5418456340450833,0.18897289943654502,0.6467663066615936,0.7081578724164349,0.42065566429315193,0.47834408857131666,0.1619971850403046,0.7151897751247854,0.8554443208503275,90,83,88,86,5
AMP_DESHRINK,0.49648604850546374,0.01236664284040873,0.5403460322935236,0.1896357593221615,0.6505660173264278,0.7211381248284744,0.42532565525391874,0.48013856310898057,0.16386641397331897,0.7151122791033433,0.8533185020393029,90,83,88,86,5
AMP_PRECISION,0.4967813215757818,0.008708056533921382,0.5454007838888437,0.18936037902010322,0.6514992946977368,0.7101930715576612,0.4164495089285939,0.48320215831769336,0.1623182581549736,0.7241696235495475,0.8526016561611667,90,83,88,86,5
AMP_WELLONLY95,0.5609405520075367,0.0076166344637435225,0.6663418239682929,0.20063227089860702,0.7402789175017641,0.6745066119792822,0.37742009998355586,0.49984779226008236,0.16420989647454007,0.7533089268141148,0.8274626127796317,90,83,88,86,5
