arm,macro_mae_extractant,macro_mae_extractant_seed_sd,macro_mae_chemotype,macro_mae_adjacent,macro_mae_far,macro_sign_acc_strong,macro_pair_spearman,pooled_mae,pooled_mae_adjacent,pooled_mae_far,pooled_sign_acc_strong,n_units_mae_all,n_units_adjacent,n_units_far,n_units_sign,n_seeds
SMOOTH50,0.4820822595011037,0.004366133761150667,0.5276881670698043,0.18468184510684557,0.6278809070879634,0.7680575562656644,0.4837195444954556,0.47060825592244243,0.16173159510334142,0.6980185051798935,0.8592263008280806,90,83,88,86,5
SMOOTH100,0.48218963947705057,0.004516312371570384,0.5277829184002545,0.1846692456494601,0.628289061516223,0.765525974401632,0.48393946029721924,0.4723193284794849,0.16171732638700778,0.7012628008835649,0.8581633914225683,90,83,88,86,5
SMOOTH0,0.4822949212489055,0.0042240802213796376,0.5278554906139287,0.18476324441311653,0.6279840715991989,0.7706117451475348,0.4859044880731533,0.46993101469876203,0.16197994073700775,0.6962403889396866,0.860684711407737,90,83,88,86,5
CHEM_ONLY,0.49713097049262556,0.015473662318227327,0.525525039504303,0.18567751685486628,0.6505953288179281,0.7374276940286846,0.4551684733515005,0.4705552644022644,0.1616274767701891,0.6988285824427757,0.8568038561364479,90,83,88,86,5
