comparison,value,reference,candidate,point,ci95_low,ci95_high,bca_low,bca_high,p_two_sided,bootstrap_se,mde_80,block_macro,n_units,units_improved,seeds_positive,n_seeds,loco_min,loco_max,loco_sign_stable,margin,passes_intervals,passes_P1
BP|SMOOTH50_vs_SMOOTH0,mae_all,SMOOTH0,SMOOTH50,0.000465786076189515,-2.516303115994209e-07,0.0009452480170413759,7.560000086604702e-05,0.0012829838757842302,0.0506,0.0002439129636730724,0.0006829562982846027,0.00024162753514633052,90,17,4,5,0.00026856262653530847,0.0004990565102030518,True,0.02,False,False
BP|SMOOTH100_vs_SMOOTH0,mae_all,SMOOTH0,SMOOTH100,0.000533933119921725,-5.044158777349573e-05,0.001028193764420512,5.9825404989493056e-05,0.0012492105172950483,0.0854,0.00027852432502083326,0.0007798681100583331,0.0002075573684498651,90,15,4,5,0.00032341881742736073,0.0005751245581084856,True,0.02,False,False
BP|CHEM_ONLY_vs_SMOOTH0,mae_all,SMOOTH0,CHEM_ONLY,-0.009187801027883327,-0.030881217452335134,0.017271196022333908,-0.03473220071250999,0.01379774438674144,0.464,0.012202962798075307,0.034168295834610854,0.01510876859943703,90,44,2,5,-0.013701084417352136,-0.0014952029048684154,True,0.02,False,False
