comparison,value,reference,candidate,point,ci95_low,ci95_high,bca_low,bca_high,p_two_sided,bootstrap_se,mde_80,block_macro,n_units,units_improved,seeds_positive,n_seeds,loco_min,loco_max,loco_sign_stable,margin,passes_intervals,passes_P1
A|AMP_DESHRINK_vs_BASE,mae_all,AMP_BASE,AMP_DESHRINK,-0.0030051895238229673,-0.01341673713566412,0.0071578578673309,-0.014510570388858472,0.006265391590597517,0.5384,0.005151864722903421,0.014425221224129578,-0.003147257228951765,90,41,1,5,-0.004895898831870774,-0.00022736159385682348,True,0.02,False,False
A|AMP_PRECISION_vs_BASE,mae_all,AMP_BASE,AMP_PRECISION,0.0005851944076831151,-0.0029513330071775797,0.0031992737755613425,-0.0027967455740435174,0.0033350208259005777,0.7006,0.0015534389146828896,0.0043496289611120904,-0.0006618319547440675,90,47,3,5,-0.00017868060532613735,0.001340508499915832,False,0.02,False,False
A|AMP_WELLONLY80_vs_BASE,mae_all,AMP_BASE,AMP_WELLONLY80,0.005206012326124518,-0.012848866540848413,0.01720830192076334,-0.010641503269262805,0.018284982867097684,0.541,0.0077809884426557055,0.021786767639435975,-0.0023189106270617385,90,55,5,5,-0.00020147012436696866,0.008515339118544197,False,0.02,False,False
A|AMP_WELLONLY95_vs_BASE,mae_all,AMP_BASE,AMP_WELLONLY95,-0.06983852462346227,-0.15194681836805254,-0.015216190168111557,-0.15716436064263303,-0.01852953487062556,0.014,0.03485266845748727,0.09758747168096434,-0.10734598839442819,90,36,0,5,-0.08365382630512759,-0.05652096461968429,True,0.02,False,False
