arm,half,seed,v1_outer_fold_unit,n_rows,mae,mse,rmse,mean_error,coverage_50,width_50,coverage_80,width_80,coverage_95,width_95,unit_reading,unit
B2,selection,,pub_b4273fb42a,16,1.03774,1.52927,1.23664,0.311119,0.5625,2.11427,0.875,3.72249,1,5.55814,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B2,selection,,pub_b92b9c1ebe,208,0.585201,0.598681,0.773745,0.277881,0.841346,2.11243,0.975962,3.76292,0.995192,5.48225,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B2,selection,,pub_c929bc0daa,31,0.864709,0.998261,0.99913,-0.517012,0.516129,2.07641,1,3.70865,1,5.49922,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B2,selection,,pub_cdc2243314,94,1.51729,3.24978,1.80271,0.316947,0.382979,2.07113,0.638298,3.66722,0.87234,5.33738,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B2,selection,,pub_d3c970567f,15,1.07276,1.66938,1.29204,0.363166,0.533333,2.07215,0.866667,3.70129,1,5.55439,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B2,selection,,pub_e287124c22,1096,1.54312,3.55761,1.88616,0.211305,0.389599,1.95668,0.622263,3.61336,0.840328,5.35881,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B2,selection,,pub_f5d1922154,36,1.30804,2.3279,1.52574,-1.23318,0.388889,2.04606,0.75,3.83842,1,5.69392,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B2,selection,,,12,1.85362,4.82746,2.19715,-1.72444,0.333333,2.09824,0.5,3.69013,0.666667,5.41323,exploratory: publication group (the as-run pre-seal V1 reading),pub_07cea54708
B2,selection,,,155,0.831074,0.911281,0.95461,-0.135583,0.780645,2.1868,0.974194,3.84807,1,5.39085,exploratory: publication group (the as-run pre-seal V1 reading),pub_0884e38fbe
B2,selection,,,132,0.915851,1.13699,1.0663,-0.436441,0.666667,2.04945,0.924242,3.74904,1,5.56444,exploratory: publication group (the as-run pre-seal V1 reading),pub_0a8da089ad
B2,selection,,,258,1.15732,1.89714,1.37737,-0.660208,0.488372,2.10411,0.872093,3.76505,0.949612,5.59618,exploratory: publication group (the as-run pre-seal V1 reading),pub_0af6736cb1
B2,selection,,,20,1.66416,3.37358,1.83673,-1.60656,0.2,2.00963,0.6,3.75114,1,5.61617,exploratory: publication group (the as-run pre-seal V1 reading),pub_0d412f4721
B2,selection,,,91,0.766123,0.75396,0.868309,-0.708401,0.758242,2.08909,1,3.79386,1,5.66505,exploratory: publication group (the as-run pre-seal V1 reading),pub_0ddbd861aa
B2,selection,,,3,0.455097,0.22101,0.470117,0.0579019,1,2.09824,1,3.69013,1,5.41323,exploratory: publication group (the as-run pre-seal V1 reading),pub_0e366d9257
B2,selection,,,7,0.952606,1.79754,1.34073,-0.880166,0.571429,2.09824,0.714286,3.69013,1,5.41323,exploratory: publication group (the as-run pre-seal V1 reading),pub_0f30549d71
B2,selection,,,4,1.49023,2.24125,1.49708,-1.49023,0,2.09824,1,3.69013,1,5.41323,exploratory: publication group (the as-run pre-seal V1 reading),pub_13adc25944
B2,selection,,,16,0.31559,0.170236,0.412596,0.121352,0.9375,2.09824,1,3.69013,1,5.41323,exploratory: publication group (the as-run pre-seal V1 reading),pub_1739bfaf95
B2,selection,,,14,1.14112,1.99572,1.4127,0.285851,0.714286,2.09824,0.785714,3.69013,0.928571,5.41323,exploratory: publication group (the as-run pre-seal V1 reading),pub_1845fd6492
B2,selection,,,204,1.10229,1.70902,1.30729,-0.427375,0.45098,2.00845,0.882353,3.73681,0.995098,5.5948,exploratory: publication group (the as-run pre-seal V1 reading),pub_19783c039b
B2,selection,,,54,0.67166,0.521109,0.721879,-0.645824,0.981481,2.10453,1,3.7597,1,5.60475,exploratory: publication group (the as-run pre-seal V1 reading),pub_1bd76c48d9
B2,selection,,,24,1.23921,2.30228,1.51733,0.438115,0.458333,2.00122,0.833333,3.7531,0.916667,5.66767,exploratory: publication group (the as-run pre-seal V1 reading),pub_22a136e9b9
B2,selection,,,141,1.17411,1.64164,1.28126,-0.837135,0.304965,2.01115,0.957447,3.76716,0.985816,5.63431,exploratory: publication group (the as-run pre-seal V1 reading),pub_2319535dff
B2,selection,,,71,1.17511,2.01117,1.41816,0.53453,0.492958,2.08907,0.802817,3.71853,0.971831,5.37781,exploratory: publication group (the as-run pre-seal V1 reading),pub_2c76a46f18
B2,selection,,,76,1.28728,2.44877,1.56486,-0.218196,0.407895,2.10041,0.907895,3.73175,0.934211,5.37718,exploratory: publication group (the as-run pre-seal V1 reading),pub_2e9f2dbea9
B2,selection,,,3,1.23692,1.67094,1.29265,-1.23692,0.333333,2.09824,1,3.69013,1,5.41323,exploratory: publication group (the as-run pre-seal V1 reading),pub_30a5286662
B2,selection,,,532,1.37146,2.57311,1.60409,-0.446209,0.379699,2.07582,0.68985,3.72755,0.962406,5.65975,exploratory: publication group (the as-run pre-seal V1 reading),pub_37086f6378
B2,selection,,,13,0.611103,0.457046,0.676052,-0.247933,0.923077,2.09824,1,3.69013,1,5.41323,exploratory: publication group (the as-run pre-seal V1 reading),pub_392f966ef2
B2,selection,,,56,0.839858,0.790718,0.889223,-0.839858,0.75,2.11632,1,3.88861,1,5.60929,exploratory: publication group (the as-run pre-seal V1 reading),pub_3f3b6220e0
B2,selection,,,14,0.968287,1.14909,1.07195,0.968287,0.571429,2.09824,1,3.69013,1,5.41323,exploratory: publication group (the as-run pre-seal V1 reading),pub_401a06b4b7
B2,selection,,,55,0.844437,1.01104,1.0055,-0.300482,0.690909,2.14096,0.963636,3.81314,1,5.6327,exploratory: publication group (the as-run pre-seal V1 reading),pub_44555064e1
B2,selection,,,152,0.84802,1.20777,1.09898,0.189541,0.743421,2.16105,0.907895,3.8241,0.986842,5.59671,exploratory: publication group (the as-run pre-seal V1 reading),pub_45b8fb22e7
B2,selection,,,114,0.585783,0.548726,0.74076,-0.577428,0.850877,2.10447,1,3.84063,1,5.63632,exploratory: publication group (the as-run pre-seal V1 reading),pub_4a1871d85d
B2,selection,,,206,1.19786,1.61373,1.27033,-0.285002,0.330097,2.11147,1,3.86965,1,5.59441,exploratory: publication group (the as-run pre-seal V1 reading),pub_4cba27f5f3
B2,selection,,,13,0.321061,0.123232,0.351044,-0.316749,1,2.09824,1,3.69013,1,5.41323,exploratory: publication group (the as-run pre-seal V1 reading),pub_4fb6e0c041
B2,selection,,,192,1.6837,3.46624,1.86178,-1.3433,0.234375,2.04107,0.505208,3.72376,1,5.55828,exploratory: publication group (the as-run pre-seal V1 reading),pub_5472c4b438
B2,selection,,,3,1.43539,3.12566,1.76795,-0.636061,0.333333,2.09824,0.666667,3.69013,0.666667,5.41323,exploratory: publication group (the as-run pre-seal V1 reading),pub_57ce0f7961
B2,selection,,,11,0.745048,0.755959,0.869459,-0.314949,0.545455,2.09824,1,3.69013,1,5.41323,exploratory: publication group (the as-run pre-seal V1 reading),pub_5df1eef2f5
B2,selection,,,16,0.238087,0.0882515,0.297072,-0.125916,1,2.09824,1,3.69013,1,5.41323,exploratory: publication group (the as-run pre-seal V1 reading),pub_650a2d0d03
B2,selection,,,1,2.97458,8.8481,2.97458,2.97458,0,2.09824,0,3.69013,0,5.41323,exploratory: publication group (the as-run pre-seal V1 reading),pub_65c4c3411e
B2,selection,,,87,1.2568,2.32125,1.52357,0.0661385,0.494253,2.08847,0.735632,3.87243,0.954023,5.64898,exploratory: publication group (the as-run pre-seal V1 reading),pub_6b0ea2ccc9
B2,selection,,,2,1.09162,1.25998,1.12249,1.09162,0.5,2.09824,1,3.69013,1,5.41323,exploratory: publication group (the as-run pre-seal V1 reading),pub_6f71d61137
B2,selection,,,11,1.78387,3.72673,1.93047,-1.72222,0.181818,2.09824,0.454545,3.69013,1,5.41323,exploratory: publication group (the as-run pre-seal V1 reading),pub_723ceb6c2c
B2,selection,,,26,2.50949,6.97768,2.64153,-0.370139,0,2.04567,0.269231,3.74835,0.730769,5.57205,exploratory: publication group (the as-run pre-seal V1 reading),pub_74428aeab2
B2,selection,,,1,2.009,4.03609,2.009,2.009,0,2.09824,0,3.69013,1,5.41323,exploratory: publication group (the as-run pre-seal V1 reading),pub_792969545c
B2,selection,,,16,0.994726,1.16677,1.08017,-0.994726,0.5625,2.09824,1,3.69013,1,5.41323,exploratory: publication group (the as-run pre-seal V1 reading),pub_84113c17ad
B2,selection,,,120,1.41667,2.46585,1.5703,-0.344431,0.291667,2.11718,0.8,3.87064,0.966667,5.75756,exploratory: publication group (the as-run pre-seal V1 reading),pub_8415538291
B2,selection,,,3,0.464947,0.259761,0.509668,-0.464947,1,2.09824,1,3.69013,1,5.41323,exploratory: publication group (the as-run pre-seal V1 reading),pub_886ede1e0e
B2,selection,,,47,1.1023,1.64186,1.28135,0.182537,0.553191,2.14848,0.893617,3.7254,0.978723,5.59479,exploratory: publication group (the as-run pre-seal V1 reading),pub_8a081dc888
B2,selection,,,63,0.693725,0.56459,0.751392,-0.194733,0.936508,2.11008,1,3.81697,1,5.67238,exploratory: publication group (the as-run pre-seal V1 reading),pub_8dafaf94bc
B2,selection,,,27,0.775855,0.735003,0.857323,-0.346008,0.814815,2.11526,1,3.81364,1,5.67238,exploratory: publication group (the as-run pre-seal V1 reading),pub_917a4583d4
B2,selection,,,108,1.02538,1.55639,1.24755,-0.0666562,0.62963,2.11691,0.888889,3.77908,0.981481,5.63447,exploratory: publication group (the as-run pre-seal V1 reading),pub_92fd5bea1e
B2,selection,,,12,0.254,0.0782428,0.279719,0.0503488,1,2.09824,1,3.69013,1,5.41323,exploratory: publication group (the as-run pre-seal V1 reading),pub_9428119866
B2,selection,,,21,0.738231,0.812281,0.901266,0.599059,0.714286,2.13237,1,3.72562,1,5.52041,exploratory: publication group (the as-run pre-seal V1 reading),pub_97510df3a0
B2,selection,,,40,0.982059,1.09867,1.04817,-0.950902,0.65,2.1309,1,3.74803,1,5.61145,exploratory: publication group (the as-run pre-seal V1 reading),pub_a470dfb784
B2,selection,,,50,1.08306,1.71233,1.30856,0.270196,0.6,2.11678,0.84,3.73971,0.98,5.59085,exploratory: publication group (the as-run pre-seal V1 reading),pub_a9266a9412
B2,selection,,,133,1.14014,1.7991,1.3413,-0.0578833,0.511278,2.16422,0.804511,3.76198,0.977444,5.45592,exploratory: publication group (the as-run pre-seal V1 reading),pub_ad5a7268e5
B2,selection,,,14,1.65053,3.24213,1.80059,-1.05433,0.214286,2.09824,0.428571,3.69013,0.928571,5.41323,exploratory: publication group (the as-run pre-seal V1 reading),pub_af7a1cd919
B2,selection,,,228,0.91644,1.27379,1.12862,0.429154,0.666667,2.15445,0.877193,3.73942,0.995614,5.49323,exploratory: publication group (the as-run pre-seal V1 reading),pub_b0b3296ec5
B2,selection,,,35,1.05409,1.72277,1.31254,0.97507,0.542857,2.07525,0.8,3.68198,1,5.57002,exploratory: publication group (the as-run pre-seal V1 reading),pub_b155314682
B2,selection,,,16,1.03774,1.52927,1.23664,0.311119,0.5625,2.11427,0.875,3.72249,1,5.55814,exploratory: publication group (the as-run pre-seal V1 reading),pub_b4273fb42a
B2,selection,,,14,0.602811,0.456822,0.675886,0.602811,0.857143,2.09824,1,3.69013,1,5.41323,exploratory: publication group (the as-run pre-seal V1 reading),pub_b8175dc3a1
B2,selection,,,208,0.585201,0.598681,0.773745,0.277881,0.841346,2.11243,0.975962,3.76292,0.995192,5.48225,exploratory: publication group (the as-run pre-seal V1 reading),pub_b92b9c1ebe
B2,selection,,,14,1.5295,3.12419,1.76754,1.12785,0.357143,2.09824,0.642857,3.69013,0.928571,5.41323,exploratory: publication group (the as-run pre-seal V1 reading),pub_c07b8473b8
B2,selection,,,4,1.93809,3.75737,1.93839,-1.93809,0,2.09824,0,3.69013,1,5.41323,exploratory: publication group (the as-run pre-seal V1 reading),pub_c649e663f3
B2,selection,,,31,0.864709,0.998261,0.99913,-0.517012,0.516129,2.07641,1,3.70865,1,5.49922,exploratory: publication group (the as-run pre-seal V1 reading),pub_c929bc0daa
B2,selection,,,94,1.51729,3.24978,1.80271,0.316947,0.382979,2.07113,0.638298,3.66722,0.87234,5.33738,exploratory: publication group (the as-run pre-seal V1 reading),pub_cdc2243314
B2,selection,,,15,1.07276,1.66938,1.29204,0.363166,0.533333,2.07215,0.866667,3.70129,1,5.55439,exploratory: publication group (the as-run pre-seal V1 reading),pub_d3c970567f
B2,selection,,,3,0.424644,0.216593,0.465396,-0.424644,1,2.09824,1,3.69013,1,5.41323,exploratory: publication group (the as-run pre-seal V1 reading),pub_dc1c90a4de
B2,selection,,,1096,1.54312,3.55761,1.88616,0.211305,0.389599,1.95668,0.622263,3.61336,0.840328,5.35881,exploratory: publication group (the as-run pre-seal V1 reading),pub_e287124c22
B2,selection,,,36,1.30804,2.3279,1.52574,-1.23318,0.388889,2.04606,0.75,3.83842,1,5.69392,exploratory: publication group (the as-run pre-seal V1 reading),pub_f5d1922154
B2,selection,,,5,1.62103,2.63087,1.622,-1.62103,0,2.09824,1,3.69013,1,5.41323,exploratory: publication group (the as-run pre-seal V1 reading),pub_f6d85bdb79
B2,selection,,,3,0.168348,0.0353811,0.188099,-0.168348,1,2.09824,1,3.69013,1,5.41323,exploratory: publication group (the as-run pre-seal V1 reading),pub_f926473989
B2,confirmation,,pub_007f4c9de0,35,0.996927,1.52495,1.23489,0.0850003,0.542857,2.12324,0.885714,3.74773,1,5.56217,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B2,confirmation,,pub_04794d6d09,642,1.16873,2.04884,1.43138,-0.292433,0.514019,2.08975,0.772586,3.6631,0.94704,5.37979,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B2,confirmation,,pub_0c3788daa5,33,1.41366,2.61054,1.61572,-0.359808,0.272727,2.12621,0.818182,3.78146,0.939394,5.71292,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B2,confirmation,,pub_0fd6ab4e40,29,0.7045,0.603059,0.776569,0.7045,0.896552,2.18523,1,3.77908,1,5.574,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B2,confirmation,,pub_10aec04d23,67,0.920892,1.29513,1.13804,0.211729,0.61194,2.09127,0.895522,3.92411,0.970149,5.674,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B2,confirmation,,pub_1605e436d7,154,0.989535,1.44205,1.20085,0.376433,0.61039,2.17356,0.902597,3.89096,1,5.68536,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B2,confirmation,,pub_1927dff570,20,2.009,4.18662,2.04612,-2.009,0,2.10523,0.3,3.7199,1,5.59677,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B2,confirmation,,pub_1b7737c507,261,0.926971,1.18588,1.08898,-0.0806633,0.578544,2.11666,0.954023,3.87638,0.992337,5.77328,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B2,confirmation,,pub_1c1b558856,72,1.83459,4.31171,2.07647,-1.82595,0.25,2.11646,0.513889,3.76245,0.791667,5.55451,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B2,confirmation,,pub_1d18e32c4e,101,0.873098,1.60367,1.26636,0.697887,0.722772,2.13265,0.861386,3.84818,0.930693,5.59485,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B2,confirmation,,pub_1e6fec5c25,22,0.861683,1.15911,1.07662,0.422459,0.681818,2.1127,0.909091,3.87084,1,5.67238,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B2,confirmation,,pub_23f10a0918,269,0.820885,0.908748,0.953283,-0.482115,0.657993,2.05402,0.973978,3.74473,0.996283,5.49296,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B2,confirmation,,pub_3e0f6bb1b5,28,1.07714,2.04475,1.42995,-0.716144,0.607143,2.08054,0.821429,3.78467,0.928571,5.67101,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B2,confirmation,,pub_40c355ae86,24,0.967347,1.18107,1.08677,-0.771782,0.458333,2.03262,0.958333,3.77512,1,5.53737,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B2,confirmation,,pub_457a2adba4,28,0.97291,1.14768,1.0713,-0.777477,0.5,2.11558,1,3.79374,1,5.57948,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B2,confirmation,,pub_4f42448406,81,0.694612,0.765298,0.874813,0.124519,0.765432,2.11153,0.987654,3.83397,1,5.59092,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B2,confirmation,,pub_515c63b970,90,1.3018,1.89029,1.37488,-1.29119,0.111111,2.10279,1,3.89351,1,5.65494,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B2,confirmation,,pub_51c0693f9c,116,0.919545,1.39523,1.1812,0.352197,0.637931,2.13027,0.862069,3.86046,1,5.72076,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B2,confirmation,,pub_51ddfefa0c,96,1.57629,7.29804,2.70149,1.43498,0.458333,2.0347,0.729167,3.74701,0.947917,5.66573,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B2,confirmation,,pub_56338b6e47,192,1.69025,4.09272,2.02305,1.42106,0.401042,2.05003,0.588542,3.72159,0.755208,5.41848,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B2,confirmation,,pub_58ab6ca575,55,1.17503,1.75246,1.32381,-1.15754,0.418182,2.05977,0.781818,3.7702,1,5.62598,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
