arm,half,seed,publication_group,n_rows,mae,mse,rmse,mean_error,coverage_50,width_50,coverage_80,width_80,coverage_95,width_95,unit_reading
B0,none,130363,pub_2e9f2dbea9,76,1.93639,4.59886,2.1445,-1.51143,0.210526,2.16118,0.5,4.29704,0.973684,6.18065,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,130363,pub_30a5286662,3,2.10116,4.55645,2.13458,-2.10116,0,2.16621,0.333333,4.27967,1,6.20682,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,130363,pub_37086f6378,532,1.4574,2.94403,1.71582,-0.755207,0.394737,2.16168,0.753759,4.29551,0.962406,6.17982,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,130363,pub_392f966ef2,13,0.767766,0.717481,0.847042,0.582314,0.846154,2.15577,1,4.30529,1,6.1643,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,130363,pub_3e0f6bb1b5,28,1.10856,1.54828,1.2443,0.142382,0.357143,2.15933,0.928571,4.30266,1,6.18028,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,130363,pub_3f3b6220e0,56,0.224434,0.0895255,0.299208,0.0707692,1,2.1601,1,4.29938,1,6.18482,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,130363,pub_401a06b4b7,14,1.60229,2.77687,1.66639,1.60229,0.214286,2.1588,0.857143,4.29661,1,6.17818,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,130363,pub_40c355ae86,24,0.660163,0.606745,0.778939,-0.370514,0.916667,2.16304,1,4.29214,1,6.18263,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,130363,pub_44555064e1,55,0.746675,0.932962,0.965899,0.105659,0.763636,2.16491,0.963636,4.28483,1,6.18396,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,130363,pub_457a2adba4,28,1.23858,1.86585,1.36596,-1.14942,0.357143,2.16384,1,4.28931,1,6.18076,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,130363,pub_45b8fb22e7,152,0.860075,1.14969,1.07223,0.0532413,0.75,2.1601,0.914474,4.2976,0.986842,6.17695,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,130363,pub_4a1871d85d,114,0.467423,0.3711,0.60918,-0.395341,0.929825,2.1614,1,4.29694,1,6.1842,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,130363,pub_4cba27f5f3,206,1.40597,2.53792,1.59308,-0.797287,0.466019,2.16159,0.805825,4.29306,0.985437,6.17954,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,130363,pub_4f42448406,81,0.779614,1.03097,1.01537,0.543375,0.728395,2.16336,0.962963,4.2902,1,6.1789,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,130363,pub_4fb6e0c041,13,0.416546,0.196365,0.44313,-0.416546,1,2.16187,1,4.29517,1,6.1848,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,130363,pub_515c63b970,90,0.474261,0.283639,0.532577,-0.245468,0.911111,2.16063,1,4.29788,1,6.18092,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,130363,pub_51c0693f9c,116,0.850832,1.27912,1.13098,0.0215697,0.741379,2.16194,0.913793,4.29406,1,6.17954,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,130363,pub_51ddfefa0c,96,1.35987,6.25696,2.50139,1.00971,0.541667,2.16136,0.947917,4.29443,0.96875,6.18138,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,130363,pub_5472c4b438,192,1.96563,4.63743,2.15347,-1.72491,0.213542,2.16195,0.484375,4.29386,1,6.18367,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,130363,pub_56338b6e47,192,1.40077,3.03101,1.74098,0.977914,0.453125,2.16348,0.713542,4.28931,0.921875,6.18295,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,130363,pub_57ce0f7961,3,1.46764,3.26425,1.80672,-0.734106,0.333333,2.15616,0.666667,4.30171,1,6.18454,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,130363,pub_58ab6ca575,55,0.680681,0.667439,0.816969,-0.5027,0.745455,2.16343,1,4.29021,1,6.181,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,130363,pub_5a68dc5665,874,1.16287,1.9097,1.38192,0.447413,0.509153,2.16202,0.883295,4.29354,0.995423,6.18079,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,130363,pub_5df1eef2f5,11,0.77524,0.65971,0.812226,0.053448,1,2.16388,1,4.28978,1,6.17896,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,130363,pub_63013e43b6,48,1.13967,2.03083,1.42507,0.86164,0.583333,2.16308,0.8125,4.29442,0.958333,6.18304,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,130363,pub_650a2d0d03,16,0.321825,0.151563,0.389311,0.283799,1,2.17007,1,4.27351,1,6.18888,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,130363,pub_65c4c3411e,1,2.81188,7.90669,2.81188,2.81188,0,2.16144,0,4.30874,1,6.19799,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,130363,pub_691fc07992,75,1.51068,3.45867,1.85975,-1.27002,0.493333,2.16576,0.693333,4.28731,0.866667,6.1861,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,130363,pub_6a0ef8528c,164,3.02847,10.195,3.19296,3.02847,0.0304878,2.16026,0.20122,4.29658,0.506098,6.18103,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,130363,pub_6b0ea2ccc9,87,1.14996,1.92034,1.38576,-0.512655,0.563218,2.16081,0.804598,4.29815,1,6.18381,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,130363,pub_6f71d61137,2,1.88232,3.61146,1.90038,1.88232,0,2.15556,1,4.32227,1,6.18579,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,130363,pub_723ceb6c2c,11,1.04915,1.86313,1.36497,1.04915,0.545455,2.17032,0.818182,4.2758,0.909091,6.1777,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,130363,pub_74428aeab2,26,2.07946,4.68745,2.16505,0.128323,0.0769231,2.16085,0.576923,4.29297,1,6.18194,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,130363,pub_792969545c,1,3.098,9.59759,3.098,3.098,0,2.15556,0,4.32227,0,6.18579,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,130363,pub_84113c17ad,16,0.999641,1.17676,1.08478,-0.999641,0.5625,2.16526,1,4.28328,1,6.1729,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,130363,pub_8415538291,120,1.15895,2.66797,1.63339,0.563635,0.6,2.15993,0.8,4.29682,0.9,6.18473,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,130363,pub_86cd2c5ec0,36,1.48762,3.02904,1.74041,0.31339,0.361111,2.16448,0.75,4.28632,0.972222,6.18663,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,130363,pub_886ede1e0e,3,0.483912,0.278964,0.52817,-0.483912,1,2.17248,1,4.27628,1,6.16534,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,130363,pub_8a081dc888,47,1.06381,1.94724,1.39544,0.582117,0.595745,2.16244,0.829787,4.292,0.978723,6.17714,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,130363,pub_8dafaf94bc,63,0.633908,0.57251,0.756644,0.217617,0.873016,2.16468,1,4.28866,1,6.18237,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,130363,pub_917a4583d4,27,0.946138,1.13815,1.06684,-0.724087,0.518519,2.16321,1,4.29064,1,6.18171,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,130363,pub_92fd5bea1e,108,1.00085,1.64998,1.28451,0.267615,0.638889,2.16436,0.888889,4.28617,0.972222,6.18165,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,130363,pub_9428119866,12,0.236505,0.0769895,0.27747,-0.0478306,1,2.16004,1,4.29328,1,6.17883,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,130363,pub_97510df3a0,21,1.20453,1.8065,1.34406,1.1998,0.47619,2.16579,1,4.28619,1,6.18206,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,130363,pub_9a95bb9836,110,1.04874,1.62855,1.27615,0.413645,0.581818,2.16028,0.918182,4.29729,0.981818,6.18179,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,130363,pub_a470dfb784,40,0.322707,0.19423,0.440715,-0.0254783,0.975,2.16642,1,4.28351,1,6.1822,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,130363,pub_a49146c8fd,51,1.82284,3.97496,1.99373,1.45141,0.176471,2.16131,0.745098,4.29329,0.941176,6.18287,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,130363,pub_a671b3a07d,140,0.908337,1.38558,1.17711,0.472062,0.7,2.16306,0.907143,4.29209,0.992857,6.18218,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,130363,pub_a9266a9412,50,1.07632,1.65415,1.28614,-0.115486,0.56,2.16457,0.88,4.28543,1,6.17956,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,130363,pub_ad5a7268e5,133,0.968771,1.50108,1.22519,-0.562459,0.691729,2.16466,0.87218,4.28547,1,6.18247,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,130363,pub_aed382b25f,36,1.6293,4.01581,2.00395,-1.43176,0.472222,2.16514,0.638889,4.28742,0.861111,6.18378,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,130363,pub_af7a1cd919,14,1.29608,3.41247,1.84729,1.12865,0.571429,2.16695,0.714286,4.28193,0.857143,6.19057,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,130363,pub_b048b54fa9,93,1.30837,2.46839,1.57111,0.745038,0.44086,2.16176,0.817204,4.2949,0.967742,6.1838,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,130363,pub_b0b3296ec5,228,0.84669,1.09089,1.04446,0.00563563,0.622807,2.16135,0.991228,4.29337,1,6.17992,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,130363,pub_b155314682,35,0.983436,1.49239,1.22164,0.856307,0.542857,2.16119,0.942857,4.29152,1,6.17873,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,130363,pub_b4273fb42a,16,1.01594,1.43657,1.19857,-0.081114,0.5,2.16586,1,4.28364,1,6.18509,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,130363,pub_b62729e38f,53,0.639934,0.809499,0.899722,0.304822,0.830189,2.16009,0.924528,4.29471,1,6.17891,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,130363,pub_b8175dc3a1,14,1.40259,2.05982,1.43521,1.40259,0,2.16771,1,4.27432,1,6.17941,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,130363,pub_b92b9c1ebe,208,0.499975,0.448269,0.669529,0.0984197,0.865385,2.16216,0.990385,4.29467,1,6.18213,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,130363,pub_b9dfc468cd,136,0.502215,0.372991,0.61073,-0.221997,0.911765,2.16556,1,4.28569,1,6.18209,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,130363,pub_bdb1564c49,134,1.16791,1.94624,1.39508,-1.1094,0.485075,2.16152,0.880597,4.29429,1,6.18098,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,130363,pub_bef16e560c,48,1.07084,1.54138,1.24152,-0.222711,0.5,2.16172,0.979167,4.29475,1,6.18152,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,130363,pub_c07b8473b8,14,1.34972,2.39545,1.54772,0.734367,0.357143,2.16758,0.785714,4.27872,1,6.17968,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,130363,pub_c649e663f3,4,1.5947,2.5442,1.59506,-1.5947,0,2.16617,1,4.28494,1,6.16468,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,130363,pub_c8195b4ca7,216,1.7694,3.73573,1.9328,-1.76313,0.226852,2.16275,0.601852,4.29226,1,6.18388,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,130363,pub_c929bc0daa,31,0.693571,0.811398,0.900776,0.157022,0.741935,2.16373,0.967742,4.29146,1,6.18002,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,130363,pub_ca616a18dd,28,0.860046,0.87484,0.935329,-0.860046,0.678571,2.16132,1,4.29177,1,6.18094,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,130363,pub_ca7dd9b99d,303,1.58256,3.38163,1.83892,1.15255,0.363036,2.16148,0.656766,4.29617,0.943894,6.18043,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,130363,pub_cd72e4a7bb,135,1.34308,2.76245,1.66206,-0.570459,0.459259,2.16202,0.807407,4.29384,0.940741,6.18166,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,130363,pub_cdc2243314,94,1.74443,4.29272,2.07189,0.856906,0.329787,2.16452,0.62766,4.28779,0.840426,6.18629,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,130363,pub_d3c970567f,15,1.05781,1.48513,1.21866,0.215685,0.466667,2.15957,0.933333,4.30082,1,6.18706,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,130363,pub_d59c40b453,37,1.45017,2.85568,1.68987,-0.230462,0.324324,2.16425,0.783784,4.29393,1,6.18053,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,130363,pub_dc1c90a4de,3,0.427443,0.220377,0.469443,-0.427443,1,2.15475,1,4.31399,1,6.18216,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,130363,pub_dfa96a5118,42,1.25912,1.96854,1.40305,-0.875465,0.428571,2.16284,0.880952,4.29164,1,6.18158,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,130363,pub_e287124c22,1096,1.93141,4.85252,2.20284,0.881431,0.249088,2.16254,0.57938,4.29246,0.830292,6.18046,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,130363,pub_e4bbba9576,89,0.858967,1.08715,1.04266,-0.28253,0.662921,2.16033,0.977528,4.29724,1,6.18279,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
