arm,half,seed,g19_metal_state,extractant_system_key,n_rows,mae,mse,rmse,mean_error,coverage_50,width_50,coverage_80,width_80,coverage_95,width_95,unit_reading
B0,confirmation,,Am(III),CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)NCCc1c(CC)c(CCNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC)c(CC)c(CCNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC)c1CC,50,0.94191,1.59135,1.26149,-0.525325,0.68,1.94516,0.78,3.9814,1,5.70499,registered: hidden cell
B0,confirmation,,Am(III),CCCCCCCCN(CCCCCCCC)C(=O)[C@H](CCC)O[C@H](CCC)C(=O)N(CCCCCCCC)CCCCCCCC,21,1.65847,3.76313,1.93988,1.65847,0.333333,2.24287,0.619048,4.20207,0.904762,6.11419,registered: hidden cell
B0,confirmation,,Am(III),CCCCCCN(CCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,26,0.942392,1.36988,1.17042,0.0329544,0.653846,2.35817,0.923077,4.4055,1,6.30899,registered: hidden cell
B0,confirmation,,Am(III),CCCCCN(CCCCC)C(=O)COCC(=O)N(CCCCC)CCCCC,29,1.00252,1.46044,1.20849,-0.235089,0.62069,2.35644,0.965517,4.40379,1,6.30728,registered: hidden cell
B0,confirmation,,Am(III),CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,27,0.944378,1.46203,1.20914,0.0518357,0.62963,2.35778,0.888889,4.38961,1,6.30509,registered: hidden cell
B0,confirmation,,Ce(III),CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,12,0.848962,1.19246,1.092,-0.0644242,0.583333,2.24727,1,4.18064,1,5.78001,registered: hidden cell
B0,confirmation,,Ce(III),CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,14,0.514067,0.399161,0.631792,-0.365931,0.857143,2.24798,1,4.18134,1,5.77931,registered: hidden cell
B0,confirmation,,Ce(III),CCCCCCCCN(C)C(=O)C(CCCCCC)(OCC)C(=O)N(C)CCCCCCCC|CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,10,1.30698,1.98368,1.40843,-1.30698,0.3,2.31518,0.9,4.31622,1,6.03177,registered: hidden cell
B0,confirmation,,Ce(III),CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,16,0.833587,0.800934,0.894949,0.355602,0.5,2.02133,1,3.97405,1,5.65623,registered: hidden cell
B0,confirmation,,Dy(III),CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,18,1.31189,2.26778,1.50591,-1.0823,0.5,2.23551,0.777778,4.17401,1,5.77979,registered: hidden cell
B0,confirmation,,Dy(III),CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,14,0.70234,0.62985,0.793631,0.453041,0.928571,2.23488,1,4.16983,1,5.78052,registered: hidden cell
B0,confirmation,,Dy(III),CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,34,1.84094,3.99058,1.99764,-1.83339,0.205882,2.30992,0.617647,4.4908,1,6.16026,registered: hidden cell
B0,confirmation,,Dy(III),CCCCCCCCN(C)C(=O)C(CCCCCC)(OCC)C(=O)N(C)CCCCCCCC|CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,10,0.878414,0.968541,0.984145,-0.811575,0.6,2.19821,1,4.39321,1,6.29575,registered: hidden cell
B0,confirmation,,Dy(III),CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,15,1.11964,1.62367,1.27423,-0.922322,0.4,2.00874,0.866667,3.91394,1,5.62504,registered: hidden cell
B0,confirmation,,Er(III),CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,13,1.67206,3.55336,1.88504,-1.4434,0.307692,2.21029,0.538462,4.18354,1,5.80058,registered: hidden cell
B0,confirmation,,Er(III),CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,14,0.855959,0.885615,0.941071,0.559144,0.785714,2.21458,1,4.17925,1,5.79633,registered: hidden cell
B0,confirmation,,Er(III),CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,34,1.83479,4.06851,2.01705,-1.82308,0.264706,2.35092,0.588235,4.5006,1,6.15972,registered: hidden cell
B0,confirmation,,Er(III),CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,13,1.06761,1.35786,1.16527,-0.856253,0.461538,2.00846,1,3.91594,1,5.68696,registered: hidden cell
B0,confirmation,,Eu(III),CCCCCCCCCCCCN(C)C(=O)C1CC(OC)CC(C(=O)N(C)CCCCCCCCCCCC)O1,36,1.45507,2.78342,1.66836,-1.39153,0.388889,2.31801,0.75,4.24919,1,5.88068,registered: hidden cell
B0,confirmation,,Eu(III),CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,36,0.885184,1.18544,1.08878,-0.57266,0.611111,2.00881,0.916667,3.91387,1,5.68886,registered: hidden cell
B0,confirmation,,Eu(III),CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,14,0.454308,0.291225,0.539653,0.0991314,1,2.20772,1,4.17373,1,5.79737,registered: hidden cell
B0,confirmation,,Eu(III),CCCCCCCCN(C)C(=O)C(CCCCCC)(OCC)C(=O)N(C)CCCCCCCC|CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,21,1.40578,2.28128,1.51039,-1.40578,0.285714,1.9011,0.857143,3.90122,1,5.507,registered: hidden cell
B0,confirmation,,Eu(III),CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC|CCCCOP(=O)(OCCCC)OCCCC,36,2.13823,5.66319,2.37975,-1.76766,0.25,1.90053,0.305556,3.90461,0.527778,5.50895,registered: hidden cell
B0,confirmation,,Eu(III),CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)NCCNC(=O)c1cc(C(=O)NCCNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC)cc(C(=O)NCCNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC)c1,15,0.998637,1.63226,1.2776,-0.687964,0.666667,1.94842,0.866667,4.06798,1,5.7783,registered: hidden cell
B0,confirmation,,Eu(III),CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)NCCc1c(CC)c(CCNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC)c(CC)c(CCNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC)c1CC,16,1.2183,2.49022,1.57804,-1.20672,0.5625,1.94687,0.6875,4.06795,1,5.77702,registered: hidden cell
B0,confirmation,,Eu(III),CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,20,0.84033,1.14362,1.0694,-0.476729,0.65,2.00948,0.95,3.94302,1,5.72877,registered: hidden cell
B0,confirmation,,Gd(III),CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,16,1.41459,2.38568,1.54456,-1.33176,0.25,2.20515,0.875,4.17447,1,5.80017,registered: hidden cell
B0,confirmation,,Gd(III),CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,17,0.612486,0.541277,0.735715,0.291383,0.882353,2.2137,1,4.17971,1,5.79679,registered: hidden cell
B0,confirmation,,Gd(III),CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,35,1.76423,3.7637,1.94002,-1.75689,0.228571,2.35084,0.657143,4.50593,1,6.15964,registered: hidden cell
B0,confirmation,,Gd(III),CCCCCCCCN(C)C(=O)C(CCCCCC)(OCC)C(=O)N(C)CCCCCCCC|CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,10,1.28344,1.96194,1.40069,-1.28344,0.4,2.19264,1,4.35646,1,6.23183,registered: hidden cell
B0,confirmation,,Gd(III),CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,16,0.916629,1.08447,1.04138,-0.618085,0.5,2.01531,1,3.98166,1,5.79881,registered: hidden cell
B0,confirmation,,Ho(III),CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,12,1.71999,3.57662,1.8912,-1.50937,0.333333,2.20998,0.5,4.15632,1,5.78471,registered: hidden cell
B0,confirmation,,Ho(III),CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,14,0.801574,0.791961,0.889922,0.528468,0.785714,2.21409,1,4.15921,1,5.78133,registered: hidden cell
B0,confirmation,,Ho(III),CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,36,1.78713,3.81742,1.95382,-1.77608,0.25,2.35124,0.638889,4.50553,1,6.16004,registered: hidden cell
B0,confirmation,,La(III),CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,44,0.766986,0.889777,0.94328,0.086747,0.659091,2.02582,0.977273,3.99438,1,5.80287,registered: hidden cell
B0,confirmation,,La(III),CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,17,0.651832,0.627394,0.792082,-0.543188,0.764706,2.20522,1,4.16136,1,5.80205,registered: hidden cell
B0,confirmation,,La(III),CCCCCCCCN(C)C(=O)C(CCCCCC)(OCC)C(=O)N(C)CCCCCCCC|CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,12,1.2632,1.91691,1.38452,-1.2632,0.416667,2.15383,0.916667,4.28287,1,6.23685,registered: hidden cell
B0,confirmation,,La(III),CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,16,0.556534,0.439188,0.662712,0.344243,0.8125,2.04508,1,4.00181,1,5.80259,registered: hidden cell
B0,confirmation,,Lu(III),CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,17,1.40191,2.75004,1.65833,-1.0073,0.529412,2.20212,0.647059,4.17673,1,5.84519,registered: hidden cell
B0,confirmation,,Lu(III),CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,14,0.999043,1.16946,1.08142,0.68997,0.642857,2.20505,1,4.17895,1,5.84086,registered: hidden cell
B0,confirmation,,Nd(III),CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,34,1.66856,3.3784,1.83804,-1.66856,0.235294,2.33244,0.647059,4.49459,1,6.15936,registered: hidden cell
B0,confirmation,,Nd(III),CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,19,0.726776,0.707686,0.841241,0.2179,0.631579,2.04568,1,4.00247,1,5.80319,registered: hidden cell
B0,confirmation,,Np(IV),CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,16,1.92231,4.52239,2.12659,1.92231,0.3125,2.21551,0.5625,4.23611,0.8125,5.97494,registered: hidden cell
B0,confirmation,,Np(IV),CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCC,10,1.32486,2.94239,1.71534,0.979685,0.6,2.21444,0.7,4.23295,0.8,5.97155,registered: hidden cell
B0,confirmation,,Np(IV),CCCCCCCCCC(=O)N(CCCCCC)CCCCCC,22,0.599409,0.532969,0.730047,0.0470389,0.863636,2.36282,1,4.41198,1,6.17521,registered: hidden cell
B0,confirmation,,Np(IV),CCCCCN(CCCCC)C(=O)COCC(=O)N(CCCCC)CCCCC,22,0.401777,0.332228,0.576392,0.0597777,0.863636,1.98935,1,4.10901,1,5.89099,registered: hidden cell
B0,confirmation,,Np(IV),CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,22,0.493395,0.342617,0.585335,-0.231109,0.909091,1.99361,1,4.10792,1,5.89208,registered: hidden cell
B0,confirmation,,Np(V),CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,15,2.1212,5.75535,2.39903,2.1212,0.266667,2.21373,0.466667,4.23977,0.6,5.98433,registered: hidden cell
B0,confirmation,,Np(V),CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,21,1.33479,2.22329,1.49107,1.33479,0.47619,2.31659,0.857143,4.37078,1,6.37193,registered: hidden cell
B0,confirmation,,Np(V),CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,21,1.55481,2.81084,1.67655,1.55481,0.285714,2.31733,0.809524,4.37003,1,6.37268,registered: hidden cell
B0,confirmation,,Np(V),CCCCCCN(CCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,16,1.56544,2.88779,1.69935,1.56544,0.3125,2.31928,0.8125,4.35862,1,6.37142,registered: hidden cell
B0,confirmation,,Np(V),CCCCCN(CCCCC)C(=O)COCC(=O)N(CCCCC)CCCCC,17,1.30055,2.02651,1.42356,1.30055,0.470588,2.3188,0.882353,4.35896,1,6.37094,registered: hidden cell
B0,confirmation,,Np(V),CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,17,1.46706,2.4969,1.58016,1.46706,0.411765,2.31608,0.882353,4.35864,1,6.3714,registered: hidden cell
B0,confirmation,,Np(VI),CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,17,0.913995,1.3055,1.14259,0.153092,0.764706,2.21079,0.941176,4.24066,1,5.97962,registered: hidden cell
B0,confirmation,,Np(VI),CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCC,15,0.991585,1.23272,1.11028,0.174221,0.6,2.20817,1,4.24137,1,5.97962,registered: hidden cell
B0,confirmation,,Pu(III),CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,26,1.88158,4.72974,2.1748,1.87831,0.269231,2.39016,0.538462,4.29524,0.884615,6.12836,registered: hidden cell
B0,confirmation,,Pu(III),CCCCCCCCCC(=O)N(CCCCCC)CCCCCC,11,1.43154,2.45472,1.56675,1.43154,0.181818,2.36405,0.818182,4.4096,0.909091,6.17282,registered: hidden cell
B0,confirmation,,Pu(IV),CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,56,1.43463,2.81779,1.67863,1.43463,0.410714,2.31775,0.785714,4.35183,0.982143,6.32135,registered: hidden cell
B0,confirmation,,Pu(IV),CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCC,66,0.976155,1.378,1.17388,0.429646,0.757576,2.31135,0.939394,4.34975,0.984848,6.31297,registered: hidden cell
B0,confirmation,,Pu(IV),CCCCCCCCN(C)C(=O)C(CCCCCC)(OCC)C(=O)N(C)CCCCCCCC|CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,17,1.21441,1.72729,1.31426,-0.24478,0.294118,2.17374,1,4.28886,1,5.86966,registered: hidden cell
B0,confirmation,,Pu(IV),CCCCCCN(CCCCCC)C(=O)CCCCC,42,0.894722,1.06901,1.03393,-0.602754,0.547619,2.20008,1,4.24519,1,5.96747,registered: hidden cell
B0,confirmation,,Pu(IV),CCCCCN(CCCCC)C(=O)COCC(=O)N(CCCCC)CCCCC,11,0.610974,0.649788,0.806094,-0.547837,0.909091,1.9881,0.909091,4.09975,1,5.89214,registered: hidden cell
B0,confirmation,,Pu(IV),CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,10,0.750562,0.693087,0.832518,-0.750562,0.7,1.98786,1,4.09999,1,5.89238,registered: hidden cell
B0,confirmation,,Pu(VI),CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,44,0.657068,0.673027,0.820382,0.562241,0.818182,2.39407,1,4.30358,1,6.14109,registered: hidden cell
B0,confirmation,,Pu(VI),CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCC,14,1.07191,1.4687,1.2119,0.725867,0.5,2.19985,0.928571,4.24007,1,5.97373,registered: hidden cell
B0,confirmation,,Sm(III),CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,13,1.12835,1.69911,1.3035,-1.05237,0.538462,2.17294,0.846154,4.13597,1,5.84463,registered: hidden cell
B0,confirmation,,Sm(III),CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,14,0.450805,0.283847,0.532773,-0.0702359,1,2.175,1,4.13439,1,5.84258,registered: hidden cell
B0,confirmation,,Sm(III),CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,34,1.71999,3.54656,1.88323,-1.71999,0.235294,2.34806,0.676471,4.4945,1,6.18867,registered: hidden cell
B0,confirmation,,Sm(III),CCCCCCCCN(C)C(=O)C(CCCCCC)(OCC)C(=O)N(C)CCCCCCCC|CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,10,1.47531,2.48016,1.57485,-1.47531,0.3,2.3825,0.9,4.37952,1,6.14983,registered: hidden cell
B0,confirmation,,Sm(III),CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,16,0.678291,0.743603,0.862324,-0.214313,0.6875,2.04286,1,4.02516,1,5.78905,registered: hidden cell
B0,confirmation,,Sr(II),CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,15,1.12252,1.96108,1.40038,0.792599,0.6,2.34158,0.866667,4.4912,1,6.1956,registered: hidden cell
B0,confirmation,,Tb(III),CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,12,1.63428,3.09219,1.75846,-1.50193,0.25,2.17224,0.75,4.13667,1,5.84533,registered: hidden cell
B0,confirmation,,Tb(III),CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,14,0.600633,0.48613,0.69723,0.383268,0.928571,2.17603,1,4.13336,1,5.84155,registered: hidden cell
B0,confirmation,,Tb(III),CCCCCCCCN(C)C(=O)C(CCCCCC)(OCC)C(=O)N(C)CCCCCCCC|CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,10,1.01755,1.28847,1.13511,-0.980577,0.4,2.04083,1,4.16233,1,6.20266,registered: hidden cell
B0,confirmation,,Tb(III),CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,14,0.979104,1.23599,1.11175,-0.713776,0.5,2.04584,1,4.06956,1,5.88769,registered: hidden cell
B0,confirmation,,Th(IV),CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,43,2.19415,5.49834,2.34485,2.0892,0.116279,2.27162,0.44186,4.22238,0.860465,6.10304,registered: hidden cell
B0,confirmation,,Th(IV),CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCC,208,0.519111,0.525152,0.724674,0.117025,0.903846,2.18534,0.961538,4.34043,1,5.82754,registered: hidden cell
B0,confirmation,,Th(IV),CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,22,0.844175,0.960363,0.979981,-0.267708,0.681818,2.26952,1,4.32632,1,6.24178,registered: hidden cell
B0,confirmation,,Th(IV),CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,23,0.828204,0.977108,0.988488,-0.0849425,0.652174,2.27032,1,4.32549,1,6.24258,registered: hidden cell
B0,confirmation,,Th(IV),CCCCCCN(CCCCCC)C(=O)CCCCC,10,1.34448,2.67983,1.63702,1.23001,0.5,2.2162,0.6,4.30464,1,6.1156,registered: hidden cell
B0,confirmation,,Th(IV),CCCCCCN(CCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,18,0.726842,0.739833,0.860135,-0.30368,0.777778,2.28378,1,4.36354,1,6.30751,registered: hidden cell
B0,confirmation,,Th(IV),CCCCCN(CCCCC)C(=O)COCC(=O)N(CCCCC)CCCCC,40,0.709638,0.737034,0.858507,0.0261887,0.75,2.28275,1,4.36252,1,6.30855,registered: hidden cell
B0,confirmation,,Th(IV),CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,44,0.628823,0.687354,0.829068,-0.0242054,0.727273,1.99775,1,4.09169,1,5.89159,registered: hidden cell
B0,confirmation,,Tm(III),CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,12,1.77138,3.90215,1.97539,-1.48123,0.25,2.17136,0.333333,4.13663,1,5.88637,registered: hidden cell
B0,confirmation,,Tm(III),CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,14,0.924108,1.01422,1.00708,0.621603,0.642857,2.18201,1,4.15943,1,5.88482,registered: hidden cell
B0,confirmation,,U(VI),CCCCC(CC)C(=O)N(CCCC)CCCC,17,0.572985,0.41739,0.646057,-0.538282,0.941176,1.85299,1,3.98431,1,5.71193,registered: hidden cell
B0,confirmation,,U(VI),CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,178,0.56308,0.671881,0.819684,0.187578,0.870787,2.41906,0.955056,4.27508,1,6.13677,registered: hidden cell
B0,confirmation,,U(VI),CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCC,87,0.725568,0.850354,0.922146,0.131469,0.770115,2.30671,0.988506,4.3735,1,6.36954,registered: hidden cell
B0,confirmation,,U(VI),CCCCCCCCCC(=O)N(CCCCCC)CCCCCC,26,0.745786,0.637344,0.798339,-0.716437,1,2.36124,1,4.41515,1,6.17839,registered: hidden cell
B0,confirmation,,U(VI),CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,24,1.29071,2.35678,1.53518,1.18518,0.5,2.21686,0.75,4.29836,1,6.30945,registered: hidden cell
B0,confirmation,,U(VI),CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,21,0.994617,1.7282,1.31461,0.910432,0.571429,2.2161,0.904762,4.29761,1,6.3087,registered: hidden cell
B0,confirmation,,U(VI),CCCCCCN(CCCCCC)C(=O)C(CC)CCCC,27,0.567906,0.621966,0.788648,0.152126,0.851852,2.17976,0.962963,4.23109,1,5.71852,registered: hidden cell
B0,confirmation,,U(VI),CCCCCCN(CCCCCC)C(=O)CCCCC,39,0.576383,0.500018,0.707119,-0.271874,0.923077,2.36607,1,4.36654,1,6.1412,registered: hidden cell
B0,confirmation,,U(VI),CCCCCCN(CCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,19,0.898594,1.18365,1.08796,0.728604,0.631579,2.21532,0.947368,4.29666,1,6.30775,registered: hidden cell
B0,confirmation,,U(VI),CCCCCN(CCCCC)C(=O)COCC(=O)N(CCCCC)CCCCC,20,0.842718,1.0975,1.04762,0.589558,0.65,2.2148,1,4.30473,1,6.30676,registered: hidden cell
B0,confirmation,,U(VI),CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,19,0.992114,1.50229,1.22568,0.87097,0.578947,2.21554,0.947368,4.30396,1,6.30753,registered: hidden cell
B0,confirmation,,Yb(III),CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,12,1.70277,3.63566,1.90674,-1.37972,0.25,2.17793,0.333333,4.15657,1,5.84509,registered: hidden cell
B0,confirmation,,Yb(III),CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,14,0.950848,1.04963,1.02452,0.644289,0.714286,2.17729,1,4.15948,1,5.84096,registered: hidden cell
B1,selection,,Am(III),CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,65,1.19222,2.09159,1.44623,-0.0398721,0.507692,2.20622,0.830769,4.2281,1,6.95872,registered: hidden cell
B1,selection,,Am(III),CCCCCCCC(=O)N(CCCCCC)CCCCCC,27,1.29844,2.39076,1.54621,1.27607,0.37037,2.0356,0.666667,3.90743,1,5.51702,registered: hidden cell
B1,selection,,Am(III),CCCCCCCC(=O)N(CCCCCC)CCCCCC|CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,31,2.27616,5.77486,2.40309,-1.57764,0.0645161,1.70179,0.193548,3.53959,0.516129,5.1869,registered: hidden cell
B1,selection,,Am(III),CCCCCCCCCCN(CCCCCCCCCC)C(=O)C(C)OC(C)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,14,2.76578,8.438,2.90482,-2.76578,0,2.21337,0.357143,4.46414,0.642857,6.68148,registered: hidden cell
B1,selection,,Am(III),CCCCCCCCCCN(CCCCCCCCCC)C(=O)[C@H](CCC)O[C@@H](CCC)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,11,1.62814,3.19308,1.78692,1.62814,0.272727,2.17416,0.636364,4.12642,1,6.00467,registered: hidden cell
B1,selection,,Am(III),CCCCCCCCN(CCCCCCCC)C(=O)C(C)OC(C)C(=O)N(CCCCCCCC)CCCCCCCC,18,1.9115,5.38525,2.32061,1.52195,0.333333,2.23244,0.611111,4.46832,0.777778,6.66732,registered: hidden cell
B1,selection,,Am(III),CCCCCCCCN(CCCCCCCC)C(=O)CN(CC(=O)N(CCCCCCCC)CCCCCCCC)CC(=O)N(CCCCCCCC)CCCCCCCC,22,1.05982,1.32381,1.15057,-0.266138,0.681818,2.24462,1,4.49454,1,6.71665,registered: hidden cell
B1,selection,,Am(III),CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,515,1.58086,3.43333,1.85293,-1.06296,0.285437,1.80324,0.596117,3.67873,0.862136,5.40211,registered: hidden cell
B1,selection,,Am(III),CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)NCCCOc1cc(OCCCNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC)cc(OCCCNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC)c1,50,1.25812,2.13687,1.4618,-0.896465,0.42,1.88236,0.74,3.7455,0.98,5.70269,registered: hidden cell
B1,selection,,Am(III),CCCCCCCCN(CCCCCCCC)C(=O)c1ccc2ccc3ccc(C(=O)N(CCCCCCCC)CCCCCCCC)nc3c2n1,12,3.00024,10.1393,3.18422,3.00024,0,2.16578,0.25,4.09421,0.416667,5.96314,registered: hidden cell
