curve_id,extractant,n_points,shape_frozen,shape_recomposed,delta,dist_to_joint_median,dist_to_top_decile_median,dist_to_bottom_decile_median,selected_as
05988b3145595b19,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,5,0.35384575010229746,0.22946735407659294,0.12437839602570452,0.601673923312931,,,
082b3c28cc4b510c,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,5,1.635832293224992,1.4286717642172324,0.2071605290077596,2.9866127508389,0.018110071797114907,,
0a6aed96f7c1c5a0,CC12CCC(c3nnc(-c4cccc(-c5cccc(-c6nnc7c(n6)C6(C)CCC7C6(C)C)n5)n4)nc31)C2(C)C,5,0.4541078563653363,0.2682823422428211,0.1858255141225152,0.920640110776113,,,
0bf12a4391a4e25b,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,6,0.6871093303431279,0.728540349395049,-0.041431019051921036,1.0498349114579675,,0.0013121759218004125,residual
0ecd70f0a5c7d133,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,13,1.1289263398890008,1.0956959961825101,0.033230343706490695,1.5467659405534964,,,
11358da45f510bfb,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,6,0.9179912023801334,0.7676320383882528,0.15035916399188065,1.1437441446760057,,,
135c95b97c44e7aa,CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,6,0.5446455689591155,0.2972603277732971,0.24738524118581845,1.4057711067515328,0.022114640380943934,,
15c297b303aeff1b,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,5,0.7763183761386327,0.7054768095201502,0.07084156661848251,0.6139511703661134,,,
17e1e1c3fc32a8a0,CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,6,0.5071867834549696,0.2741266842915913,0.23306009916337828,1.2892585667823373,0.00778949835850376,,
1a1b77708d7c529f,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,6,0.7438971833936722,0.6252381844614293,0.11865899893224285,0.6317007716698404,,,
1b163e3da05089ea,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,5,0.590591018191752,0.5214142930487917,0.06917672514296025,0.1557006138320719,,,
1bb7d637185b8e90,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,6,0.5849142732470693,0.6366033492562971,-0.051689076009227786,1.0684768821927633,,0.008945881035506337,
1d6ac3fc4875e04e,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,5,0.5596889782094958,0.4619934260251185,0.09769555218437731,0.18256443928783583,,,
226cb8fd92e84f07,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,5,0.7915510131047446,0.8103260544306963,-0.018775041325951647,1.022848712001998,,0.023968153647769802,
23304f5479664dd6,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,5,0.877314669582961,0.7269800287161161,0.1503346408668449,1.0577013973407121,,,
23dd34c9c0e784ed,CCCCCCCCN(CCCCCCCC)C(=O)C(C)OC(C)C(=O)N(CCCCCCCC)CCCCCCCC,6,0.8359148121788992,0.5845671650850307,0.2513476470938685,1.627930677170576,0.02607704628899396,,
25541d5acb091362,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,5,0.2623086912290832,0.15283035795034597,0.10947833327873721,0.7392196862486625,,,
279f87ebdf563e70,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,5,0.5155414541778093,0.49969785167610964,0.01584360250169964,0.5061995336604265,,,
2c2c68f3dc4a931d,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,13,0.5772686060136529,0.5595922410481369,0.017676364965516056,0.5006313900135381,,,
2c44fa063debb614,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,5,1.48493995243538,1.286370732306893,0.198569220128487,2.6058101492373784,0.026701380676387526,,
316b4924717d9b08,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,13,1.2821060335507772,1.2506705132328433,0.03143552031793395,1.928658634573362,,,
338f239f284ffaf2,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,6,0.5427280396725364,0.5784771410009696,-0.03574910132843323,0.9296187086967022,,0.0069940936452882185,
