arm,extractant,shift_p95
FROZEN,CCCCCCN(CCC(C)CCCC(C)C)C(=O)COCC(=O)N(CCCCCC)CCC(C)CCCC(C)C,0.0
FROZEN,CCCCCCN(CCCCCC)C(=O)CC(=O)N(CCCCCC)CCCCCC,0.0
FROZEN,CCCCCCN(CCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,0.0
FROZEN,CCCCCCN(CCCCCC)C(=O)c1ccc2ccc3cccnc3c2n1,0.0
FROZEN,CCCCCCOP(=O)(O)OCCCCCC,0.0
FROZEN,CCCCCCc1ccc(N(CC)C(=O)c2cccc(-c3cccc(C(=O)N(CC)c4ccc(CCCCCC)cc4)n3)n2)cc1,0.0
FROZEN,CCCCCCn1c(-c2ccccc2)c(-c2ccccc2)c2cc3ccc4cc5c(-c6ccccc6)c(-c6ccccc6)n(CCCCCC)c(=O)c5nc4c3nc2c1=O,0.0
FROZEN,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,0.0
FROZEN,CCCCN(CCCC)C(=O)CC(=O)N(CCCC)CCCC,0.0
FROZEN,CCCCN(CCCC)C(=O)CCC(=O)N(CCCC)CCCC,0.0
FROZEN,CCCCN(CCCC)C(=O)COCC(=O)N(CC)CCN(CC)C(=O)COCC(=O)N(CCCC)CCCC,0.0
FROZEN,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,0.0
FROZEN,CCCCN(CCCC)C(=O)COCC(=O)N(CCN(C(=O)COCC(=O)N(CCCC)CCCC)C(C)C)C(C)C,0.0
FROZEN,CCCCN(CCCC)C(=O)c1ccc2ccc3ccc(C(=O)N(CCCC)CCCC)nc3c2n1,0.0
FROZEN,CCCCN(CCCC)C(=O)c1ccc2ccc3cccnc3c2n1,0.0
FROZEN,CCCCOP(=S)(COCP(=S)(OCCCC)OCCCC)OCCCC,0.0
FROZEN,CCCCOP(=S)(CP(=S)(OCCCC)OCCCC)OCCCC,0.0
FROZEN,CCCCP(=S)(CCCC)COCP(=S)(CCCC)CCCC,0.0
FROZEN,CCCCP(=S)(CCCC)CP(=S)(CCCC)CCCC,0.0
FROZEN,CCCN(CCC)C(=O)COCC(=O)N(CCC)CCC,0.0
FROZEN,CCCc1nnc(-c2cccc(-c3nnc(CCC)c(CCC)n3)n2)nc1CCC,0.0
FROZEN,CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3cc(C)cc(C)c3)n2)n1)c1cc(C)cc(C)c1,0.0
FROZEN,CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3cc(C)ccc3C)n2)n1)c1cc(C)ccc1C,0.0
FROZEN,CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3ccc(C)cc3C)n2)n1)c1ccc(C)cc1C,0.0
FROZEN,CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3ccccc3)n2)n1)c1ccccc1,0.0
FROZEN,CCN(C(=O)c1cccc(C(=O)N(CC)c2ccc(C)cc2)n1)c1ccc(C)cc1,0.0
FROZEN,CCN(C(=O)c1cccc(C(=O)N(CC)c2cccc(C)c2)n1)c1cccc(C)c1,0.0
FROZEN,CCN(C(=O)c1cccc(C(=O)N(CC)c2ccccc2C)n1)c1ccccc1C,0.0
FROZEN,CCN(CC)C(=O)COCC(=O)N(CC)CC,0.0
FROZEN,CCN(CC)C(=O)c1ccc2ccc3cccnc3c2n1,0.0
FROZEN,CCOP(=S)(COCP(=S)(OCC)OCC)OCC,0.0
FROZEN,CCc1ccc(N(CC)C(=O)c2ccc3ccc4ccc(C(=O)N(CC)c5ccc(CC)cc5)nc4c3n2)cc1,0.0
FROZEN,CN(C(=O)CC(=O)N(C)c1ccccc1)c1ccccc1,0.0
FROZEN,CN(C(=O)COCC(=O)N(C)c1ccccc1)c1ccccc1,0.0
FROZEN,CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,0.0
FROZEN,COCCN(CCOC)C(=O)COCC(=O)N(CCOC)CCOC,0.0
FROZEN,Cc1cc(-c2cc(C)cc(-c3nnc4c(n3)C(C)(C)CCC4(C)C)n2)nc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)c1,0.0
FROZEN,Cc1cc(C)n(-c2cccc(-n3nc(C)cc3C)n2)n1,0.0
FROZEN,Cc1cc(C)n(-c2cncc(-n3nc(C)cc3C)n2)n1,0.0
FROZEN,Cc1ccn(-c2cccc(-n3ccc(C)n3)n2)n1,0.0
FROZEN,O=C(COCC(=O)N1CCCCC1)N1CCCCC1,0.0
FROZEN,O=C(O)CN(CC(=O)O)C1CCCCC1N(CC(=O)O)CC(=O)O,0.0
FROZEN,O=C(O)CN(CCO)CCN(CC(=O)O)CC(=O)O,0.0
FROZEN,O=C(c1cc(Cl)c2ccc3c(Cl)cc(C(=O)N4CCCC4)nc3c2n1)N1CCCC1,0.0
FROZEN,S=P(COCP(=S)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,0.0
FROZEN,c1cc2nc(c1)COc1ccccc1OCCOCCOc1ccccc1OC2,0.0
FROZEN,c1ccc2c(c1)OCCOCCOc1ccccc1OCCOCCO2,0.0
RECOMPOSED_ALL,CCCCCCCCN(CCCCCCCC)C(=O)COC(C(=O)N(CCCCCCCC)CCCCCCCC)c1ccccc1,0.4568004380600639
RECOMPOSED_ALL,CCCCCCCCCCCCN(CC)C(=O)COCC(=O)N(CC)CCCCCCCCCCCC,0.347004394086203
RECOMPOSED_ALL,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,0.3465176664440856
RECOMPOSED_ALL,CCCCCCCCN(CCCCCCCC)C(=O)C(C)OC(C(=O)N(CCCCCCCC)CCCCCCCC)c1ccccc1,0.33572766838226664
RECOMPOSED_ALL,CCCCCCCCCCCCN(CCC)C(=O)COCC(=O)N(CCC)CCCCCCCCCCCC,0.32350940491005853
RECOMPOSED_ALL,CCCCCCCCCCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCCCCCCCCCC,0.31710230917713117
RECOMPOSED_ALL,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,0.29023496575138047
RECOMPOSED_ALL,CCCCCCCCN(CCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCC)CCCCCCCC,0.2884784175531423
RECOMPOSED_ALL,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,0.287699989706354
RECOMPOSED_ALL,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)NCCCOCCCNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.2851711766166455
RECOMPOSED_ALL,CCCCCCCCN(CCCCCCCC)C(=O)COC(C)C(=O)N(CCCCCCCC)CCCCCCCC,0.25924576819889517
RECOMPOSED_ALL,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)NCCCCCCCNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.2570810573549577
RECOMPOSED_ALL,CCCCCCCCCCCCN(C)C(=O)C1CC(OC)CC(C(=O)N(C)CCCCCCCCCCCC)O1,0.2552029833103341
RECOMPOSED_ALL,CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,0.2547361708879568
RECOMPOSED_ALL,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(C)C,0.24833739685552905
RECOMPOSED_ALL,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CN(CC(=O)N(CC(CC)CCCC)CC(CC)CCCC)CC(=O)N(CC(CC)CCCC)CC(CC)CCCC,0.24723455528784816
RECOMPOSED_ALL,CCCCCCN(CCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,0.2396981795085092
RECOMPOSED_ALL,CCCCCCCCN(CCCCCCCC)C(=O)COCP(=O)(OCCCC)OCCCC,0.2308578852493457
RECOMPOSED_ALL,CCCCCCCCN(CCCCCCCC)C(=O)COCP(=O)(CCCC)CCCC,0.22889036910961003
RECOMPOSED_ALL,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N1CCCC1,0.22758043568413155
RECOMPOSED_ALL,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.22643776016170453
RECOMPOSED_ALL,CCCCN(CCCC)C(=O)COCC(=O)N(CCN(C(=O)COCC(=O)N(CCCC)CCCC)C(C)C)C(C)C,0.22162039492510946
RECOMPOSED_ALL,CCCCN(CCCC)C(=O)COCC(=O)N(CC)CCN(CC)C(=O)COCC(=O)N(CCCC)CCCC,0.22119734228394947
RECOMPOSED_ALL,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,0.21677632128785795
RECOMPOSED_ALL,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)NCc1cccc(CNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC)c1,0.21560734866828418
RECOMPOSED_ALL,CCCCP(=S)(CCCC)COCP(=S)(CCCC)CCCC,0.21407679816658948
RECOMPOSED_ALL,CCCCCCCCN(CCCCCCCC)C(=O)CN(CC(=O)N(CCCCCCCC)CCCCCCCC)CC(=O)N(CCCCCCCC)CCCCCCCC,0.21136105739388267
RECOMPOSED_ALL,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)NCCNC(=O)c1cc(C(=O)NCCNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC)cc(C(=O)NCCNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC)c1,0.21005644862257694
RECOMPOSED_ALL,CCCCCCCCN(CC(C)C)C(=O)COCC(=O)N(CCCCCCCC)CC(C)C,0.2074920163387249
RECOMPOSED_ALL,CCCCCCCCN(CCCCCCCC)C(=O)CNCP(=O)(OCCCC)OCCCC,0.20416283929130524
RECOMPOSED_ALL,CCCCCCCCN(CC(CC)CCCC)C(=O)COCC(=O)N(CCCCCCCC)CC(CC)CCCC,0.1987958749200707
RECOMPOSED_ALL,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,0.19096517144229236
RECOMPOSED_ALL,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COC1CCCN(CCCCCC)C1=O,0.18998446287165607
RECOMPOSED_ALL,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)NCCCOc1cc(OCCCNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC)cc(OCCCNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC)c1,0.18709425252846335
RECOMPOSED_ALL,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)NCCc1c(CC)c(CCNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC)c(CC)c(CCNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC)c1CC,0.18546572903871855
RECOMPOSED_ALL,CC12CCC(c3nnc(-c4cccc(-c5cccc(-c6nnc7c(n6)C6(C)CCC7C6(C)C)n5)n4)nc31)C2(C)C,0.17590425226690962
RECOMPOSED_ALL,CC1(C)OC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)OC6(C)C)n4)n3)nnc21,0.17288215405797408
RECOMPOSED_ALL,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N1CCCCC1,0.17248533965725443
RECOMPOSED_ALL,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N1CCOCC1,0.1715543707666597
RECOMPOSED_ALL,CCCCCCCCN(CCCCCCCC)C(=O)C(C)OC(C)C(=O)N(CCCCCCCC)CCCCCCCC,0.16703327832649423
RECOMPOSED_ALL,CC1(C)SC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)SC6(C)C)n4)n3)nnc21,0.16364710648485248
RECOMPOSED_ALL,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5cccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)n5)n4)n3)nnc21,0.15451746730696495
RECOMPOSED_ALL,CCCCCCN(CCC(C)CCC=C(C)C)C(=O)COCC(=O)N(CCCCCC)CCC(C)CCC=C(C)C,0.15336623306195674
RECOMPOSED_ALL,CCOP(=S)(COCP(=S)(OCC)OCC)OCC,0.15054856167423708
RECOMPOSED_ALL,CCCCOP(=S)(CP(=S)(OCCCC)OCCCC)OCCCC,0.14414721786862522
RECOMPOSED_ALL,CC(C)(C)Cc1cc(-c2cccc(-c3cc(CC(C)(C)C)[nH]n3)n2)n[nH]1,0.14251282292692427
RECOMPOSED_ALL,CCCCCCCCN(CCCCC(C)CCCC(C)C)C(=O)COCC(=O)N(CCCCCCCC)CCCCC(C)CCCC(C)C,0.1379080620265946
RECOMPOSED_ALL,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,0.13721920913583233
RECOMPOSED_ALL,COCCN(CCOC)C(=O)COCC(=O)N(CCOC)CCOC,0.1371079815699658
RECOMPOSED_ALL,CCN(CC)C(=O)COCC(=O)N(CC)CC,0.1364885713211193
RECOMPOSED_ALL,CCCCCCCCN(CCC(C)CC(C)(C)C)C(=O)COCC(=O)N(CCCCCCCC)CCC(C)CC(C)(C)C,0.13623964638222935
RECOMPOSED_ALL,CCCCCCCCN(CCCC(CCCC)CCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCC(CCCC)CCCCCC,0.13587466184370492
RECOMPOSED_ALL,CCCCCCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCCCCCC,0.13441250246604108
RECOMPOSED_ALL,CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@@H](CC)C(=O)N(CCCCCCCC)CCCCCCCC,0.13305676040555775
RECOMPOSED_ALL,CCCCCCCCCCN(CCCCCCCCCC)C(=O)[C@H](C)O[C@H](CC)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,0.13299995533136894
RECOMPOSED_ALL,CCCCCCCCN(C(=O)c1ccc2ccc3cccnc3c2n1)c1ccc(C)cc1,0.1312483117253233
RECOMPOSED_ALL,CCCCCCCCN(C)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.13026380753927544
RECOMPOSED_ALL,CCCCCCCCN(C)C(=O)C(CCCCCC)C(=O)N(C)CCCCCCCC,0.12892176408568257
RECOMPOSED_ALL,CCCCCCCCN(CCC)C(=O)COCC(=O)N(CCC)CCCCCCCC,0.1286413068207331
RECOMPOSED_ALL,c1cc2nc(c1)COc1ccccc1OCCOCCOc1ccccc1OC2,0.12655049797801238
RECOMPOSED_ALL,Cc1cc(-c2cc(C)cc(-c3nnc4c(n3)C(C)(C)CCC4(C)C)n2)nc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)c1,0.1253421641988075
RECOMPOSED_ALL,CCCCCCN(CCC(C)CCCC(C)C)C(=O)COCC(=O)N(CCCCCC)CCC(C)CCCC(C)C,0.1249496283588325
RECOMPOSED_ALL,CC12CCC(c3nnc(-c4cccc(-c5nnc6c(n5)C5(C)CCC6C5(C)C)n4)nc31)C2(C)C,0.12478767572660487
RECOMPOSED_ALL,CCCCCCCCN(CCCCCCCC)C(=O)CC(=O)N(CCCCCCCC)CCCCCCCC,0.12225351274029947
RECOMPOSED_ALL,CCCCCCN(CCCCCC)C(=O)CC(=O)N(CCCCCC)CCCCCC,0.12225351274029947
RECOMPOSED_ALL,CCCCCCCCN(CC)C(=O)COCC(=O)N(CC)CCCCCCCC,0.12082721243101607
RECOMPOSED_ALL,CCCCCCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCCCCCC,0.11914751852539537
RECOMPOSED_ALL,CCCCC(CC)CN(CC(=O)N(CC(CC)CCCC)CC(CC)CCCC)CC(=O)N(CC(CC)CCCC)CC(CC)CCCC,0.11904550195406441
RECOMPOSED_ALL,CCCCCCCCN(C)C(=O)C(CCOCCCCCC)C(=O)N(C)CCCCCCCC,0.11718745813922007
RECOMPOSED_ALL,CCCN(CCC)C(=O)COCC(=O)N(CCC)CCC,0.11566106542242843
RECOMPOSED_ALL,O=C(O)CN(CC(=O)O)C1CCCCC1N(CC(=O)O)CC(=O)O,0.11464836348947992
