,,,err__zero_shot,err__zero_shot,err__conditional,err__conditional,err__basis_shift,err__basis_shift,err__rescale,err__rescale,err__no_model_linear,err__no_model_linear
B1_MEAN_CURVE,widest,5,0.33472467360324215,3130,0.1647411155833124,3130,,3130,0.25769570499052474,3130,0.1304210271382118,3130
B1_MEAN_CURVE,widest,6,0.45511534778787555,835,0.21331892696835494,835,,835,0.3685394719680011,835,0.1880723993621521,835
B1_MEAN_CURVE,widest,7,0.24041542779322175,6750,0.140961707843757,6750,,6750,0.2308264657570696,6750,0.11490416603708868,6750
B1_MEAN_CURVE,widest,8,0.44584648563825197,395,0.3390078564075116,395,,395,0.43450850862785173,395,0.3253430196666903,395
B1_MEAN_CURVE,widest,9,0.7836404359813772,1205,0.3708675008911044,1205,,1205,0.6589257185605839,1205,0.3410376232789681,1205
B1_MEAN_CURVE,widest,10,0.6470322470572722,1820,0.26369017991328736,1820,,1820,0.5150238566826186,1820,0.21383852511455015,1820
B1_MEAN_CURVE,widest,11,0.9478815169803037,175,0.27081333492308574,175,,175,0.9478815169803037,175,0.18946841376371543,175
B1_MEAN_CURVE,widest,12,0.7820392280723424,1975,0.29473778000995293,1975,,1975,0.7242574891541006,1975,0.2980924388447788,1975
B1_MEAN_CURVE,widest,13,0.7073671593908736,51070,0.2750011124396786,51070,,51070,0.6362392396362635,51070,0.25033513804344265,51070
C_DIRECT_ROW,random,1,0.5274239080332409,36450,0.5012104404657545,36450,,36450,0.5235774783725766,36450,0.6273029778706137,36450
C_DIRECT_ROW,random,2,0.5426158965341588,32139,0.4626256494062712,32139,,32139,0.5232825077922223,32139,0.47093665032514637,32139
C_DIRECT_ROW,random,3,0.5219462384488388,25533,0.4062811070989317,25533,,25533,0.4921365945463826,25533,0.43360756792810085,25533
C_DIRECT_ROW,random,4,0.541937520095112,23991,0.3699964770033687,23991,,23991,0.49033317837907214,23991,0.3631792173606718,23991
C_DIRECT_ROW,random,5,0.5069552802389493,19523,0.33111561867566597,19523,,19523,0.45191062090205975,19523,0.33050395272259236,19523
C_DIRECT_ROW,random,6,0.5637333507140994,15987,0.3251433383445631,15987,,15987,0.48597297946302903,15987,0.3138116192135777,15987
C_DIRECT_ROW,random,7,0.6094187382617654,13075,0.3304106117202809,13075,,13075,0.5087800272482402,13075,0.3267705694450852,13075
C_DIRECT_ROW,random,8,0.5837082616839887,10548,0.2765054445210255,10548,,10548,0.47234951586253576,10548,0.2701418953676137,10548
C_DIRECT_ROW,random,9,0.6032862570871491,8345,0.2978907186765647,8345,,8345,0.4951256677740302,8345,0.2792720686353393,8345
C_DIRECT_ROW,random,10,0.6238482620345408,7033,0.2603583694399348,7033,,7033,0.4574215988405587,7033,0.25909002347515486,7033
C_DIRECT_ROW,random,11,0.5882210223695934,6178,0.2615384144766109,6178,,6178,0.4537727643640672,6178,0.2503725638363015,6178
C_DIRECT_ROW,random,12,0.553371727527457,3133,0.27614195617459253,3133,,3133,0.3802802151687352,3133,0.2760179415578419,3133
C_DIRECT_ROW,random,13,0.5661439914743691,2500,0.23454731260614303,2500,,2500,0.4223250154568572,2500,0.23894868737217959,2500
C_DIRECT_ROW,widest,2,0.15735706847541275,60,0.1047761013353954,60,,60,0.15735706847541275,60,0.10675558685738455,60
C_DIRECT_ROW,widest,3,0.28437030098576016,300,0.2207183024370895,300,,300,0.2439620427682105,300,0.17616098660946453,300
C_DIRECT_ROW,widest,4,0.2663469432233207,430,0.19252740150279954,430,,430,0.25686013737959457,430,0.18187708816194018,430
C_DIRECT_ROW,widest,5,0.2947018887722112,3130,0.16300430180879014,3130,,3130,0.2069636923067237,3130,0.1304210271382118,3130
C_DIRECT_ROW,widest,6,0.318248874883138,835,0.20278114230825114,835,,835,0.23194282311117567,835,0.1880723993621521,835
C_DIRECT_ROW,widest,7,0.19987052855338983,6750,0.12057478471040933,6750,,6750,0.18100221422498966,6750,0.11490416603708868,6750
C_DIRECT_ROW,widest,8,0.39945361345682484,395,0.33227233312876203,395,,395,0.38778315912067646,395,0.3253430196666903,395
C_DIRECT_ROW,widest,9,0.6598640253675132,1205,0.3745559505494604,1205,,1205,0.5378766133737641,1205,0.3410376232789681,1205
C_DIRECT_ROW,widest,10,0.5466257638240376,1820,0.2660632972603438,1820,,1820,0.38081851818756224,1820,0.21383852511455015,1820
C_DIRECT_ROW,widest,11,0.7363998401329639,175,0.27030810007455297,175,,175,0.4699259235042835,175,0.18946841376371543,175
C_DIRECT_ROW,widest,12,0.6754737509652142,1975,0.29409698857656025,1975,,1975,0.4817291568806297,1975,0.2980924388447788,1975
C_DIRECT_ROW,widest,13,0.5964060839071089,51070,0.25539904782989087,51070,,51070,0.44419542324631867,51070,0.25033513804344265,51070
M_SELECTED,random,1,0.5314326963874842,36450,0.5064099772099576,36450,0.6873677315534885,36450,0.5335121741995024,36450,0.6273029778706137,36450
M_SELECTED,random,2,0.5567041793386784,32139,0.48620827573097375,32139,1.2870680584794938,32139,0.5490941229879681,32139,0.47093665032514637,32139
M_SELECTED,random,3,0.520174306233129,25533,0.41569580359311836,25533,0.5135672492783809,25533,0.5066719372577144,25533,0.43360756792810085,25533
M_SELECTED,random,4,0.5458800041451548,23991,0.3935283842117845,23991,0.4925261866801281,23991,0.5189086146726148,23991,0.3631792173606718,23991
M_SELECTED,random,5,0.510609610043341,19523,0.35806192212761656,19523,0.42351149007227484,19523,0.4809869782689595,19523,0.33050395272259236,19523
M_SELECTED,random,6,0.574314191933357,15987,0.36676651742938127,15987,0.4287536627341933,15987,0.5246332615891809,15987,0.3138116192135777,15987
M_SELECTED,random,7,0.6270631147261486,13075,0.3658667035229402,13075,0.44500434150112633,13075,0.568237847783621,13075,0.3267705694450852,13075
M_SELECTED,random,8,0.6019395663536088,10548,0.321780263203978,10548,0.4168484802981575,10548,0.5299253839594578,10548,0.2701418953676137,10548
M_SELECTED,random,9,0.621273802728892,8345,0.3346850627163643,8345,0.4040337111835607,8345,0.5318256376824305,8345,0.2792720686353393,8345
M_SELECTED,random,10,0.6422603386665431,7033,0.30773686741582434,7033,0.40974071607854246,7033,0.5456847734817415,7033,0.25909002347515486,7033
M_SELECTED,random,11,0.5726288202922483,6178,0.2978312827195257,6178,0.37150524398121904,6178,0.5261942169258169,6178,0.2503725638363015,6178
M_SELECTED,random,12,0.5859979318069285,3133,0.2973604120815967,3133,0.3485797382754023,3133,0.4631207209216046,3133,0.2760179415578419,3133
M_SELECTED,random,13,0.5311326659857678,2500,0.26642138893283407,2500,0.3270694777983017,2500,0.42843257732235623,2500,0.23894868737217959,2500
M_SELECTED,widest,2,0.1563260364529036,60,0.09277411845579918,60,0.32665988277701646,60,0.1563260364529036,60,0.10675558685738455,60
M_SELECTED,widest,3,0.30150799077814355,300,0.21931604872243562,300,0.21674167299658062,300,0.26293956410706837,300,0.17616098660946453,300
M_SELECTED,widest,4,0.3019398623076353,430,0.2086617950095721,430,0.21393187549011486,430,0.29359849604345006,430,0.18187708816194018,430
M_SELECTED,widest,5,0.29261602132075015,3130,0.16646428226769117,3130,0.17226250746946117,3130,0.23055371448734352,3130,0.1304210271382118,3130
M_SELECTED,widest,6,0.41511332365120013,835,0.23105333034914655,835,0.2592693420210564,835,0.32288776208218156,835,0.1880723993621521,835
M_SELECTED,widest,7,0.22323824244076707,6750,0.11174008707952793,6750,0.13240478735212388,6750,0.204724772654564,6750,0.11490416603708868,6750
M_SELECTED,widest,8,0.40496884911728687,395,0.30366961720391,395,0.3385586662033736,395,0.3425462831347513,395,0.3253430196666903,395
M_SELECTED,widest,9,0.6969130071491414,1205,0.39376054364758717,1205,0.4687541451930007,1205,0.5850780497828657,1205,0.3410376232789681,1205
M_SELECTED,widest,10,0.5099218177137439,1820,0.2723141879406968,1820,0.3113615193036466,1820,0.4091070079586479,1820,0.21383852511455015,1820
M_SELECTED,widest,11,0.8634738128777684,175,0.27226970126152933,175,0.42116124643477104,175,0.7951268787135468,175,0.18946841376371543,175
M_SELECTED,widest,12,0.6931034466925399,1975,0.3089716514160783,1975,0.4227118178562277,1975,0.5522210960169169,1975,0.2980924388447788,1975
M_SELECTED,widest,13,0.6002160090789285,51070,0.28283571079642505,51070,0.362122576239794,51070,0.4829128247625252,51070,0.25033513804344265,51070
