label,candidate,n_ext,n_scr,n_str,feed_stage_offset,scrub_return_offset,oa_ext,s_over_a,w_over_a,scrub_acid_M,scrub_target_mM,strip_acid_M,ligand_total_M,saponification_degree,scrub_complexant_M,strip_anion_M,feed_dilution,f_bleed
transfer-unsupported,183,25,26,22,1,0,2.063876442,0.9254796267,4.484030232,4.650406748,13.59689074,4.000965283,0.002101755554,0,0,0,0,0
transfer-unsupported,184,7,1,9,5,0,4.310813914,3.111479564,2.462169257,4.847267641,24.59273281,0.0737782595,0.03893955062,0,0,0,0,0
transfer-unsupported,185,8,3,29,0,7,0.5263111215,3.095455363,3.649708979,1.485550863,32.81428949,4.376030664,0.2948546832,0,0,0,0,0
transfer-unsupported,186,9,11,21,6,0,1.723070393,1.547185055,1.828976939,2.913456623,21.18233999,4.862676892,0.2035344772,0,0,0,0,0
transfer-unsupported,187,28,1,12,3,0,0.6434590538,0.6326652924,3.98198922,0.1372526888,38.43772342,3.287381186,0.02393172742,0,0,0,0,0
transfer-unsupported,188,17,16,9,13,0,3.275297638,2.726433657,3.15309363,3.62402833,43.12596077,4.415867347,0.2420560646,0,0,0,0,0
transfer-unsupported,189,4,3,11,0,3,1.771309622,1.890018711,2.051963433,2.760682577,14.41328646,4.648245667,0.1592255165,0,0,0,0,0
transfer-unsupported,190,20,2,4,17,0,3.427745323,2.372563665,3.48013917,2.234106622,45.74960474,3.165472674,0.2781541033,0,0,0,0,0
transfer-unsupported,191,14,23,20,0,1,1.265372159,1.763099298,0.8919977129,4.173105414,15.61014507,4.975011016,0.01285402714,0,0,0,0,0
transfer-unsupported,192,14,11,6,0,4,2.792789654,3.390671136,3.81486632,1.894559972,46.00763789,0.6233031252,0.2239123122,0,0,0,0,0
transfer-unsupported,193,11,6,25,0,3,4.601135055,3.800249647,2.299833003,0.9853005377,0.8271330456,3.527846937,0.2851795418,0,0,0,0,0
transfer-unsupported,194,17,20,29,14,0,0.7793196592,1.097880995,2.823687713,2.441960558,1.369692051,1.594019583,0.1000990665,0,0,0,0,0
transfer-unsupported,195,16,19,7,0,11,0.918222829,4.519106521,1.321835751,4.509955487,37.86998902,0.8201145349,0.2700822026,0,0,0,0,0
transfer-unsupported,196,12,24,23,3,0,2.488906495,3.626852984,1.402925435,1.360041341,30.5265369,2.441245842,0.1016881862,0,0,0,0,0
transfer-unsupported,197,10,1,28,0,1,0.3115293631,4.169536815,1.387699502,2.252951206,38.56916537,3.959545018,0.2654638821,0,0,0,0,0
transfer-unsupported,198,5,17,2,4,0,2.695868463,2.330796427,4.596052452,2.666226273,21.97948441,0.1305063039,0.2183778765,0,0,0,0,0
transfer-unsupported,199,4,3,28,0,3,1.7553538,1.812702063,0.6771151999,2.298760005,29.1597905,2.411061885,0.08885817208,0,0,0,0,0
transfer-unsupported,200,1,29,14,0,0,2.044036353,4.325226965,4.25134359,4.549300733,27.5479146,1.771096467,0.1271048765,0,0,0,0,0
transfer-unsupported,201,3,17,19,0,2,0.5169175705,1.17417304,1.239491378,3.531950769,11.43410764,0.5503004645,0.003318262906,0,0,0,0,0
transfer-unsupported,202,24,16,4,7,0,0.4404610616,3.356122464,2.569217202,3.211512689,44.83195968,4.126760901,0.1338474403,0,0,0,0,0
transfer-unsupported,203,27,23,6,21,0,1.708313692,2.802835562,0.2589087744,0.6883435522,10.0084293,3.761521217,0.137225596,0,0,0,0,0
transfer-unsupported,204,28,24,28,14,0,1.312198622,4.396649343,2.178551467,2.615583988,35.95657572,3.044193061,0.1711992061,0,0,0,0,0
transfer-unsupported,205,11,2,22,10,0,1.413265227,1.483064595,0.4244606739,1.655828244,1.624210855,2.947043691,0.211243855,0,0,0,0,0
transfer-unsupported,206,30,27,10,18,0,1.513316974,3.570476083,4.342392018,2.930747374,31.03401521,4.567085928,0.1558248341,0,0,0,0,0
transfer-unsupported,207,13,1,12,8,0,2.706293696,4.693413825,1.788475965,1.986937702,5.046573558,2.603153071,0.06769305731,0,0,0,0,0
transfer-unsupported,208,16,29,21,15,0,2.716867603,3.059129986,4.993258808,3.011087003,5.677092315,4.418939817,0.1922779305,0,0,0,0,0
transfer-unsupported,209,6,30,19,2,0,0.2095155287,3.777121573,1.714967482,4.500725741,13.09466365,0.7415720952,0.1532422492,0,0,0,0,0
transfer-unsupported,210,7,14,15,1,0,4.130271836,1.117011867,2.403309903,0.5883207219,9.202447913,0.8332049755,0.08931830944,0,0,0,0,0
transfer-unsupported,211,5,15,23,4,0,3.993850512,0.5532241969,2.013644771,1.353761936,49.16242605,1.508699166,0.1510571465,0,0,0,0,0
transfer-unsupported,212,22,7,27,16,0,2.149275248,1.178185086,3.94128317,0.3607876806,2.538187065,0.6585220816,0.2620552452,0,0,0,0,0
transfer-unsupported,213,17,2,11,5,0,2.975100501,2.457330143,0.721934259,4.983851894,25.34304461,3.517825648,0.2222996757,0,0,0,0,0
transfer-unsupported,214,14,3,13,1,0,3.118872976,0.4400686037,4.727578929,3.694854608,4.416024311,2.783641424,0.2741863079,0,0,0,0,0
transfer-unsupported,215,3,30,8,0,2,1.574855769,0.3435112284,4.707303422,3.973333688,7.586069779,3.852941412,0.06476262996,0,0,0,0,0
transfer-unsupported,216,7,9,18,6,0,2.183650117,1.406020603,2.660037977,1.565994005,46.25474967,2.162463226,0.1854530651,0,0,0,0,0
transfer-unsupported,217,3,29,10,0,2,4.466893876,1.032817567,2.829883681,2.345218281,16.98155174,2.770034548,0.02274302283,0,0,0,0,0
transfer-unsupported,218,12,15,29,1,0,2.256213503,3.160061186,4.978295076,2.098813735,49.557334,2.102180634,0.2471818528,0,0,0,0,0
transfer-unsupported,219,23,25,17,0,15,0.313550774,2.643350619,1.018692718,0.8642222118,10.46477912,0.5368043636,0.0179973434,0,0,0,0,0
transfer-unsupported,220,23,4,16,3,0,2.873939335,0.7174069215,1.367480562,0.5049465749,47.19095597,0.269582563,0.007472305376,0,0,0,0,0
transfer-unsupported,221,11,13,28,0,10,0.3533003114,3.426338494,3.135258704,1.290424035,18.03705258,4.810345565,0.1568063063,0,0,0,0,0
transfer-unsupported,222,25,15,27,0,21,0.6756533618,1.296704492,3.776265963,3.856344123,20.83996514,0.8789562392,0.01500616927,0,0,0,0,0
transfer-unsupported,223,14,12,20,7,0,3.756113082,2.786419099,2.603795014,3.895073891,26.53787409,4.284487471,0.1897624053,0,0,0,0,0
transfer-unsupported,224,10,15,23,0,9,3.59647604,3.300592808,2.986619945,4.958537276,39.5508258,3.799379486,0.1653723311,0,0,0,0,0
transfer-unsupported,225,29,19,5,7,0,2.672252828,4.020707345,4.856631313,1.389319796,1.819669498,0.4155101924,0.2088128395,0,0,0,0,0
transfer-unsupported,226,2,22,24,0,1,0.7296853485,1.348247208,4.155456174,0.6729000849,44.83556862,2.564630265,0.03073311607,0,0,0,0,0
transfer-unsupported,227,9,11,28,8,0,3.911900325,0.2698360582,3.86350236,0.8788645433,6.044673388,3.912449701,0.2412549688,0,0,0,0,0
transfer-unsupported,228,29,4,9,5,0,4.58059152,1.321988979,0.4059340448,2.718956256,18.48859748,2.136523115,0.1361038472,0,0,0,0,0
transfer-unsupported,229,28,6,1,0,2,2.830991989,3.894944382,2.342728983,4.594869519,45.38432048,4.94512102,0.152085279,0,0,0,0,0
transfer-unsupported,230,26,14,9,0,7,2.903868887,3.404381878,4.498207698,3.279143193,40.02005864,4.342222998,0.08619936598,0,0,0,0,0
transfer-unsupported,231,2,9,7,0,1,4.978019543,3.491563745,1.067219605,0.5729997001,12.66036014,1.666138443,0.1916356934,0,0,0,0,0
transfer-unsupported,232,7,17,3,0,6,1.542815293,2.707181967,0.7978780771,2.062076167,40.9375521,0.3443473224,0.1186751314,0,0,0,0,0
transfer-unsupported,233,2,17,24,0,1,1.388714255,3.336777302,3.251920846,1.689741438,20.1919606,3.816387017,0.1998227334,0,0,0,0,0
transfer-unsupported,234,18,1,8,0,0,0.342311105,2.77381669,4.773918127,3.820530671,16.57747154,1.955826231,0.1330384304,0,0,0,0,0
transfer-unsupported,235,16,24,1,0,11,4.848451464,4.853744888,3.897757987,4.156594194,29.84592642,3.672602341,0.2985155141,0,0,0,0,0
transfer-unsupported,236,27,3,6,13,0,2.36866342,1.727968821,4.391435105,3.357021274,33.64098529,1.926475634,0.2003044166,0,0,0,0,0
transfer-unsupported,237,1,24,14,0,0,3.36081399,0.4950100212,4.168725761,1.720977458,20.1393072,1.685872293,0.009783498311,0,0,0,0,0
transfer-unsupported,238,25,22,25,2,0,2.930253974,1.008109764,1.039744961,3.08930475,3.917023955,1.805484869,0.2829495116,0,0,0,0,0
transfer-unsupported,239,29,14,8,5,0,2.511797015,4.259915201,3.111424005,0.2304978819,36.07468755,0.430990971,0.146828097,0,0,0,0,0
transfer-unsupported,240,20,5,19,6,0,2.949426286,4.825703655,4.424152826,3.153223322,15.42415001,2.885859376,0.08045873313,0,0,0,0,0
transfer-unsupported,241,2,3,14,0,1,1.688866098,1.54114665,4.551142303,1.803413841,49.87500343,4.883312411,0.09333324874,0,0,0,0,0
transfer-unsupported,242,8,6,24,0,7,3.139101228,1.975893158,2.274721044,3.683799667,38.26266123,3.104740273,0.2376137128,0,0,0,0,0
transfer-unsupported,243,22,18,9,4,0,2.288934859,4.9522626,0.9439818668,2.466799307,10.86240144,1.222790571,0.0843850581,0,0,0,0,0
transfer-unsupported,244,18,2,13,17,0,2.479346331,4.716938286,2.539917887,1.452445405,42.15788943,2.707686651,0.2052444153,0,0,0,0,0
transfer-unsupported,245,4,24,15,0,3,3.218385685,1.693660929,1.610250059,1.849667586,32.50175836,4.501803446,0.2714644421,0,0,0,0,0
transfer-unsupported,246,9,6,3,3,0,3.04522738,3.156793699,0.9059436204,4.627259368,23.33378013,1.310179406,0.2017306529,0,0,0,0,0
transfer-unsupported,247,23,2,19,16,0,2.01828857,0.9948438374,2.434210712,0.4218893753,6.720559317,4.454047615,0.002385711215,0,0,0,0,0
transfer-unsupported,248,30,3,16,0,25,1.981915685,1.933891736,0.9560830797,0.5181364462,40.35193895,0.9659440937,0.1948591603,0,0,0,0,0
transfer-unsupported,249,7,25,20,0,6,3.989175016,1.242416185,4.46795207,1.501406126,41.37502899,4.083349675,0.1603851508,0,0,0,0,0
transfer-unsupported,250,11,23,4,10,0,3.877991233,4.731345904,1.570455325,4.532884828,19.31331348,0.90001489,0.2159425371,0,0,0,0,0
transfer-unsupported,251,6,26,29,5,0,2.910020286,4.376469531,3.87761889,2.504872784,22.82839184,4.066330195,0.03170729879,0,0,0,0,0
transfer-unsupported,252,23,26,19,22,0,1.127783495,3.44402859,4.733184817,4.278070436,23.70265633,1.295104881,0.1390408284,0,0,0,0,0
transfer-unsupported,253,25,16,26,7,0,0.8678423848,1.777503502,3.008014447,0.9218064591,35.33527361,1.907076711,0.2344307766,0,0,0,0,0
transfer-unsupported,254,6,29,18,5,0,4.599589708,0.7550838764,1.986194648,3.221606088,27.91136371,3.624623726,0.281240311,0,0,0,0,0
transfer-unsupported,255,24,21,17,0,0,4.399000918,2.98302604,3.076798439,2.567772993,13.36788577,3.065521029,0.1736114525,0,0,0,0,0
transfer-unsupported,256,19,20,27,5,0,2.619006943,4.644021513,3.694113311,1.022926197,6.197485836,0.6467967628,0.09179148744,0,0,0,0,0
transfer-unsupported,257,7,22,2,0,0,2.421293101,4.896450109,2.52888573,1.236661945,17.15061488,0.08860942564,0.06952179904,0,0,0,0,0
transfer-unsupported,258,2,28,1,0,1,1.630666944,0.678823362,4.091048358,0.7164546514,22.52408813,2.723319197,0.03961251093,0,0,0,0,0
transfer-unsupported,259,22,17,21,0,5,0.9611758001,3.305371249,2.795704342,4.423859981,38.95665248,0.46732762,0.1936486307,0,0,0,0,0
transfer-unsupported,260,25,25,4,7,0,3.946769543,1.66161279,3.310286557,1.868842954,20.68579217,2.997037341,0.1586951252,0,0,0,0,0
transfer-unsupported,261,8,30,30,0,1,2.659000216,1.980970306,1.082654647,3.765175492,32.17819351,0.5917099067,0.06375174939,0,0,0,0,0
transfer-unsupported,262,5,22,29,0,4,4.991390274,4.101472897,0.4881066671,3.646025157,25.27304543,4.285719052,0.177119968,0,0,0,0,0
transfer-unsupported,263,13,7,21,0,12,3.929435313,3.934710485,1.888953834,0.9281085266,31.43582382,1.332693377,0.02864968945,0,0,0,0,0
transfer-unsupported,264,22,20,27,0,1,0.8384826679,3.677363253,0.9237257871,1.154237024,18.59281665,1.571665136,0.1438602832,0,0,0,0,0
transfer-unsupported,265,19,21,11,0,1,0.9887400962,0.5419114138,0.2904056204,3.397652048,15.75526459,0.3838057903,0.2847260986,0,0,0,0,0
transfer-unsupported,266,28,20,30,0,4,4.532876455,4.666069085,1.662548221,1.398904408,48.99679031,0.7076090106,0.04234674653,0,0,0,0,0
transfer-unsupported,267,27,16,21,0,4,3.407897496,0.3475697587,0.6462867808,0.4081669563,27.07857821,1.401019615,0.006309902774,0,0,0,0,0
transfer-unsupported,268,3,19,8,0,2,3.228662413,3.722986106,1.556676034,2.786228303,48.06550515,4.355712607,0.1645786498,0,0,0,0,0
transfer-unsupported,269,9,10,19,8,0,4.75074525,3.878801941,3.231557833,0.4570740174,22.89112831,4.731500721,0.2724998439,0,0,0,0,0
transfer-unsupported,270,10,15,6,9,0,2.73908219,3.474074549,0.8619022847,0.6231782893,25.10749589,3.893518687,0.1194595944,0,0,0,0,0
transfer-unsupported,271,17,13,14,0,6,3.506757252,1.238369846,4.65688773,1.601982804,11.5004211,0.489543681,0.04510261539,0,0,0,0,0
transfer-unsupported,272,9,14,1,8,0,2.965787373,1.896843438,3.521891047,1.162896463,46.98789964,3.656762126,0.1158736795,0,0,0,0,0
transfer-unsupported,273,21,6,29,0,13,4.95580437,3.07712337,1.262333967,4.044062803,28.74843056,4.928508136,0.02678157184,0,0,0,0,0
transfer-unsupported,274,2,5,5,0,1,1.157374411,2.948640356,2.486571966,2.174036576,25.56214425,2.326047982,0.03495995599,0,0,0,0,0
transfer-unsupported,275,30,10,25,0,16,3.803517548,2.235727468,2.507604035,0.3890218806,11.9335522,3.68729757,0.2906334011,0,0,0,0,0
transfer-unsupported,276,16,4,15,15,0,0.2238068675,3.517959135,1.974714437,2.865152227,0.07580762043,3.410289287,0.2291858594,0,0,0,0,0
transfer-unsupported,277,3,17,9,2,0,0.5429998,4.923884553,3.186485107,0.1724404385,48.64729219,2.190010302,0.1315519409,0,0,0,0,0
transfer-unsupported,278,5,30,6,0,3,4.782287109,3.547092167,3.095787435,1.004590548,48.23730671,4.754309737,0.2758863567,0,0,0,0,0
transfer-unsupported,279,8,11,12,0,7,0.2877420887,1.386445617,4.577762526,4.018352965,28.00171985,0.6267127571,0.2578852798,0,0,0,0,0
transfer-unsupported,280,7,12,10,0,6,4.354718642,4.236536499,4.213825855,4.332996927,43.64552017,0.2071635222,0.1054925104,0,0,0,0,0
transfer-unsupported,281,8,1,13,7,0,1.646147695,0.7705144003,1.518545049,4.77743637,3.651188351,3.185118777,0.2927636459,0,0,0,0,0
transfer-unsupported,282,18,17,10,0,13,2.088589747,2.059582095,3.058779341,3.837584462,29.4928221,2.893788241,0.1101363469,0,0,0,0,0
transfer-unsupported,283,26,18,25,0,2,2.572058112,1.634505644,3.841974911,0.857405837,21.60120044,3.548681142,0.0788489217,0,0,0,0,0
transfer-unsupported,284,24,11,6,0,20,3.205752427,4.358917987,1.130294028,2.551482915,47.10560832,2.119579641,0.01667146836,0,0,0,0,0
transfer-unsupported,285,1,1,20,0,0,3.64915931,2.077888072,3.568638154,2.190231066,44.34251922,4.481619599,0.06065771035,0,0,0,0,0
transfer-unsupported,286,6,1,11,0,4,2.26649125,0.7326898047,2.440012068,0.05215737104,30.47932104,1.465829244,0.1973360345,0,0,0,0,0
transfer-unsupported,287,9,13,2,8,0,3.8590226,0.3226236055,2.280223357,1.467462253,37.79595316,0.7924800894,0.06283833183,0,0,0,0,0
transfer-unsupported,288,19,28,14,0,18,2.393609719,3.858448073,0.8350567357,2.381854847,8.23763474,3.596569694,0.09066206762,0,0,0,0,0
transfer-unsupported,289,28,13,13,8,0,4.159169402,2.252877518,1.998301052,1.037199779,42.6862884,3.273290217,0.2678049008,0,0,0,0,0
transfer-unsupported,290,3,17,5,0,2,2.86394791,2.630153787,2.980926915,1.678783462,46.65354259,1.619467441,0.09434669238,0,0,0,0,0
transfer-unsupported,291,10,4,21,9,0,3.255217472,4.464839345,3.113313108,0.8251027523,27.79336793,4.181104827,0.05701002688,0,0,0,0,0
transfer-unsupported,292,12,8,29,6,0,4.105369202,3.657234136,3.759810221,3.190616167,24.94210437,1.416958842,0.2388495762,0,0,0,0,0
transfer-unsupported,293,2,25,25,1,0,4.862170904,0.4739311573,2.963828394,2.788300975,8.486656541,1.720278715,0.0590723312,0,0,0,0,0
transfer-unsupported,294,21,29,15,0,20,1.027421086,4.995356355,1.189092137,2.938924734,32.40309422,1.755863537,0.1676045241,0,0,0,0,0
transfer-unsupported,295,27,7,23,0,0,2.082069863,0.801012645,2.931402884,3.516806343,1.121578658,3.353716111,0.1256267185,0,0,0,0,0
transfer-unsupported,296,19,26,12,16,0,1.084045434,1.454943054,0.7679777557,3.614143183,48.38154003,1.016887538,0.0530840134,0,0,0,0,0
transfer-unsupported,297,21,10,1,0,10,1.165946417,0.5863986035,2.939178167,4.652762223,36.19280256,4.399389007,0.1129507316,0,0,0,0,0
transfer-unsupported,298,12,14,16,0,3,3.739274211,3.378896712,0.5156379132,4.096988426,6.943351169,3.778147078,0.07283485305,0,0,0,0,0
transfer-unsupported,299,23,12,21,0,10,4.76012218,4.775651162,3.740815576,3.726405284,14.00602227,2.508957597,0.03564486092,0,0,0,0,0
