label,draw,candidate,status,regime_status,in_domain,on_spec,purity_mol,recovery_from_feed,recovery_total,net_product_mol_h,n_stages_total,n_ext,n_scr,n_str,oa_ext,s_over_a,w_over_a,consumption_index,consumption_index_incomplete,acid_mol_per_kg_oxide,throughput_kg_oxide_per_h,throughput_mol_T_per_h_per_L_org,max_loading,flags,n_flags,ood_distance_max,balance_rel_max,iterations,front,feed_stage_offset,scrub_return_offset,scrub_acid_M,scrub_target_mM,strip_acid_M,ligand_total_M,saponification_degree,scrub_complexant_M,strip_anion_M,feed_dilution,f_bleed
transfer-unsupported,42,173,converged_newton,INADMISSIBLE,False,False,0.9880088021,1.135807594e-08,0.02941638698,-0.01176331121,64,28,22,14,4.424087052,1.081517556,4.514115474,61504.39588,False,61504.39588,0.0003711803834,0.000498685717,0.687236593,COST_INCOMPLETE|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|THIRD_PHASE_RISK,5,0,7.553627794e-13,13,4,0,3,0.5932785534,12.91660977,4.915156512,0.05106594111,0,0,0,0,0
transfer-unsupported,43,173,converged_newton,INADMISSIBLE,False,False,1,0.005801302779,0.0295690138,-0.0117518642,64,28,22,14,4.424087052,1.081517556,4.514115474,61186.92772,False,61186.92772,0.0003731062515,0.000501273146,0.7558374944,COST_INCOMPLETE|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|THIRD_PHASE_RISK,5,0,1.902334757e-15,14,10,0,3,0.5932785534,12.91660977,4.915156512,0.05106594111,0,0,0,0,0
transfer-unsupported,44,173,failed,INADMISSIBLE,False,,,,,,64,28,22,14,4.424087052,1.081517556,4.514115474,,True,,,,,HIGH_LOADING|NOT_CONVERGED|OA_ASSUMED|OOD_METAL|THIRD_PHASE_RISK,5,1.682963063,1,20,11,0,3,0.5932785534,12.91660977,4.915156512,0.05106594111,0,0,0,0,0
transfer-unsupported,45,173,converged_newton,INADMISSIBLE,False,False,0.7680661733,3.48909352e-07,0.02592247889,-0.01202535431,64,28,22,14,4.424087052,1.081517556,4.514115474,69794.13958,False,69794.13958,0.000327093727,0.0004394547155,0.7892778377,COST_INCOMPLETE|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|THIRD_PHASE_RISK,5,0,1.766453703e-15,21,6,0,3,0.5932785534,12.91660977,4.915156512,0.05106594111,0,0,0,0,0
transfer-unsupported,46,173,converged_newton,IN_DOMAIN_WITH_CAVEATS,True,False,1,7.94760194e-23,0.01945183348,-0.01251065272,64,28,22,14,4.424087052,1.081517556,4.514115474,93011.13502,False,93011.13502,0.0002454461526,0.0003297601276,0.4382406518,COST_INCOMPLETE|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED,3,0,7.019055918e-16,6,8,0,3,0.5932785534,12.91660977,4.915156512,0.05106594111,0,0,0,0,0
transfer-unsupported,47,173,converged_newton,INADMISSIBLE,False,False,1,0.01926585669,0.0295686341,-0.01175189267,64,28,22,14,4.424087052,1.081517556,4.514115474,61187.71343,False,61187.71343,0.0003731014604,0.0005012667092,0.881606129,COST_INCOMPLETE|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|THIRD_PHASE_RISK,5,0,1.633801765e-12,21,10,0,3,0.5932785534,12.91660977,4.915156512,0.05106594111,0,0,0,0,0
transfer-unsupported,48,173,converged_newton,INADMISSIBLE,False,False,0.7748900559,6.418732677e-24,0.02723680872,-0.01192677958,64,28,22,14,4.424087052,1.081517556,4.514115474,66426.17821,False,66426.17821,0.000343678138,0.0004617360893,0.7754649722,COST_INCOMPLETE|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|THIRD_PHASE_RISK,5,0,7.966054573e-14,74,6,0,3,0.5932785534,12.91660977,4.915156512,0.05106594111,0,0,0,0,0
transfer-unsupported,49,173,converged_newton,INADMISSIBLE,False,False,1,0.01682401059,0.02957101568,-0.01175171406,64,28,22,14,4.424087052,1.081517556,4.514115474,61182.78551,False,61182.78551,0.0003731315115,0.0005013070833,0.8481033292,COST_INCOMPLETE|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|THIRD_PHASE_RISK,5,0,1.930217055e-13,34,8,0,3,0.5932785534,12.91660977,4.915156512,0.05106594111,0,0,0,0,0
transfer-unsupported,50,173,converged_newton,INADMISSIBLE,False,False,0.7842160539,0.0007976621756,0.02528640533,-0.01207305983,64,28,22,14,4.424087052,1.081517556,4.514115474,71549.79469,False,71549.79469,0.0003190676554,0.000428671583,0.8068037356,COST_INCOMPLETE|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|THIRD_PHASE_RISK,5,0,7.847375096e-13,23,6,0,3,0.5932785534,12.91660977,4.915156512,0.05106594111,0,0,0,0,0
transfer-unsupported,51,173,converged_newton,INADMISSIBLE,False,False,0.9999999555,2.88339516e-11,0.02956686613,-0.01175202527,64,28,22,14,4.424087052,1.081517556,4.514115474,61191.37219,False,61191.37219,0.0003730791519,0.0005012367374,0.6283271141,COST_INCOMPLETE|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|THIRD_PHASE_RISK,5,0,6.794052702e-16,15,3,0,3,0.5932785534,12.91660977,4.915156512,0.05106594111,0,0,0,0,0
transfer-unsupported,52,173,converged_newton,INADMISSIBLE,False,False,0.9889718276,0.01352121757,0.02891381107,-0.0118010044,64,28,22,14,4.424087052,1.081517556,4.514115474,62573.45687,False,62573.45687,0.0003648388052,0.0004901657235,0.8252774472,COST_INCOMPLETE|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|THIRD_PHASE_RISK,5,0,1.449850847e-13,22,5,0,3,0.5932785534,12.91660977,4.915156512,0.05106594111,0,0,0,0,0
transfer-unsupported,53,173,converged_newton,INADMISSIBLE,False,False,0.9956658706,0.02134542874,0.02932302461,-0.01177031339,64,28,22,14,4.424087052,1.081517556,4.514115474,61700.22137,False,61700.22137,0.000370002323,0.0004971029775,0.9267075333,COST_INCOMPLETE|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|THIRD_PHASE_RISK,5,0,2.581740027e-15,31,5,0,3,0.5932785534,12.91660977,4.915156512,0.05106594111,0,0,0,0,0
transfer-unsupported,54,173,converged_newton,INADMISSIBLE,False,False,0.9573907059,0.001832372107,0.02844248069,-0.01183635418,64,28,22,14,4.424087052,1.081517556,4.514115474,63610.38369,False,63610.38369,0.0003588914878,0.0004821754244,0.7594042898,COST_INCOMPLETE|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|THIRD_PHASE_RISK,5,0,1.630572649e-15,15,5,0,3,0.5932785534,12.91660977,4.915156512,0.05106594111,0,0,0,0,0
transfer-unsupported,55,173,converged_newton,INADMISSIBLE,False,False,1,5.180527715e-05,0.02956806092,-0.01175193566,64,28,22,14,4.424087052,1.081517556,4.514115474,61188.89957,False,61188.89957,0.0003730942279,0.0005012569922,0.6984601568,COST_INCOMPLETE|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|THIRD_PHASE_RISK,5,0,1.494691594e-15,11,7,0,3,0.5932785534,12.91660977,4.915156512,0.05106594111,0,0,0,0,0
transfer-unsupported,56,173,converged_newton,INADMISSIBLE,False,False,1,0.001150177221,0.02956819514,-0.0117519256,64,28,22,14,4.424087052,1.081517556,4.514115474,61188.62182,False,61188.62182,0.0003730959215,0.0005012592675,0.7288106963,COST_INCOMPLETE|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|THIRD_PHASE_RISK,5,0,5.083863973e-15,25,3,0,3,0.5932785534,12.91660977,4.915156512,0.05106594111,0,0,0,0,0
transfer-unsupported,57,173,failed,INADMISSIBLE,False,,,,,,64,28,22,14,4.424087052,1.081517556,4.514115474,,True,,,,,HIGH_LOADING|NOT_CONVERGED|OA_ASSUMED|THIRD_PHASE_RISK,4,0,0.9999999996,20,9,0,3,0.5932785534,12.91660977,4.915156512,0.05106594111,0,0,0,0,0
transfer-unsupported,58,173,converged_newton,INADMISSIBLE,False,False,1,7.451241733e-05,0.02956806644,-0.01175193525,64,28,22,14,4.424087052,1.081517556,4.514115474,61188.88814,False,61188.88814,0.0003730942976,0.0005012570858,0.6958239308,COST_INCOMPLETE|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|THIRD_PHASE_RISK,5,0,1.630572649e-15,10,12,0,3,0.5932785534,12.91660977,4.915156512,0.05106594111,0,0,0,0,0
transfer-unsupported,59,173,converged_newton,INADMISSIBLE,False,False,0.8295548082,3.455935523e-08,0.02721164138,-0.01192866713,64,28,22,14,4.424087052,1.081517556,4.514115474,66487.61405,False,66487.61405,0.0003433605727,0.0004613094362,0.7524907981,COST_INCOMPLETE|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|THIRD_PHASE_RISK,5,0,4.117195937e-14,19,5,0,3,0.5932785534,12.91660977,4.915156512,0.05106594111,0,0,0,0,0
transfer-unsupported,60,173,converged_newton,INADMISSIBLE,False,False,0.8784116095,1.310739488e-11,0.02841300447,-0.0118385649,64,28,22,14,4.424087052,1.081517556,4.514115474,63676.37438,False,63676.37438,0.0003585195524,0.0004816757244,0.7144717573,COST_INCOMPLETE|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|THIRD_PHASE_RISK,5,0,1.801769429e-13,16,5,0,3,0.5932785534,12.91660977,4.915156512,0.05106594111,0,0,0,0,0
transfer-unsupported,61,173,failed,INADMISSIBLE,False,,,,,,64,28,22,14,4.424087052,1.081517556,4.514115474,,True,,,,,HIGH_LOADING|NOT_CONVERGED|OA_ASSUMED|OOD_METAL|THIRD_PHASE_RISK,5,5.978492169,0.9999698482,20,12,0,3,0.5932785534,12.91660977,4.915156512,0.05106594111,0,0,0,0,0
transfer-unsupported,62,173,converged_newton,INADMISSIBLE,False,False,1,0.001412371013,0.02956823012,-0.01175192297,64,28,22,14,4.424087052,1.081517556,4.514115474,61188.54941,False,61188.54941,0.0003730963629,0.0005012598607,0.7287669386,COST_INCOMPLETE|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|THIRD_PHASE_RISK,5,0,3.723140881e-12,24,7,0,3,0.5932785534,12.91660977,4.915156512,0.05106594111,0,0,0,0,0
transfer-unsupported,63,173,converged_newton,INADMISSIBLE,False,False,1,3.173304181e-05,0.02956805618,-0.01175193602,64,28,22,14,4.424087052,1.081517556,4.514115474,61188.90937,False,61188.90937,0.0003730941681,0.0005012569119,0.69244991,COST_INCOMPLETE|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|THIRD_PHASE_RISK,5,0,1.087048432e-15,14,9,0,3,0.5932785534,12.91660977,4.915156512,0.05106594111,0,0,0,0,0
transfer-unsupported,0,174,converged_newton,INADMISSIBLE,False,False,0.9925471642,0.3134722744,0.3601889114,0.01906900132,46,29,2,15,4.368038652,2.751012799,3.203723242,4244.776522,False,4244.776522,0.004544917713,0.006184507627,0.6945978581,COST_INCOMPLETE|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|THIRD_PHASE_RISK,5,0,6.444821075e-15,72,3,0,3,4.395972678,2.888087994,2.247005236,0.08557314074,0,0,0,0,0
transfer-unsupported,1,174,converged_newton,INADMISSIBLE,False,False,0.9955896306,0.2391825625,0.2648493454,0.01191853387,46,29,2,15,4.368038652,2.751012799,3.203723242,5772.796728,False,5772.796728,0.003341908768,0.004547510334,0.8622363428,COST_INCOMPLETE|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|THIRD_PHASE_RISK,5,0,2.432618638e-15,72,5,0,3,4.395972678,2.888087994,2.247005236,0.08557314074,0,0,0,0,0
transfer-unsupported,2,174,converged_newton,INADMISSIBLE,False,False,0.7793959709,0.1150353438,0.1272806962,0.001600885179,46,29,2,15,4.368038652,2.751012799,3.203723242,12012.20201,False,12012.20201,0.001606046917,0.002185432176,0.9534140656,COST_INCOMPLETE|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|THIRD_PHASE_RISK,5,0,9.966094572e-14,111,5,0,3,4.395972678,2.888087994,2.247005236,0.08557314074,0,0,0,0,0
transfer-unsupported,3,174,converged_newton,INADMISSIBLE,False,False,0.7195522816,0.2076342987,0.2574911579,0.01136666981,46,29,2,15,4.368038652,2.751012799,3.203723242,5937.762861,False,5937.762861,0.003249062055,0.004421168947,0.7499924393,COST_INCOMPLETE|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|THIRD_PHASE_RISK,5,0,2.260780328e-15,117,4,0,3,4.395972678,2.888087994,2.247005236,0.08557314074,0,0,0,0,0
transfer-unsupported,4,174,converged_newton,INADMISSIBLE,False,False,0.6890287959,0.03681950221,0.08233497864,-0.00177004364,46,29,2,15,4.368038652,2.751012799,3.203723242,18569.52488,False,18569.52488,0.001038915111,0.001413706217,0.9673810515,COST_INCOMPLETE|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|THIRD_PHASE_RISK,5,0,2.919142366e-15,33,2,0,3,4.395972678,2.888087994,2.247005236,0.08557314074,0,0,0,0,0
transfer-unsupported,5,174,converged_newton,INADMISSIBLE,False,False,0.4945271989,0.06995232678,0.1320153343,0.001955983036,46,29,2,15,4.368038652,2.751012799,3.203723242,11581.39274,False,11581.39274,0.001665789291,0.002266726754,0.7007609236,COST_INCOMPLETE|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|THIRD_PHASE_RISK,5,0,1.416108397e-12,24,4,0,3,4.395972678,2.888087994,2.247005236,0.08557314074,0,0,0,0,0
transfer-unsupported,6,174,converged_newton,INADMISSIBLE,False,False,0.8880280935,0.2257385948,0.2507095536,0.01085804948,46,29,2,15,4.368038652,2.751012799,3.203723242,6098.377237,False,6098.377237,0.003163490753,0.004304727595,0.8481446863,COST_INCOMPLETE|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|THIRD_PHASE_RISK,5,0,2.594793214e-15,59,3,0,3,4.395972678,2.888087994,2.247005236,0.08557314074,0,0,0,0,0
transfer-unsupported,7,174,converged_newton,INADMISSIBLE,False,False,0.7885897242,0.1675965868,0.1860006995,0.006004885425,46,29,2,15,4.368038652,2.751012799,3.203723242,8219.9768,False,8219.9768,0.002346984727,0.003193665069,0.9050538191,COST_INCOMPLETE|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|THIRD_PHASE_RISK,5,0,6.40346729e-14,118,4,0,3,4.395972678,2.888087994,2.247005236,0.08557314074,0,0,0,0,0
transfer-unsupported,8,174,converged_newton,INADMISSIBLE,False,False,0.9572056756,0.1955937437,0.2163755651,0.008283000346,46,29,2,15,4.368038652,2.751012799,3.203723242,7066.054034,False,7066.054034,0.002730259337,0.00371520691,0.8989454033,COST_INCOMPLETE|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|THIRD_PHASE_RISK,5,0,1.765484235e-13,23,5,0,3,4.395972678,2.888087994,2.247005236,0.08557314074,0,0,0,0,0
transfer-unsupported,9,174,converged_newton,INADMISSIBLE,False,False,0.7602054379,0.2223207316,0.2588290918,0.01146701485,46,29,2,15,4.368038652,2.751012799,3.203723242,5907.069502,False,5907.069502,0.003265944305,0.00444414151,0.7944572736,COST_INCOMPLETE|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|THIRD_PHASE_RISK,5,0,8.854505875e-16,80,3,0,3,4.395972678,2.888087994,2.247005236,0.08557314074,0,0,0,0,0
transfer-unsupported,10,174,converged_newton,INADMISSIBLE,False,False,0.8115750898,0.2423712721,0.2759793083,0.01275328108,46,29,2,15,4.368038652,2.751012799,3.203723242,5539.985748,False,5539.985748,0.003482348309,0.004738613774,0.7880200619,COST_INCOMPLETE|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|THIRD_PHASE_RISK,5,0,1.116532955e-15,33,4,0,3,4.395972678,2.888087994,2.247005236,0.08557314074,0,0,0,0,0
transfer-unsupported,11,174,converged_newton,INADMISSIBLE,False,False,0.7454781111,0.2313168564,0.289850614,0.01379362901,46,29,2,15,4.368038652,2.751012799,3.203723242,5274.860087,False,5274.860087,0.003657378525,0.004976786558,0.6517761198,COST_INCOMPLETE|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|THIRD_PHASE_RISK,5,0,1.135222031e-15,14,3,0,3,4.395972678,2.888087994,2.247005236,0.08557314074,0,0,0,0,0
transfer-unsupported,12,174,converged_newton,INADMISSIBLE,False,False,0.8320012808,0.2377817329,0.267681283,0.01213092919,46,29,2,15,4.368038652,2.751012799,3.203723242,5711.723351,False,5711.723351,0.003377642581,0.004596135205,0.8100988977,COST_INCOMPLETE|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|THIRD_PHASE_RISK,5,0,2.40508267e-13,27,4,0,3,4.395972678,2.888087994,2.247005236,0.08557314074,0,0,0,0,0
transfer-unsupported,13,174,converged_newton,INADMISSIBLE,False,False,0.732915481,0.2012597751,0.2418400288,0.01019283512,46,29,2,15,4.368038652,2.751012799,3.203723242,6322.036274,False,6322.036274,0.00305157376,0.004152436278,0.8038496759,COST_INCOMPLETE|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|THIRD_PHASE_RISK,5,0,1.135222031e-15,22,4,0,3,4.395972678,2.888087994,2.247005236,0.08557314074,0,0,0,0,0
transfer-unsupported,14,174,converged_newton,INADMISSIBLE,False,False,0.668433051,0.1716257379,0.2342232605,0.009621577499,46,29,2,15,4.368038652,2.751012799,3.203723242,6527.624248,False,6527.624248,0.002955464235,0.004021655012,0.7098241954,COST_INCOMPLETE|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|THIRD_PHASE_RISK,5,0,1.459571183e-15,20,4,0,3,4.395972678,2.888087994,2.247005236,0.08557314074,0,0,0,0,0
transfer-unsupported,15,174,converged_newton,INADMISSIBLE,False,False,0.7973420934,0.246471705,0.2845104692,0.01339311815,46,29,2,15,4.368038652,2.751012799,3.203723242,5373.867047,False,5373.867047,0.003589995777,0.004885095323,0.7625988919,COST_INCOMPLETE|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|THIRD_PHASE_RISK,5,0,1.297396607e-15,26,3,0,3,4.395972678,2.888087994,2.247005236,0.08557314074,0,0,0,0,0
transfer-unsupported,16,174,failed,INADMISSIBLE,False,,,,,,46,29,2,15,4.368038652,2.751012799,3.203723242,,True,,,,,HIGH_LOADING|NOT_CONVERGED|OA_ASSUMED|THIRD_PHASE_RISK,4,0,0.9999997091,20,8,0,3,4.395972678,2.888087994,2.247005236,0.08557314074,0,0,0,0,0
transfer-unsupported,17,174,failed,INADMISSIBLE,False,,,,,,46,29,2,15,4.368038652,2.751012799,3.203723242,,True,,,,,HIGH_LOADING|NOT_CONVERGED|OA_ASSUMED|THIRD_PHASE_RISK,4,0,0.9999999994,20,9,0,3,4.395972678,2.888087994,2.247005236,0.08557314074,0,0,0,0,0
transfer-unsupported,18,174,failed,INADMISSIBLE,False,,,,,,46,29,2,15,4.368038652,2.751012799,3.203723242,,True,,,,,HIGH_LOADING|NOT_CONVERGED|OA_ASSUMED|THIRD_PHASE_RISK,4,0,0.9016122957,20,8,0,3,4.395972678,2.888087994,2.247005236,0.08557314074,0,0,0,0,0
transfer-unsupported,19,174,converged_newton,INADMISSIBLE,False,False,0.9959538374,0.2507570976,0.2779252083,0.01289922359,46,29,2,15,4.368038652,2.751012799,3.203723242,5501.197405,False,5501.197405,0.003506901968,0.004772025224,0.8476383762,COST_INCOMPLETE|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|THIRD_PHASE_RISK,5,0,2.270444062e-15,74,5,0,3,4.395972678,2.888087994,2.247005236,0.08557314074,0,0,0,0,0
transfer-unsupported,20,174,converged_newton,INADMISSIBLE,False,False,0.8334219603,0.249603958,0.28340963,0.01331055521,46,29,2,15,4.368038652,2.751012799,3.203723242,5394.740591,False,5394.740591,0.003576105223,0.004866193719,0.7821430059,COST_INCOMPLETE|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|THIRD_PHASE_RISK,5,0,1.297396607e-15,22,4,0,3,4.395972678,2.888087994,2.247005236,0.08557314074,0,0,0,0,0
transfer-unsupported,21,174,failed,INADMISSIBLE,False,,,,,,46,29,2,15,4.368038652,2.751012799,3.203723242,,True,,,,,HIGH_LOADING|NOT_CONVERGED|OA_ASSUMED|OOD_METAL|THIRD_PHASE_RISK,5,8.760286202,0.9999999956,20,10,0,3,4.395972678,2.888087994,2.247005236,0.08557314074,0,0,0,0,0
transfer-unsupported,22,174,converged_newton,INADMISSIBLE,False,False,0.4671945392,0.05209687467,0.1112770193,0.0004006094062,46,29,2,15,4.368038652,2.751012799,3.203723242,13739.77704,False,13739.77704,0.001404110121,0.001910646198,0.7564966997,COST_INCOMPLETE|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|THIRD_PHASE_RISK,5,0,1.135222031e-15,14,3,0,3,4.395972678,2.888087994,2.247005236,0.08557314074,0,0,0,0,0
transfer-unsupported,23,174,converged_newton,OUT_OF_DOMAIN,False,False,0.9964337139,0.04233327293,0.08322408865,-0.00170336039,46,29,2,15,4.368038652,2.751012799,3.203723242,18371.14061,False,18371.14061,0.001050134034,0.001428972394,0.2567753225,COST_INCOMPLETE|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|OOD_LOADING|OOD_METAL,5,3.5133286,1.621745759e-15,4,3,0,3,4.395972678,2.888087994,2.247005236,0.08557314074,0,0,0,0,0
transfer-unsupported,24,174,converged_newton,INADMISSIBLE,False,False,0.9080045113,0.2853680817,0.3327900084,0.01701408359,46,29,2,15,4.368038652,2.751012799,3.203723242,4594.252821,False,4594.252821,0.004199194244,0.005714063592,0.682290684,COST_INCOMPLETE|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|THIRD_PHASE_RISK,5,0,6.486983036e-16,19,3,0,3,4.395972678,2.888087994,2.247005236,0.08557314074,0,0,0,0,0
transfer-unsupported,25,174,converged_newton,INADMISSIBLE,False,False,0.8098057049,0.2494012555,0.2864509575,0.01353865477,46,29,2,15,4.368038652,2.751012799,3.203723242,5337.463167,False,5337.463167,0.003614481149,0.004918413852,0.7651371545,COST_INCOMPLETE|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|THIRD_PHASE_RISK,5,0,9.730474553e-16,33,3,0,3,4.395972678,2.888087994,2.247005236,0.08557314074,0,0,0,0,0
transfer-unsupported,26,174,failed,INADMISSIBLE,False,,,,,,46,29,2,15,4.368038652,2.751012799,3.203723242,,True,,,,,HIGH_LOADING|NOT_CONVERGED|OA_ASSUMED|THIRD_PHASE_RISK,4,0,0.999084368,20,16,0,3,4.395972678,2.888087994,2.247005236,0.08557314074,0,0,0,0,0
transfer-unsupported,27,174,converged_newton,INADMISSIBLE,False,False,0.8409268963,0.08241700098,0.09114826066,-0.001109047488,46,29,2,15,4.368038652,2.751012799,3.203723242,16774.0056,False,16774.0056,0.001150122425,0.001565031836,0.9771628481,COST_INCOMPLETE|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|THIRD_PHASE_RISK,5,0,3.243491518e-15,73,5,0,3,4.395972678,2.888087994,2.247005236,0.08557314074,0,0,0,0,0
transfer-unsupported,28,174,converged_newton,INADMISSIBLE,False,False,0.9181542547,0.2847552425,0.3407149886,0.0176084571,46,29,2,15,4.368038652,2.751012799,3.203723242,4487.391181,False,4487.391181,0.004299192833,0.00585013691,0.6251916669,COST_INCOMPLETE|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|THIRD_PHASE_RISK,5,0,9.730474553e-16,11,3,0,3,4.395972678,2.888087994,2.247005236,0.08557314074,0,0,0,0,0
transfer-unsupported,29,174,converged_newton,INADMISSIBLE,False,False,0.9999697993,0.3230992158,0.3719020692,0.01994748815,46,29,2,15,4.368038652,2.751012799,3.203723242,4111.08612,False,4111.08612,0.004692716094,0.006385624628,0.6808757806,COST_INCOMPLETE|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|THIRD_PHASE_RISK,5,0,6.486983036e-16,38,3,0,3,4.395972678,2.888087994,2.247005236,0.08557314074,0,0,0,0,0
transfer-unsupported,30,174,converged_newton,INADMISSIBLE,False,False,0.9947374221,0.2616318629,0.2904578113,0.01383916881,46,29,2,15,4.368038652,2.751012799,3.203723242,5263.833078,False,5263.833078,0.003665040231,0.004987212244,0.8313106146,COST_INCOMPLETE|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|THIRD_PHASE_RISK,5,0,1.459571183e-15,34,4,0,3,4.395972678,2.888087994,2.247005236,0.08557314074,0,0,0,0,0
transfer-unsupported,31,174,converged_newton,INADMISSIBLE,False,False,0.9909303579,0.3145839065,0.3646026687,0.01940003311,46,29,2,15,4.368038652,2.751012799,3.203723242,4193.390686,False,4193.390686,0.004600611164,0.006260292623,0.6712616312,COST_INCOMPLETE|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|THIRD_PHASE_RISK,5,0,6.042668513e-13,35,3,0,3,4.395972678,2.888087994,2.247005236,0.08557314074,0,0,0,0,0
transfer-unsupported,32,174,converged_newton,INADMISSIBLE,False,False,0.7780156594,0.2495501547,0.3010875877,0.01463640204,46,29,2,15,4.368038652,2.751012799,3.203723242,5077.995564,False,5077.995564,0.003799168345,0.005169727394,0.6819379017,COST_INCOMPLETE|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|THIRD_PHASE_RISK,5,0,6.32480846e-15,11,3,0,3,4.395972678,2.888087994,2.247005236,0.08557314074,0,0,0,0,0
transfer-unsupported,33,174,converged_newton,INADMISSIBLE,False,False,0.1533915957,0.00594581048,0.03439490405,-0.005365549235,46,29,2,15,4.368038652,2.751012799,3.203723242,44451.97558,False,44451.97558,0.0004340000585,0.0005905666157,0.7025809738,COST_INCOMPLETE|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|THIRD_PHASE_RISK,5,0,9.730474553e-16,29,4,0,3,4.395972678,2.888087994,2.247005236,0.08557314074,0,0,0,0,0
transfer-unsupported,34,174,converged_newton,INADMISSIBLE,False,False,0.8823743242,0.2151710628,0.2858808699,0.0134958982,46,29,2,15,4.368038652,2.751012799,3.203723242,5348.106837,False,5348.106837,0.003607287698,0.004908625346,0.4968493758,COST_INCOMPLETE|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|THIRD_PHASE_RISK,4,0,9.730474553e-16,6,2,0,3,4.395972678,2.888087994,2.247005236,0.08557314074,0,0,0,0,0
transfer-unsupported,35,174,converged_newton,INADMISSIBLE,False,False,0.738028288,0.2070768849,0.2468743496,0.01057040918,46,29,2,15,4.368038652,2.751012799,3.203723242,6193.115798,False,6193.115798,0.003115097575,0.004238876461,0.7994355555,COST_INCOMPLETE|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|THIRD_PHASE_RISK,5,0,1.135222031e-15,21,3,0,3,4.395972678,2.888087994,2.247005236,0.08557314074,0,0,0,0,0
