label,candidate,n_draws,n_converged,n_failed,purity_p5,purity_p50,purity_p95,recovery_p5,recovery_p50,recovery_p95,p_converged,p_constraints,p_feasible,p_phase_unknown,p_third_phase_risk,p_purity_ge_0.95,p_purity_ge_0.97,p_purity_ge_0.99,p_recovery_ge_0.80,p_recovery_ge_0.85,p_recovery_ge_0.90,p_both_0.95_0.80,p_both_feasible_0.95_0.80,p_both_0.95_0.85,p_both_feasible_0.95_0.85,p_both_0.95_0.90,p_both_feasible_0.95_0.90,p_both_0.97_0.80,p_both_feasible_0.97_0.80,p_both_0.97_0.85,p_both_feasible_0.97_0.85,p_both_0.97_0.90,p_both_feasible_0.97_0.90,p_both_0.99_0.80,p_both_feasible_0.99_0.80,p_both_0.99_0.85,p_both_feasible_0.99_0.85,p_both_0.99_0.90,p_both_feasible_0.99_0.90,consumption_index_median,throughput_median,n_stages_total,n_ext,n_scr,n_str,oa_ext,s_over_a,w_over_a,feed_stage_offset,scrub_return_offset,scrub_acid_M,scrub_target_mM,strip_acid_M,ligand_total_M,statuses_used
transfer-unsupported,115,64,62,2,0.76622,0.9176,1,2.26642e-13,0.190147,0.243654,0.96875,0.015625,0.015625,0,0.984375,0.4375,0.40625,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3053.72,0.0047536,59,20,17,22,2.63408,3.83702,0.214597,17,0,3.76996,10.5598,0.236376,0.250119,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,116,64,61,3,0.840068,0.99967,1,3.11421e-18,0.0375308,0.0752721,0.953125,0.015625,0.015625,0,0.984375,0.578125,0.546875,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15051.9,0.00216121,56,5,24,27,2.44013,4.59683,2.1979,0,0,4.68688,7.85559,4.99824,0.108386,INTERPOLATION
transfer-unsupported,117,64,64,0,0.429251,0.837067,1,0.00769018,0.187261,0.280888,1,0,0,0,1,0.359375,0.328125,0.296875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7236.71,0.00265851,27,13,12,2,3.06553,0.376578,4.14928,7,0,1.24531,16.6975,4.5236,0.184229,INTERPOLATION
transfer-unsupported,118,64,57,7,0.739653,0.867874,1,1.30236e-11,0.282455,0.369665,0.890625,0,0,0,1,0.390625,0.375,0.328125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3866.39,0.00590134,69,25,28,16,3.19075,1.7461,3.78878,0,10,3.13458,21.4767,4.57762,0.204923,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,119,64,64,0,0.868425,1,1,1.76689e-25,8.81788e-10,0.00702885,1,0,0,0,1,0.90625,0.859375,0.828125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1303.46,0.00379186,66,15,21,30,1.74032,2.09893,3.42284,0,9,0.343881,46.4886,1.23311,0.216399,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,120,64,64,0,0.710198,1,1,4.26952e-10,6.80536e-06,0.0001831,1,0,0,0,1,0.84375,0.8125,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2556.12,0.00843271,28,1,12,15,1.58758,4.37168,2.10014,0,0,4.90834,27.3834,0.0448033,0.141643,INTERPOLATION
transfer-unsupported,121,64,63,1,0.674322,0.869727,1,0.000413634,0.125189,0.161178,0.984375,0.03125,0.03125,0,0.96875,0.375,0.359375,0.3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10986.6,0.00222886,47,2,28,17,4.88184,1.68719,4.0447,1,0,2.88831,6.41557,4.84942,0.0773165,INTERPOLATION
transfer-unsupported,122,64,63,1,0.991251,1,1,1.92418e-51,4.70086e-33,1.05736e-21,0.984375,0.328125,0.328125,0,0,0.984375,0.953125,0.9375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9105.17,0.00117926,67,16,29,22,3.79193,3.76248,3.04507,7,0,1.41904,14.8897,1.77277,0.0182617,CONDITION_EXTRAPOLATION|INTERPOLATION
transfer-unsupported,123,64,64,0,0.741296,0.999283,1,6.13645e-08,0.0104578,0.0306504,1,0.015625,0.015625,0,0.984375,0.703125,0.6875,0.609375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11983,0.00148202,15,4,6,5,0.624168,1.02625,3.60103,3,0,2.43149,14.2144,4.2387,0.130341,INTERPOLATION
transfer-unsupported,124,64,63,1,0.98843,1,1,3.92454e-26,1.07174e-18,1.94348e-16,0.984375,0,0,0,1,0.984375,0.984375,0.921875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8238.76,0.00138175,47,10,22,15,0.721188,3.20856,0.703637,0,7,2.60434,36.3926,4.30295,0.122705,INTERPOLATION
transfer-unsupported,125,64,62,2,0.357869,0.960611,1,1.72092e-07,0.236084,0.30987,0.96875,0,0,0,1,0.5,0.453125,0.4375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,699.552,0.00517761,43,15,19,9,1.59285,0.610075,3.28185,0,14,1.83711,26.8187,0.762138,0.117458,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,126,64,64,0,0.260345,0.851918,1,5.45401e-08,0.0686553,0.0927127,1,0,0,0,1,0.390625,0.375,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14932.9,0.00101786,48,8,13,27,3.54031,0.652648,4.6252,0,7,0.315819,8.97446,3.24136,0.22557,INTERPOLATION
transfer-unsupported,127,64,64,0,0.329218,0.999761,1,1.08523e-29,0.00237304,0.557098,1,0.015625,0.015625,0,0.984375,0.671875,0.671875,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150.132,0.00632832,57,21,14,22,4.47637,2.00725,3.82177,16,0,0.177006,20.4521,0.155609,0.178235,INTERPOLATION
transfer-unsupported,128,64,64,0,0.771441,0.975912,1,7.40865e-26,0.00930346,0.0334703,1,0,0,0,1,0.609375,0.53125,0.484375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27233,0.000862395,62,8,28,26,4.63719,2.68802,4.60598,0,5,0.462341,26.4339,4.82899,0.276721,INTERPOLATION
transfer-unsupported,129,64,64,0,1,1,1,1.75781e-52,1.68151e-44,7.91901e-40,1,0.15625,0.15625,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48255.3,0.000415578,45,10,25,10,3.09244,2.92185,2.03996,3,0,3.58414,30.9828,4.69671,0.00474746,CONDITION_EXTRAPOLATION|INTERPOLATION
transfer-unsupported,130,64,62,2,0.5595,0.932998,1,9.67404e-05,0.51706,0.678417,0.96875,0.015625,0.015625,0,0.984375,0.453125,0.4375,0.390625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1083.54,0.00963981,59,20,13,26,3.44965,2.49541,1.46978,13,0,3.99999,9.71832,0.315329,0.127841,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,131,64,64,0,0.786536,0.982236,1,7.36749e-10,0.0605253,0.094536,1,0.015625,0.015625,0,0.984375,0.59375,0.53125,0.484375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10041.3,0.00257834,32,9,9,14,1.61242,2.54204,4.05602,8,0,2.74116,9.63363,4.6651,0.148203,INTERPOLATION
transfer-unsupported,132,64,64,0,0.9842,0.999999,1,2.74372e-09,3.69266e-06,9.54935e-05,1,0,0,0,1,1,0.96875,0.921875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4225.09,0.000723412,32,19,5,8,0.398783,3.28627,0.370568,0,13,0.787635,25.716,1.2632,0.252175,INTERPOLATION
transfer-unsupported,133,64,64,0,0.802559,1,1,2.23605e-16,2.55669e-06,0.000715881,1,0.046875,0.046875,0,0.953125,0.828125,0.796875,0.734375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1639.66,0.00607322,24,3,18,3,4.38805,2.57351,4.79027,2,0,1.75224,31.5475,1.13744,0.0513827,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,134,64,63,1,0.964819,1,1,7.85698e-40,7.88522e-25,1.97564e-18,0.984375,0.328125,0.328125,0,0.28125,0.953125,0.921875,0.890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8063.29,0.00102366,72,29,19,24,1.29938,2.01756,1.70347,12,0,2.07722,18.7381,2.38522,0.0334287,CONDITION_EXTRAPOLATION|INTERPOLATION
transfer-unsupported,135,64,61,3,0.95371,1,1,4.65275e-41,4.51343e-25,9.69275e-20,0.953125,0.140625,0.140625,0,0.09375,0.90625,0.875,0.859375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4646.28,0.00350778,55,12,26,17,4.25228,3.22747,3.22342,11,0,2.88048,30.2581,2.17206,0.0273492,CONDITION_EXTRAPOLATION|INTERPOLATION
transfer-unsupported,136,64,60,4,0.702504,0.778489,0.99155,0.0728032,0.15456,0.187628,0.9375,0,0,0,1,0.09375,0.09375,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,963.113,0.00210168,39,24,2,13,2.31099,0.29767,0.348968,0,10,3.45377,15.2236,2.85403,0.273227,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,137,64,64,0,0.702039,0.763188,0.999997,0.26515,0.663375,0.698838,1,0,0,0,1,0.09375,0.09375,0.09375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1949.85,0.00874996,53,14,23,16,4.5186,0.520082,4.66827,13,0,4.02132,5.3556,3.20668,0.231418,INTERPOLATION
transfer-unsupported,138,64,64,0,0.662012,0.826028,0.994475,0.0203991,0.0585225,0.0736619,1,0,0,0,1,0.203125,0.125,0.078125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19692.2,0.000916852,34,13,1,20,1.82119,3.59458,0.649789,0,11,4.36384,3.67996,3.64473,0.144457,INTERPOLATION
transfer-unsupported,139,64,61,3,0.920166,1,1,7.22622e-19,5.79577e-05,0.0152873,0.953125,0,0,0,1,0.8125,0.75,0.71875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3453.83,0.00249972,37,3,23,11,2.4279,1.92167,1.4612,0,0,1.28563,38.7046,4.21782,0.121791,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,140,64,52,12,0.884207,1,1,8.06746e-27,1.91623e-10,3.22046e-06,0.8125,0,0,0,1,0.6875,0.65625,0.609375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3052.78,0.00353382,73,16,29,28,0.890703,1.61801,2.55419,0,15,3.50131,36.6389,2.00537,0.16616,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,141,64,64,0,0.820411,0.982147,1,1.49441e-05,0.086555,0.118679,1,0.015625,0.015625,0,0.984375,0.59375,0.53125,0.46875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6734.11,0.00356219,16,4,6,6,3.71799,3.20138,3.30294,1,0,2.73299,16.198,4.61367,0.110515,INTERPOLATION
transfer-unsupported,142,64,39,25,0.305098,0.99243,1,4.44718e-20,0.0884489,0.363445,0.609375,0.015625,0.015625,0,0.984375,0.375,0.375,0.328125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2502.63,0.00498247,74,26,26,22,1.38164,2.90987,4.80807,6,0,4.12247,8.54347,0.0984623,0.147153,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,143,64,64,0,0.903824,1,1,4.36772e-18,1.80725e-07,0.00470507,1,0.03125,0.03125,0,0.96875,0.90625,0.828125,0.796875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6594.29,0.000418085,17,4,10,3,2.3503,3.78861,1.28399,3,0,0.2046,22.2568,1.5435,0.233505,INTERPOLATION
transfer-unsupported,144,64,64,0,0.799588,0.916214,1,0.00453689,0.300908,0.42231,1,0.015625,0.015625,0,0.984375,0.453125,0.4375,0.34375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2268.23,0.0090457,19,1,7,11,4.08946,2.19362,4.90348,0,0,4.7008,22.3596,2.08122,0.139406,INTERPOLATION
transfer-unsupported,145,64,40,24,0.86889,0.999979,1,7.9312e-11,0.00952423,0.0253636,0.625,0,0,0,1,0.46875,0.453125,0.453125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8298.46,0.000928068,43,28,11,4,4.68627,2.51894,2.63844,0,27,0.32698,35.1824,2.6068,0.16409,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,146,64,61,3,0.94812,1,1,1.82143e-23,5.43101e-14,3.46995e-11,0.953125,0,0,0,1,0.890625,0.875,0.859375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3103.59,0.00523722,48,15,20,13,0.8734,4.0557,0.879983,1,0,3.8074,40.6327,0.923349,0.239458,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,147,64,64,0,0.937083,1,1,5.06859e-20,9.17241e-11,4.54113e-07,1,0.015625,0.015625,0,0.984375,0.921875,0.90625,0.890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1364.13,0.00672728,31,13,10,8,1.88014,4.20511,4.96776,8,0,0.892139,42.3554,1.09211,0.172316,INTERPOLATION
transfer-unsupported,148,64,59,5,0.679727,0.805729,1,0.149046,0.929313,0.976903,0.921875,0,0,0,1,0.3125,0.296875,0.21875,0.65625,0.609375,0.546875,0.265625,0,0.25,0,0.234375,0,0.25,0,0.234375,0,0.21875,0,0.1875,0,0.1875,0,0.1875,0,198.094,0.0155528,56,19,11,26,3.91723,0.790018,3.26407,0,18,1.07127,29.2495,0.684606,0.245985,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,149,64,55,9,0.796823,0.957032,1,1.99508e-05,0.213971,0.295724,0.859375,0,0,0,1,0.4375,0.421875,0.421875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3013.4,0.00807049,33,23,8,2,3.29303,3.60831,4.36438,1,0,2.95666,26.8838,3.12785,0.287765,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,150,64,64,0,0.542875,0.80639,1,0.018051,0.111917,0.171685,1,0,0,0,1,0.3125,0.265625,0.234375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1809.51,0.00155364,29,14,10,5,3.48511,0.401657,0.743227,0,3,1.31112,17.5558,3.07401,0.256563,INTERPOLATION
transfer-unsupported,151,64,44,20,0.846586,1,1,3.64567e-39,4.02636e-14,1.75344e-08,0.6875,0,0,0,1,0.5,0.453125,0.4375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1260.6,0.0098507,63,28,27,8,1.7859,4.58101,1.75781,15,0,2.26975,34.21,1.1491,0.296908,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,152,64,62,2,0.712626,0.798126,1,0.124558,0.526886,0.742382,0.96875,0,0,0,1,0.296875,0.265625,0.234375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1016.92,0.00842796,40,12,16,12,4.70522,1.44082,1.81239,0,3,4.21554,12.0581,1.37741,0.20738,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,153,64,64,0,0.574713,0.8318,1,8.51007e-05,0.0836464,0.110371,1,0,0,0,1,0.375,0.375,0.34375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10857.4,0.00133991,39,7,29,3,3.56906,2.95258,1.68618,0,5,2.67692,5.5171,3.9403,0.279217,INTERPOLATION
transfer-unsupported,154,64,64,0,0.735116,0.999559,1,0.000346972,0.0616474,0.297084,1,0,0,0,1,0.71875,0.703125,0.609375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,575.537,0.0143314,38,1,8,29,2.6018,2.42267,2.90913,0,0,3.37707,39.1375,0.0227867,0.15779,INTERPOLATION
transfer-unsupported,155,64,47,17,0.870132,1,1,1.68227e-27,1.72435e-07,0.0192022,0.734375,0,0,0,1,0.546875,0.484375,0.46875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3864.89,0.00270207,61,18,26,17,1.36443,1.28726,2.69928,8,0,1.25986,29.6299,3.26806,0.120513,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,156,64,55,9,0.687402,1,1,1.79491e-23,9.7481e-06,0.0327486,0.859375,0.015625,0.015625,0,0.984375,0.59375,0.59375,0.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3750.12,0.00432429,44,10,27,7,3.02699,3.14044,2.37154,0,7,4.41444,13.1757,0.992308,0.0550626,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,157,64,61,3,0.878856,1,1,2.05194e-21,3.25303e-08,0.000615089,0.953125,0.046875,0.046875,0,0.953125,0.84375,0.828125,0.71875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4330.4,0.00264331,76,26,21,29,3.43783,1.41798,3.72882,0,25,1.05166,34.8378,2.66984,0.0460235,CONDITION_EXTRAPOLATION|INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,158,64,52,12,0.85763,0.99739,1,4.211e-12,0.0292558,0.082411,0.8125,0,0,0,1,0.515625,0.484375,0.4375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4783.34,0.00317389,59,27,19,13,1.93531,2.29144,1.24382,0,6,4.114,24.7325,4.62657,0.175608,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,159,64,64,0,0.975064,1,1,2.09862e-22,9.19848e-16,1.06739e-12,1,0.046875,0.046875,0,0,0.96875,0.96875,0.9375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7319.81,0.000785089,42,22,16,4,1.243,1.58463,2.69299,0,2,3.24995,21.7621,0.221515,0.0208508,CONDITION_EXTRAPOLATION|INTERPOLATION
transfer-unsupported,160,64,64,0,0.871491,1,1,2.51749e-17,1.15597e-06,0.00188873,1,0.03125,0.03125,0,0.96875,0.859375,0.828125,0.734375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6017.27,0.00217805,37,25,7,5,1.50599,2.42471,3.54219,13,0,1.91176,13.8725,2.39129,0.0710048,INTERPOLATION
transfer-unsupported,161,64,64,0,1,1,1,3.28948e-88,1.07524e-78,1.27796e-72,1,0.4375,0.4375,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,786590,5.38797e-05,64,24,25,15,4.40919,4.6267,4.9416,2,0,4.68031,41.5648,4.19389,0.000425226,CONDITION_EXTRAPOLATION|OUTSIDE_TABLE
transfer-unsupported,162,64,64,0,0.952516,1,1,1.09507e-12,1.48442e-06,0.00205235,1,0.046875,0.046875,0,0.953125,0.953125,0.921875,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9791.8,0.000751175,26,13,3,10,2.13075,4.52757,2.75985,5,0,0.272413,24.3198,2.21823,0.181692,INTERPOLATION
transfer-unsupported,163,64,64,0,0.919719,0.999948,1,1.1327e-08,0.000427112,0.00656184,1,0.046875,0.046875,0,0.953125,0.859375,0.75,0.71875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7793.55,0.00130032,46,20,8,18,4.4505,4.27115,0.586379,0,19,2.11965,15.0689,1.84313,0.0477685,CONDITION_EXTRAPOLATION|INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,164,64,61,3,0.958481,1,1,1.48264e-22,1.91907e-10,1.94807e-06,0.953125,0.03125,0.03125,0,0.96875,0.921875,0.890625,0.859375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5792.75,0.00159839,66,27,21,18,2.38345,3.64051,1.38019,1,0,1.43345,17.6836,2.92755,0.066323,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,165,64,55,9,0.774338,1,1,2.20616e-13,0.144939,0.239544,0.859375,0,0,0,1,0.59375,0.546875,0.53125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2599,0.0101259,52,14,25,13,3.14862,2.88632,4.92437,0,8,4.81044,31.7636,2.52472,0.161857,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,166,64,59,5,0.769608,0.956958,1,2.75335e-13,0.192643,0.254739,0.921875,0,0,0,1,0.484375,0.4375,0.421875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4442.3,0.00698933,63,13,23,27,4.28189,2.12025,4.639,0,3,4.7974,28.3954,4.50031,0.0985861,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,167,64,64,0,0.79344,0.998081,1,1.52894e-23,0.0297071,0.0842963,1,0.03125,0.03125,0,0.96875,0.671875,0.65625,0.578125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4075.45,0.00229339,54,1,30,23,3.66486,4.80842,3.9234,0,0,0.755649,10.7137,1.45613,0.291712,INTERPOLATION
transfer-unsupported,168,64,56,8,0.861166,0.999556,1,1.17025e-11,0.141704,0.182521,0.875,0,0,0,1,0.515625,0.484375,0.453125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2609.99,0.00636013,56,8,24,24,4.89036,1.65084,2.67897,0,7,1.99836,47.3794,4.96348,0.11203,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,169,64,62,2,0.362794,0.864713,1,0.0203336,0.423626,0.584307,0.96875,0,0,0,1,0.40625,0.359375,0.3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1302.64,0.00662681,45,20,9,16,1.83765,1.3715,4.28581,0,10,3.31793,6.59004,0.95199,0.227726,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,170,64,62,2,0.660402,0.962904,1,2.38005e-12,0.0131149,0.0341383,0.96875,0,0,0,1,0.515625,0.453125,0.390625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35044.5,0.000552907,57,26,7,24,3.05851,0.94108,4.12703,6,0,0.476638,23.2484,4.5863,0.162566,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,171,64,54,10,0.628552,0.962115,1,2.55206e-07,0.197129,0.264587,0.84375,0,0,0,1,0.4375,0.390625,0.328125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003.95,0.003641,78,24,30,24,2.46405,0.690154,2.11297,0,15,2.48228,24.4488,2.64236,0.114131,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,172,64,64,0,0.980691,1,1,2.59844e-16,1.27904e-09,0.000217221,1,0,0,0,1,0.953125,0.953125,0.9375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164521,9.05734e-05,26,12,7,7,0.251339,0.464851,3.59108,0,11,0.0268862,27.2216,4.14602,0.232623,INTERPOLATION
transfer-unsupported,173,64,59,5,0.767798,0.997818,1,7.21703e-23,0.000549675,0.0193215,0.921875,0.03125,0.03125,0,0.96875,0.625,0.609375,0.53125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61566.6,0.000370805,64,28,22,14,4.42409,1.08152,4.51412,0,3,0.593279,12.9166,4.91516,0.0510659,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,174,64,54,10,0.579849,0.821739,0.996122,0.0486796,0.225263,0.313861,0.84375,0.015625,0.015625,0,0.984375,0.234375,0.203125,0.171875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5868.5,0.00328755,46,29,2,15,4.36804,2.75101,3.20372,0,3,4.39597,2.88809,2.24701,0.0855731,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,175,64,42,22,0.906854,0.99899,1,4.67108e-14,0.00858413,0.0905406,0.65625,0,0,0,1,0.4375,0.390625,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4110.23,0.00420409,60,26,14,20,3.84313,3.90548,0.536767,7,0,3.93521,44.5384,3.55747,0.244853,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,176,64,63,1,0.799128,0.954333,1,1.13475e-07,0.147519,0.191781,0.984375,0,0,0,1,0.5,0.46875,0.453125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1693.61,0.00420665,39,18,12,9,2.21631,1.5926,1.21205,0,3,1.62794,35.6875,3.73895,0.268392,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,177,64,64,0,0.595457,0.939541,1,3.24167e-12,0.00356418,0.00570482,1,0.1875,0.1875,0,0.8125,0.46875,0.421875,0.40625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138122,7.45723e-05,58,29,2,27,3.62627,4.6599,0.611271,14,0,1.75643,0.960067,3.46041,0.0483488,CONDITION_EXTRAPOLATION|INTERPOLATION
transfer-unsupported,178,64,64,0,0.839683,0.999513,1,1.12352e-13,0.0203569,0.0643083,1,0,0,0,1,0.65625,0.640625,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5534.22,0.00158438,59,14,17,28,3.6093,3.46374,2.2095,0,5,0.808742,19.5411,2.70062,0.214974,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,179,64,59,5,0.895968,1,1,1.3633e-19,4.37953e-06,0.0281206,0.921875,0.015625,0.015625,0,0.984375,0.78125,0.703125,0.65625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1337.87,0.00424295,55,24,8,23,2.80893,3.54057,1.34998,15,0,1.12524,26.2183,1.25374,0.136278,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,180,64,64,0,0.830028,1,1,1.47403e-17,7.88408e-09,7.92359e-06,1,0.046875,0.046875,0,0,0.890625,0.890625,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3642.92,0.000558947,34,15,4,15,1.44739,0.365988,0.462221,13,0,3.07168,24.0865,1.97308,0.0137754,CONDITION_EXTRAPOLATION|INTERPOLATION
transfer-unsupported,181,64,62,2,0.974068,1,1,1.16979e-24,1.89637e-17,2.74689e-15,0.96875,0.015625,0.015625,0,0.984375,0.921875,0.921875,0.90625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7210.09,0.00197239,79,30,19,30,0.765655,3.33391,0.297203,1,0,4.24958,23.0506,0.179223,0.0745715,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,182,64,64,0,0.935337,1,1,3.46524e-26,6.73606e-11,0.00319719,1,0,0,0,1,0.921875,0.90625,0.828125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29533,0.000408559,47,12,19,16,2.5526,1.57073,3.44343,0,11,0.154992,44.0241,3.43336,0.134151,INTERPOLATION
