label,candidate,n_draws,n_converged,n_failed,purity_p5,purity_p50,purity_p95,recovery_p5,recovery_p50,recovery_p95,p_converged,p_constraints,p_feasible,p_phase_unknown,p_third_phase_risk,p_purity_ge_0.95,p_purity_ge_0.97,p_purity_ge_0.99,p_recovery_ge_0.80,p_recovery_ge_0.85,p_recovery_ge_0.90,p_both_0.95_0.80,p_both_feasible_0.95_0.80,p_both_0.95_0.85,p_both_feasible_0.95_0.85,p_both_0.95_0.90,p_both_feasible_0.95_0.90,p_both_0.97_0.80,p_both_feasible_0.97_0.80,p_both_0.97_0.85,p_both_feasible_0.97_0.85,p_both_0.97_0.90,p_both_feasible_0.97_0.90,p_both_0.99_0.80,p_both_feasible_0.99_0.80,p_both_0.99_0.85,p_both_feasible_0.99_0.85,p_both_0.99_0.90,p_both_feasible_0.99_0.90,consumption_index_median,throughput_median,n_stages_total,n_ext,n_scr,n_str,oa_ext,s_over_a,w_over_a,feed_stage_offset,scrub_return_offset,scrub_acid_M,scrub_target_mM,strip_acid_M,ligand_total_M,statuses_used
transfer-unsupported,47,64,60,4,0.800485,0.826665,0.999844,0.306682,0.990518,0.995591,0.9375,0,0,0,1,0.125,0.109375,0.078125,0.78125,0.75,0.75,0.09375,0,0.09375,0,0.09375,0,0.078125,0,0.078125,0,0.078125,0,0.046875,0,0.046875,0,0.046875,0,289.259,0.0197813,65,24,27,14,4.23408,1.50967,4.23445,0,23,2.52332,28.9036,0.451663,0.297391,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,48,64,12,52,0.838772,0.854723,1,3.86304e-26,5.13718e-13,0.120946,0.1875,0,0,0,1,0.078125,0.078125,0.078125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5163.65,0.00340641,64,23,30,11,3.52033,3.58857,0.580525,16,0,4.55306,23.9819,2.14417,0.230582,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,49,64,64,0,0.830607,1,1,1.52994e-14,1.28793e-07,2.15194e-05,1,0,0,0,1,0.890625,0.890625,0.828125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1551.39,0.00358703,48,21,10,17,0.499388,2.14037,1.29304,3,0,2.16005,31.9471,0.728129,0.254424,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,50,64,43,21,0.925025,1,1,1.33348e-15,0.00740886,0.0280384,0.671875,0,0,0,1,0.515625,0.5,0.46875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3710.49,0.00346071,62,9,25,28,3.16136,2.85433,0.326961,8,0,4.14461,47.6635,3.09162,0.217896,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,51,64,26,38,0.891938,0.999968,1,5.92013e-08,0.0231707,0.0483055,0.40625,0,0,0,1,0.3125,0.296875,0.265625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4408.74,0.00328585,68,30,26,12,4.31389,2.83365,0.233078,1,0,4.89852,49.3359,2.58594,0.146048,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,52,64,62,2,0.573432,0.812089,1,0.0837012,0.361018,0.544826,0.96875,0,0,0,1,0.25,0.234375,0.203125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4003.57,0.00486595,36,18,13,5,3.39248,0.201302,4.45245,0,9,3.40553,17.2243,4.22139,0.124208,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,53,64,64,0,0.944315,1,1,6.64951e-58,1.00128e-33,0.000122068,1,0,0,0,1,0.9375,0.9375,0.921875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,632414,5.44699e-06,68,15,28,25,1.80887,1.35808,0.982893,0,9,0.0128192,14.7073,3.48699,0.187715,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,54,64,58,6,0.851116,0.999838,1,1.15266e-08,0.172308,0.316921,0.90625,0,0,0,1,0.5625,0.53125,0.484375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1813.59,0.0115601,41,17,14,10,2.99564,3.04327,3.54655,0,0,3.16911,41.9416,3.19207,0.283182,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,55,64,64,0,0.712469,0.770265,0.999993,0.212303,0.580218,0.616276,1,0,0,0,1,0.09375,0.09375,0.09375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1831.45,0.00786281,28,5,15,8,4.18408,0.958963,3.46687,4,0,4.92556,4.58753,2.79125,0.264646,INTERPOLATION
transfer-unsupported,56,64,59,5,0.863214,0.929265,1,3.75005e-06,0.198535,0.236138,0.921875,0,0,0,1,0.4375,0.4375,0.4375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1153.64,0.00741177,66,6,30,30,4.71579,2.81077,1.49253,0,5,2.0451,34.7202,1.87749,0.248902,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,57,64,58,6,0.764323,0.991016,1,8.8312e-28,0.0173597,0.0659903,0.90625,0.015625,0.015625,0,0.984375,0.515625,0.46875,0.46875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13768.6,0.00168949,45,30,12,3,1.10098,4.55674,0.442571,22,0,4.97387,7.17668,1.34847,0.249419,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,58,64,64,0,0.295017,0.834338,1,1.87328e-05,0.0540074,0.071708,1,0.015625,0.015625,0,0.984375,0.375,0.375,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33807.2,0.000744984,34,5,16,13,3.30932,4.79985,2.77499,4,0,3.17611,0.61077,3.58149,0.186182,INTERPOLATION
transfer-unsupported,59,64,52,12,0.625747,0.872254,1,0.000168318,0.281452,0.393695,0.8125,0,0,0,1,0.28125,0.28125,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2555.4,0.00513021,37,15,19,3,2.18673,1.14612,2.25158,0,1,4.8764,18.9531,3.34021,0.240954,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,60,64,63,1,0.649191,0.937313,1,8.85596e-14,0.0460444,0.0957082,0.984375,0,0,0,1,0.453125,0.421875,0.390625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10949.4,0.00156347,43,18,18,7,2.32546,0.887061,4.29651,0,2,0.286175,32.086,3.92531,0.277069,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,61,64,64,0,0.835574,0.961377,0.999795,0.0118727,0.0777752,0.106161,1,0.015625,0.015625,0,0.984375,0.5625,0.46875,0.296875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6030.35,0.00452808,33,24,1,8,3.88294,4.03981,2.78579,0,10,4.38238,41.7273,3.44661,0.0616901,INTERPOLATION
transfer-unsupported,62,64,52,12,0.404989,0.999195,1,7.10786e-17,0.0674634,0.265341,0.8125,0.015625,0.015625,0,0.984375,0.484375,0.484375,0.4375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3324.09,0.00642172,61,15,24,22,2.03033,3.92488,3.89497,4,0,4.85997,8.79478,0.582592,0.11489,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,63,64,59,5,0.920704,1,1,1.04449e-23,7.1808e-08,0.00332824,0.921875,0,0,0,1,0.84375,0.796875,0.71875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2463.41,0.0049124,37,2,29,6,3.3454,4.45069,3.61753,0,1,1.0811,30.153,2.01508,0.142402,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,64,64,58,6,0.840051,1,1,3.34366e-15,0.064291,0.138755,0.90625,0.015625,0.015625,0,0.984375,0.640625,0.59375,0.578125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1492.44,0.00684753,59,4,25,30,2.52797,3.98185,1.74917,3,0,1.9668,17.9938,1.36514,0.206867,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,65,64,63,1,0.922656,1,1,1.87446e-21,1.89241e-09,3.86592e-05,0.984375,0.015625,0.015625,0,0.984375,0.890625,0.875,0.84375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12863,0.00110427,35,11,23,1,2.54158,4.78662,1.83971,0,2,1.53859,15.9225,3.71772,0.0818226,INTERPOLATION
transfer-unsupported,66,64,62,2,0.944961,1,1,8.0341e-34,8.75967e-21,6.51056e-15,0.96875,0.046875,0.046875,0,0,0.90625,0.90625,0.890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7033.56,0.00119502,74,21,27,26,2.78106,2.0454,3.03071,0,15,2.85276,17.3398,0.848053,0.0160352,CONDITION_EXTRAPOLATION|INTERPOLATION
transfer-unsupported,67,64,55,9,0.669538,0.999981,1,6.55527e-14,0.00685608,0.301172,0.859375,0,0,0,1,0.578125,0.5625,0.546875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476.844,0.0129469,71,27,18,26,2.10513,2.21229,3.71538,0,8,1.33044,47.8225,0.869443,0.293213,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,68,64,64,0,1,1,1,1.26106e-38,1.95668e-26,3.32939e-12,1,0.015625,0.015625,0,0.984375,0.96875,0.96875,0.96875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660050,1.21382e-05,36,18,14,4,0.5869,4.29156,1.90203,0,17,0.0917342,4.0191,4.00528,0.0578634,INTERPOLATION
transfer-unsupported,69,64,62,2,0.411661,0.918901,1,1.34521e-19,0.00914804,0.0343819,0.96875,0,0,0,1,0.4375,0.421875,0.40625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38169.9,0.000370276,72,26,21,25,2.77425,0.423563,3.63204,0,17,0.0642716,31.1729,3.88333,0.28918,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,70,64,45,19,0.759418,1,1,2.06094e-26,5.428e-06,0.0166312,0.703125,0,0,0,1,0.5,0.46875,0.46875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6223.68,0.00309829,48,26,20,2,0.814895,1.20679,3.40503,14,0,4.75714,36.9593,3.97702,0.212246,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,71,64,64,0,0.612213,0.907284,1,2.22544e-08,0.0366775,0.0452615,1,0.03125,0.03125,0,0.96875,0.421875,0.390625,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22389.4,0.000729933,29,1,27,1,4.06687,4.43541,2.0664,0,0,2.36162,3.23964,2.83914,0.103313,INTERPOLATION
transfer-unsupported,72,64,64,0,0.999999,1,1,1.89997e-57,5.16174e-48,3.68403e-42,1,0.078125,0.078125,0,0.796875,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22421.8,0.00102977,62,16,28,18,0.79494,4.88147,2.88901,11,0,3.25981,21.1274,2.48414,0.0419366,CONDITION_EXTRAPOLATION|INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,73,64,64,0,0.953222,1,1,2.26164e-14,9.248e-08,2.85579e-05,1,0.015625,0.015625,0,0.984375,0.953125,0.90625,0.890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,576.433,0.00705411,48,15,12,21,4.81851,4.91679,1.0025,0,14,0.764964,41.1386,0.304158,0.0738371,INTERPOLATION
transfer-unsupported,74,64,64,0,0.100452,0.869171,1,0.000243268,0.0220239,0.0283359,1,0,0,0,1,0.390625,0.359375,0.3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17559.1,0.000284391,42,17,5,20,4.33584,4.1211,0.386299,0,7,1.10185,0.423085,1.17195,0.255552,INTERPOLATION
transfer-unsupported,75,64,64,0,1,1,1,1.09974e-24,4.15728e-20,1.09296e-17,1,0.046875,0.046875,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110088,0.00010869,50,13,9,28,0.37667,1.25654,3.35118,0,8,0.24638,45.6652,3.47748,0.0119701,CONDITION_EXTRAPOLATION|INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,76,64,56,8,0.16281,0.831295,1,0.00138606,0.115188,0.165756,0.875,0.03125,0.03125,0,0.96875,0.28125,0.25,0.203125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14132.4,0.00155754,65,28,7,30,2.85006,0.630937,4.01265,2,0,4.72266,1.91712,4.74286,0.0500773,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,77,64,64,0,0.901647,1,1,2.29891e-15,2.42293e-07,9.5951e-05,1,0,0,0,1,0.890625,0.8125,0.734375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1345.32,0.017728,47,9,16,22,3.37995,4.93943,4.80092,8,0,3.87405,49.3104,0.981776,0.18323,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,78,64,64,0,0.113375,0.852141,1,9.16351e-05,0.188022,0.250662,1,0,0,0,1,0.40625,0.375,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,845.688,0.00257681,49,17,8,24,1.13044,0.231175,1.87918,0,16,0.728028,12.1748,1.07002,0.258064,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,79,64,64,0,0.964672,1,1,1.55438e-35,2.00213e-16,0.00577684,1,0.625,0.625,0,0,0.953125,0.9375,0.921875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56487.8,0.000223093,39,14,13,12,3.82992,2.89053,2.13148,12,0,2.28084,3.40844,2.81925,0.0214036,CONDITION_EXTRAPOLATION|INTERPOLATION
transfer-unsupported,80,64,59,5,0.763495,0.958829,1,1.70413e-12,0.0902014,0.118202,0.921875,0,0,0,1,0.46875,0.40625,0.390625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5191.24,0.00221906,56,22,18,16,3.73597,2.61257,2.38346,0,2,1.11856,18.313,3.60708,0.219565,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,81,64,64,0,0.4983,0.804966,1,0.0874878,0.372898,0.565455,1,0,0,0,1,0.265625,0.234375,0.203125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2091.65,0.00495107,37,23,9,5,3.58253,0.235393,4.82869,10,0,4.94235,12.3882,1.90361,0.0958664,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,82,64,64,0,0.248564,0.844861,1,2.46366e-05,0.0575564,0.0795518,1,0.015625,0.015625,0,0.984375,0.375,0.375,0.328125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3330.89,0.000816901,63,17,20,26,1.20564,0.516796,0.616283,16,0,3.74255,2.29251,1.27658,0.0691099,INTERPOLATION
transfer-unsupported,83,64,64,0,0.972904,1,1,2.14584e-15,8.97933e-10,9.1299e-08,1,0.015625,0.015625,0,0.984375,1,0.96875,0.90625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8990.25,0.0029902,55,18,12,25,2.75748,3.50047,4.84937,0,5,1.19209,43.2899,4.68227,0.0600814,INTERPOLATION
transfer-unsupported,84,64,64,0,0.893892,0.999952,1,1.31026e-10,0.00945507,0.0282691,1,0.015625,0.015625,0,0.984375,0.71875,0.671875,0.609375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15273.2,0.00146984,50,16,4,30,4.27014,4.98238,0.995749,15,0,3.54649,12.7287,4.79954,0.0963759,INTERPOLATION
transfer-unsupported,85,64,60,4,0.965214,1,1,7.55235e-31,4.9178e-18,7.2205e-15,0.9375,0.015625,0.015625,0,0.984375,0.9375,0.875,0.84375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3814.09,0.000708532,62,30,27,5,0.461789,0.909649,0.331123,3,0,1.73241,37.2135,3.40204,0.0979023,INTERPOLATION
transfer-unsupported,86,64,63,1,0.604504,0.979491,1,2.46109e-08,0.0140922,0.0300894,0.984375,0.046875,0.046875,0,0.875,0.59375,0.515625,0.453125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20731,0.000698033,30,20,9,1,2.33279,1.87564,2.08791,0,3,4.57411,4.94298,2.82174,0.0373207,CONDITION_EXTRAPOLATION|INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,87,64,64,0,0.92813,1,1,1.17468e-11,3.12007e-05,0.00423785,1,0,0,0,1,0.90625,0.875,0.859375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2278.74,0.00391296,34,20,11,3,3.00722,4.41492,3.3262,0,14,0.79682,40.1885,1.62309,0.176382,INTERPOLATION
transfer-unsupported,88,64,64,0,0.826065,0.952089,1,2.66865e-09,0.180182,0.220384,1,0,0,0,1,0.5,0.46875,0.453125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1736.72,0.00619445,43,3,21,19,3.47232,2.16749,1.77382,0,2,3.03927,29.8319,2.35099,0.179767,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,89,64,64,0,0.798369,0.912133,1,0.00362594,0.210412,0.252048,1,0.015625,0.015625,0,0.984375,0.453125,0.390625,0.34375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4492.27,0.00600936,13,4,5,4,4.72883,4.21944,4.68067,3,0,3.05894,11.1767,3.00996,0.174356,INTERPOLATION
transfer-unsupported,90,64,64,0,0.826884,0.999975,1,1.76387e-09,0.000860318,0.0297164,1,0.015625,0.015625,0,0.984375,0.859375,0.765625,0.734375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6589.33,0.00301645,62,26,6,30,0.652948,4.19097,4.90579,2,0,1.66467,9.42921,2.6295,0.261675,INTERPOLATION
transfer-unsupported,91,64,49,15,0.891876,1,1,1.17343e-28,1.20287e-08,0.00156271,0.765625,0,0,0,1,0.546875,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2969.64,0.00507315,71,20,27,24,1.55701,2.86124,1.10764,6,0,4.34952,33.9782,2.36573,0.209732,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,92,64,58,6,0.906796,1,1,8.2954e-19,0.000238513,0.0606544,0.90625,0,0,0,1,0.75,0.703125,0.671875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,857.309,0.00641442,45,7,27,11,3.25888,3.81661,0.747554,0,6,1.22145,49.7689,1.12008,0.299733,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,93,64,64,0,0.372666,0.973107,1,1.73124e-09,0.108607,0.162592,1,0.015625,0.015625,0,0.984375,0.5625,0.5,0.46875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2970.33,0.00291001,48,12,13,23,1.06914,1.31785,3.94594,2,0,3.33274,9.11837,1.07713,0.123658,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,94,64,64,0,0.578031,0.949343,1,9.91583e-05,0.150856,0.19656,1,0,0,0,1,0.5,0.46875,0.453125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1392.14,0.00355672,31,17,5,9,1.42292,0.56993,1.94401,3,0,3.79225,32.978,1.43524,0.128822,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,95,64,64,0,0.785492,0.940491,1,0.000268428,0.0506987,0.0827466,1,0,0,0,1,0.46875,0.453125,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10503.6,0.00181033,31,16,4,11,1.90105,4.30998,1.50449,0,12,2.97705,10.3057,4.11031,0.243267,INTERPOLATION
transfer-unsupported,96,64,64,0,0.114784,0.830053,1,0.000274986,0.106697,0.149898,1,0.015625,0.015625,0,0.984375,0.375,0.375,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17478.4,0.00137581,35,11,22,2,4.21585,4.47231,4.19996,2,0,3.66206,0.325017,1.826,0.170912,INTERPOLATION
transfer-unsupported,97,64,48,16,0.870214,1,1,6.70357e-15,0.00511494,0.0589744,0.75,0,0,0,1,0.59375,0.578125,0.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1938.33,0.00430786,47,22,23,2,4.01811,3.70753,1.0545,0,0,1.81492,33.3758,1.53584,0.140546,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,98,64,64,0,1,1,1,5.95566e-54,2.46573e-32,1.99107e-11,1,0.546875,0.546875,0,0.109375,0.96875,0.96875,0.953125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31072.3,0.000177522,51,29,4,18,1.45207,2.21815,2.59802,22,0,0.108685,7.80557,2.03012,0.0325723,CONDITION_EXTRAPOLATION|INTERPOLATION
transfer-unsupported,99,64,64,0,0.767967,0.951059,1,0.00187875,0.142569,0.182074,1,0.015625,0.015625,0,0.984375,0.5,0.46875,0.421875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2323.66,0.00454189,29,3,4,22,4.0764,1.05718,2.35236,0,2,2.62159,37.0027,3.30802,0.0755155,INTERPOLATION
transfer-unsupported,100,64,64,0,0.793693,0.84028,1,0.155785,0.701007,0.858434,1,0,0,0,1,0.28125,0.265625,0.171875,0.203125,0.109375,0.015625,0.125,0,0.109375,0,0.015625,0,0.125,0,0.109375,0,0.015625,0,0.0625,0,0.0625,0,0.015625,0,1245.06,0.0143314,26,4,15,7,4.8301,1.07797,4.88408,0,3,4.07904,38.0618,2.7531,0.220167,INTERPOLATION
transfer-unsupported,101,64,64,0,0.991183,1,1,1.49551e-19,6.44611e-12,5.90442e-08,1,0.015625,0.015625,0,0.984375,1,0.96875,0.953125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14823.3,0.000292956,25,13,6,6,1.22748,3.69029,0.481313,7,0,0.648376,42.5982,4.05115,0.202478,INTERPOLATION
transfer-unsupported,102,64,64,0,0.755479,0.926132,1,1.85687e-05,0.174026,0.221273,1,0,0,0,1,0.453125,0.453125,0.4375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4059.19,0.00483843,24,5,9,10,2.24423,2.6679,2.72569,0,4,3.44666,16.0253,3.83196,0.236034,INTERPOLATION
transfer-unsupported,103,64,64,0,0.98385,1,1,5.56022e-09,5.17635e-07,1.65545e-06,1,0.015625,0.015625,0,0.984375,1,1,0.9375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8626.53,0.00190984,29,6,2,21,1.05144,4.11599,3.17319,3,0,1.5082,37.6599,3.23564,0.0712129,INTERPOLATION
transfer-unsupported,104,64,39,25,0.744319,1,1,3.65907e-15,0.0931943,0.227825,0.609375,0,0,0,1,0.453125,0.4375,0.40625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466.224,0.0110122,61,15,28,18,3.54849,2.02807,1.43588,0,11,2.03008,43.872,0.708289,0.130128,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,105,64,63,1,0.446805,0.99532,1,5.00189e-07,0.0238433,0.138059,0.984375,0,0,0,1,0.640625,0.609375,0.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,615.274,0.00242767,41,19,5,17,0.605289,1.131,0.852302,1,0,0.945422,13.7627,0.49796,0.288401,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,106,64,62,2,0.971848,1,1,2.87894e-20,2.5861e-14,2.10744e-12,0.96875,0.046875,0.046875,0,0.953125,0.9375,0.921875,0.890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12357.1,0.00127599,63,25,15,23,1.00952,3.00027,1.9268,0,1,4.29211,19.111,1.49988,0.040386,CONDITION_EXTRAPOLATION|INTERPOLATION
transfer-unsupported,107,64,64,0,0.556623,0.849618,1,1.9654e-06,0.111555,0.138269,1,0,0,0,1,0.375,0.375,0.328125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14617.9,0.00185312,43,10,23,10,4.03653,4.69642,2.62297,0,9,4.82278,2.67629,1.69184,0.106415,INTERPOLATION
transfer-unsupported,108,64,64,0,1,1,1,1.05362e-53,6.24283e-45,1.46488e-39,1,0.15625,0.15625,0,0.015625,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22453.6,0.000593329,72,29,22,21,0.756399,2.52858,3.35311,8,0,2.69559,37.4374,1.9404,0.0249889,CONDITION_EXTRAPOLATION|INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,109,64,64,0,0.819236,0.856971,1,0.0377332,0.208614,0.251668,1,0,0,0,1,0.28125,0.234375,0.234375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,995.858,0.00473839,29,1,21,7,4.91182,0.864966,0.819245,0,0,2.64479,42.8577,2.96746,0.221513,INTERPOLATION
transfer-unsupported,110,64,64,0,0.910238,0.997584,1,0.00103378,0.0271276,0.0319759,1,0,0,0,1,0.8125,0.734375,0.671875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3226.78,0.00854178,38,5,3,30,3.97227,4.75202,4.03289,0,4,4.06746,44.2614,2.0416,0.100864,INTERPOLATION
transfer-unsupported,111,64,64,0,0.709282,0.996429,1,2.83332e-09,0.0977515,0.188956,1,0.015625,0.015625,0,0.984375,0.609375,0.59375,0.515625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2654.77,0.00542587,28,6,14,8,4.13625,4.612,2.84927,0,5,2.39714,9.88441,1.17521,0.0881134,INTERPOLATION
transfer-unsupported,112,64,24,40,0.693591,0.989463,1,4.20892e-28,0.00139179,0.103419,0.375,0,0,0,1,0.234375,0.234375,0.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2216.42,0.00247212,55,11,27,17,0.693297,0.850742,1.17145,8,0,3.55396,33.7929,2.0661,0.295957,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,113,64,64,0,0.992457,1,1,1.67861e-15,3.5829e-12,6.99537e-11,1,0.109375,0.109375,0,0,1,1,0.96875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19830.6,0.001572,50,22,10,18,4.67324,2.56682,4.74528,0,0,3.93927,43.4286,4.43842,0.0109358,CONDITION_EXTRAPOLATION|INTERPOLATION
transfer-unsupported,114,64,64,0,0.905048,1,1,6.99541e-20,8.81644e-14,1.01153e-11,1,0.015625,0.015625,0,0.984375,0.9375,0.921875,0.890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2045,0.00176709,36,14,4,18,0.701992,1.20938,2.50069,13,0,1.92823,43.7003,0.512402,0.0660485,INTERPOLATION
