model,macro_mae,offset_mae,shape_mae,shape_r2,macro_mae_ligand,pooled_mae,pooled_r2,offset_share_of_sse,median_ligand_mae,worst_quartile_ligand_mae,rank_spearman,sign_accuracy,frac_within_0_5_log,frac_within_1_log,prediction_dispersion_ratio,n_rows,n_ligands,n_ecfp_clusters,n_superclusters,n_eff_pooled_rows,n_macro_units,nn_lt_0_4__macro_mae,nn_lt_0_4__offset_mae,nn_lt_0_4__shape_mae,nn_lt_0_4__n_rows,nn_lt_0_6__macro_mae,nn_lt_0_6__offset_mae,nn_lt_0_6__shape_mae,nn_lt_0_6__n_rows,macro_mae_sd,macro_mae_min,macro_mae_max,offset_mae_sd,offset_mae_min,offset_mae_max,shape_mae_sd,shape_mae_min,shape_mae_max,n_seeds,suite
REC_plus_recovered_catboost,1.0433089895655354,0.8952507925887243,0.5355772294576996,0.1305538415773855,1.0621315054620435,1.2797364583642035,0.05671717326061002,0.5381395658905807,0.9444951745226379,2.087903158937253,0.3722934660916717,0.6191664512086064,0.2708333333333333,0.4653836382113821,0.6197536931138453,5248.0,152.0,131.0,79.0,6.256051615740401,131.0,1.0341597628101462,0.9926013781379396,0.4184906401335387,408.6666666666667,1.1916863767566421,1.1051130032233258,0.5271882889613373,1494.3333333333333,0.059825548970374356,0.9866066606658612,1.105832229349211,0.09466675064256122,0.8285197747365037,1.0035964463501563,0.018883687959737407,0.5142329086566024,0.550110561716068,3,recovered
TREE_MC_lig2d_ext_massaction,1.0467618606788842,0.8743837342665012,0.5069409928956418,0.16213053335540858,1.0497876986282624,1.1340174153328464,0.24933253600752342,0.4470473541581934,0.9026621350571199,2.093413843679835,0.44136802274041376,0.6244324206634573,0.29283536585365855,0.5179496951219512,0.5015441354868472,5248.0,152.0,131.0,79.0,6.256051615740402,131.0,1.024060338904725,0.925713534283588,0.39120229198790046,407.6,1.2048109928647717,1.0569836473082128,0.5288612152744783,1383.0,0.014632909646669526,1.0268334488527662,1.0679925244552133,0.045647712460904294,0.8292172449069694,0.9369964668945605,0.008091284993480533,0.49589559845497366,0.5168026961511533,5,finalists
IND_all,1.0467618606788842,0.8743837342665012,0.5069409928956418,0.16213053335540856,1.0497876986282624,1.1340174153328464,0.24933253600752342,0.4470473541581934,0.9026621350571201,2.093413843679835,0.44136802274041376,0.6244324206634573,0.29283536585365855,0.5179496951219512,0.5015441354868472,5248.0,152.0,131.0,79.0,6.256051615740402,131.0,1.024060338904725,0.925713534283588,0.3912022919879005,407.6,1.2048109928647717,1.0569836473082128,0.5288612152744783,1383.0,0.014632909646669526,1.0268334488527662,1.0679925244552133,0.045647712460904315,0.8292172449069694,0.9369964668945605,0.008091284993480552,0.49589559845497366,0.5168026961511533,5,finalists
REP_lig2d,1.0475365914602641,0.8704389056475689,0.5095155308678885,0.1548200141223989,1.04759329476415,1.1320357892090607,0.24883256316267502,0.44139157783204097,0.8931946368820097,2.103227683081562,0.45698772908772195,0.6225031725545161,0.2919207317073171,0.5222306910569107,0.5119884488180761,5248.0,152.0,131.0,79.0,6.256051615740401,131.0,0.982456367218535,0.897969747834444,0.38922818079213134,408.6666666666667,1.2004919568896515,1.0523077032045056,0.5228432983489963,1494.3333333333333,0.020580651363754098,1.0268334488527662,1.0679925244552133,0.058185230633855424,0.8292172449069694,0.9369964668945603,0.007380916944126395,0.5020443051476923,0.5168026961511533,3,representations
LRN_extratrees,1.0475365914602641,0.8704389056475689,0.5095155308678884,0.15482001412239885,1.04759329476415,1.1320357892090607,0.24883256316267502,0.44139157783204097,0.8931946368820097,2.103227683081562,0.45698772908772195,0.6225031725545161,0.2919207317073171,0.5222306910569107,0.5119884488180761,5248.0,152.0,131.0,79.0,6.256051615740401,131.0,0.982456367218535,0.897969747834444,0.38922818079213134,408.6666666666667,1.2004919568896515,1.0523077032045056,0.5228432983489963,1494.3333333333333,0.020580651363754098,1.0268334488527662,1.0679925244552133,0.058185230633855424,0.8292172449069694,0.9369964668945603,0.007380916944126422,0.5020443051476922,0.5168026961511533,3,learners
REP_compact,1.049003678984831,0.8815688747317028,0.5083923190832568,0.12411836049112283,1.0477099558742113,1.1400920273134838,0.22861769159490453,0.4388035665329422,0.9100079416657035,2.135944871148086,0.4576929458412819,0.607353417862677,0.29808180894308944,0.5187372967479674,0.5423267605875295,5248.0,152.0,131.0,79.0,6.256051615740401,131.0,0.8446743215550345,0.7718699228878041,0.3714085607557125,408.6666666666667,1.2134890310018769,1.0699481511564077,0.520611918849264,1494.3333333333333,0.03857152296176189,1.005939794321732,1.0803788302383845,0.037026777607156405,0.8391968600515283,0.9076987205528816,0.009638523712014074,0.5011376885769332,0.51932914126299,3,representations
REC_champion_plus_recovered,1.052880284059062,0.8991500064692,0.505443039243692,0.14898469207297846,1.062643666206893,1.1879094747786245,0.19419755592900168,0.4754089725318505,0.8927266732763878,2.1053898696648274,0.4560952543531654,0.6194459360771699,0.2667047764227642,0.5018419715447154,0.5263726350810374,5248.0,152.0,131.0,79.0,6.256051615740401,131.0,1.1005155241060043,1.0356990468374085,0.39019190369056683,408.6666666666667,1.2073211219349085,1.0720021507686963,0.517525293439452,1494.3333333333333,0.04548190922928292,1.0202486481651845,1.1048329694512153,0.07329273259321445,0.8503451482103523,0.9834305535444208,0.009419779999077504,0.4999771485323921,0.5163200182608708,3,recovered
LP_donors,1.0536901544146822,0.8861573127770835,0.5092867586213204,0.12649908708427784,1.051740443468427,1.141988143373913,0.226685355685159,0.4411716625848154,0.9028934540934802,2.1422304967867594,0.45020177030771885,0.6088944227590704,0.29503302845528456,0.5181021341463414,0.5411668929318463,5248.0,152.0,131.0,79.0,6.256051615740401,131.0,0.8396678732851135,0.7648941977580875,0.3696732994660086,408.6666666666667,1.2150809505053604,1.0705985856571598,0.5197114862995006,1494.3333333333333,0.04265479326199207,1.0056219135887967,1.0870255949571437,0.045842065448087124,0.8335532662463802,0.9175687079209937,0.009235143616211337,0.5002992175651212,0.5187510378692997,3,ligphys
ABL_add_donors,1.0536901544146822,0.8861573127770835,0.5092867586213203,0.12649908708427784,1.051740443468427,1.141988143373913,0.22668535568515902,0.4411716625848154,0.9028934540934802,2.1422304967867594,0.45020177030771885,0.6088944227590704,0.29503302845528456,0.5181021341463414,0.5411668929318463,5248.0,152.0,131.0,79.0,6.256051615740401,131.0,0.8396678732851136,0.7648941977580875,0.3696732994660086,408.6666666666667,1.2150809505053604,1.0705985856571598,0.5197114862995006,1494.3333333333333,0.042654793261992056,1.0056219135887967,1.0870255949571437,0.04584206544808692,0.8335532662463804,0.9175687079209935,0.00923514361621135,0.5002992175651212,0.5187510378692997,3,ablations
ABL_minus_ligand_all,1.0600127060920919,0.8899944611262246,0.5331895651484623,0.11440708214493318,1.0592475786287034,1.3104405349772554,0.0076149143045558905,0.556549957249004,0.891505759559713,2.1148247647848994,0.3549731910291098,0.6028343813143605,0.26765752032520324,0.46493902439024387,0.5793675812105153,5248.0,152.0,131.0,79.0,6.256051615740401,131.0,0.8386352854300058,0.7824414801443228,0.3785120436135931,408.6666666666667,1.1937658211008453,1.0597024716647248,0.54958687439544,1494.3333333333333,0.012769439334398237,1.0457549287893675,1.0703966555269595,0.020759186820997436,0.874056013228357,0.9134691114293189,0.01468075621962606,0.516836340109501,0.545233169560733,3,ablations
DECONF_batch,1.0604916749128586,0.9171422721390032,0.5016847915245488,0.1755220122829972,1.0673745717963368,1.1444806555251708,0.2640766365067906,0.43862915065969715,0.9579010747370894,2.0172814401318475,0.4361704725726658,0.6389565270184407,0.2754954268292683,0.5019054878048781,0.4980164990497421,5248.0,152.0,131.0,79.0,6.256051615740402,131.0,1.0202789051148717,0.9149315559881913,0.39898932649070873,407.6,1.202223791754678,1.0839457722454227,0.5359578466289584,1383.0,0.048112628109020096,1.0069379118702535,1.1190970568419634,0.07438316410012341,0.8458536808437556,1.0102871020536344,0.012739580326531585,0.4925510199013736,0.5235029339710909,5,finalists
LRN_lightgbm_huber,1.0617404932278516,0.9142896279226957,0.5013165185501955,0.13794719668030128,1.0582780293929714,1.0936311996003298,0.2878230191553875,0.3997796367276342,0.8878049964341949,2.1307998197992135,0.4405591245419185,0.6188969105582126,0.3097688008130081,0.5420477642276422,0.6722841494105172,5248.0,152.0,131.0,79.0,6.256051615740401,131.0,1.0759672153734963,0.9897152190571795,0.40078837885737,408.6666666666667,1.209047668916492,1.1032073674667282,0.504211999764355,1494.3333333333333,0.1170818403800067,0.9938109086450077,1.1969344117654832,0.11434411466970375,0.8380109047396654,1.0457603553660688,0.011168337004074401,0.4913397011247268,0.5133815851591917,3,learners
LRN_randomforest,1.0716075932562459,0.908379738089729,0.5127033062193163,0.12293244041202796,1.0692873101460327,1.1160834227282337,0.2758769617511228,0.4011825801480043,0.9072012267671522,2.1007841571375163,0.47082909461879424,0.610663795753435,0.28766514227642276,0.5304878048780488,0.5726345940148535,5248.0,152.0,131.0,79.0,6.256051615740401,131.0,0.9947903032038875,0.9248283230543152,0.38228968126024404,408.6666666666667,1.229601420383909,1.1147290683715323,0.5239209876749591,1494.3333333333333,0.020502456000709938,1.0564562804180455,1.0949369473847819,0.024549086357462526,0.8830862237927218,0.9321096464988837,0.0038383018434803933,0.5087633651590362,0.5164311758855857,3,learners
IND_nomassaction_all,1.0737148600022968,0.8877704060271987,0.5218547474248328,0.1364099505939684,1.0754755222699384,1.1415075535932735,0.24132406650261587,0.43505338171218577,0.9126229308949038,2.1536816919816926,0.43074657187965765,0.6143977624462358,0.28188516260162605,0.5179751016260162,0.5052573234164083,5248.0,152.0,131.0,79.0,6.256051615740401,131.0,1.0261325808016046,0.9407328806803023,0.3893720872065127,408.6666666666667,1.2306092249853722,1.0805372887077336,0.5315445475937461,1494.3333333333333,0.01938020555118896,1.0556086122740453,1.0941572424950043,0.06061103498906331,0.8430881072893893,0.9567625650001229,0.007591373110170562,0.5145070809034469,0.5296683624691104,3,indicators
IND_nocond_all,1.0778706559042617,0.8937763172118937,0.5171416349055306,0.1277611273492358,1.0791673060570859,1.138729271691277,0.24307765930174022,0.42887462436362284,0.9061791128708424,2.187493916683931,0.44178517464288936,0.6221474486799835,0.28379065040650403,0.5240091463414634,0.5269255630211163,5248.0,152.0,131.0,79.0,6.256051615740401,131.0,1.0357480769185858,0.9421366922105449,0.3862145891623922,408.6666666666667,1.2396956844161668,1.090937610598519,0.5272984529631426,1494.3333333333333,0.027646630241536522,1.0480298904403402,1.1026135994585164,0.06274468932392342,0.843215803056766,0.96399677727779,0.007062469510643186,0.5126362618538733,0.5252811444996887,3,indicators
LP_ligphys,1.0846011112900866,0.936845777361491,0.5131924467420562,0.10513322408152304,1.0834625360326562,1.1954967990604193,0.16316755965378202,0.47081587355690296,0.9490782637035474,2.152650782277458,0.40419475572485025,0.6039076590368344,0.28772865853658536,0.49466463414634143,0.5290697001988897,5248.0,152.0,131.0,79.0,6.256051615740401,131.0,0.8982313504784676,0.8440606487096708,0.375796945622314,408.6666666666667,1.243733910688998,1.1400412492238916,0.5151437951833838,1494.3333333333333,0.02236252083726436,1.0589035823997714,1.099643068589427,0.031588071093518355,0.9068292847201954,0.9698001614991025,0.005848525949485789,0.5066070823127516,0.5177812721902079,3,ligphys
ABL_add_none,1.085195674278676,0.9107228658103715,0.5499013488259126,0.02619710719923681,1.0823325500408512,1.2793961616057408,0.03808316063161573,0.49898148818099114,0.9503780161926471,2.169713775473524,0.37988489396725544,0.5599165313729616,0.2893165650406504,0.4731961382113821,0.5347377177954334,5248.0,152.0,131.0,79.0,6.256051615740401,131.0,0.8676222233926518,0.7741483131865369,0.4230937700905888,408.6666666666667,1.1999483268735196,1.0777222835865103,0.5468910706923826,1494.3333333333333,0.009099657520272612,1.0757908162492884,1.0939558429439082,0.010399478851379375,0.8991982035909419,0.9194068028015026,0.010311684032746238,0.538141089273526,0.5573948753408435,3,ablations
TREE_MC,1.085195674278676,0.9107228658103715,0.5499013488259125,0.02619710719923681,1.0823325500408512,1.2793961616057408,0.03808316063161573,0.49898148818099114,0.9503780161926471,2.169713775473524,0.37988489396725544,0.5599165313729616,0.2893165650406504,0.4731961382113821,0.5347377177954334,5248.0,152.0,131.0,79.0,6.256051615740401,131.0,0.8676222233926518,0.7741483131865369,0.4230937700905888,408.6666666666667,1.1999483268735196,1.0777222835865103,0.5468910706923826,1494.3333333333333,0.009099657520272612,1.0757908162492884,1.0939558429439082,0.010399478851379452,0.8991982035909418,0.9194068028015026,0.010311684032746264,0.538141089273526,0.5573948753408435,3,learners
REP_none,1.085195674278676,0.9107228658103715,0.5499013488259125,0.026197107199236735,1.0823325500408512,1.2793961616057408,0.03808316063161573,0.49898148818099114,0.9503780161926473,2.169713775473524,0.37988489396725544,0.5599165313729616,0.2893165650406504,0.4731961382113821,0.5347377177954334,5248.0,152.0,131.0,79.0,6.256051615740401,131.0,0.8676222233926518,0.7741483131865369,0.4230937700905888,408.6666666666667,1.1999483268735196,1.0777222835865103,0.5468910706923826,1494.3333333333333,0.009099657520272612,1.0757908162492884,1.0939558429439082,0.010399478851379375,0.8991982035909419,0.9194068028015026,0.010311684032746252,0.538141089273526,0.5573948753408435,3,representations
IND_noligand_none,1.0876219455325573,0.9431945306242602,0.526674041792711,-0.01208597628938531,1.0981952575618337,1.3606365073105513,-0.08758074514835575,0.5392425140579716,0.9566217409743837,2.1706189746492948,0.3925246159221514,0.5658926575731152,0.2656885162601626,0.4529344512195122,0.551935965938572,5248.0,152.0,131.0,79.0,6.256051615740401,131.0,0.9828545328882013,0.9231947215332518,0.3833752244761992,408.6666666666667,1.2193748826621764,1.1231749480364863,0.5295820497962117,1494.3333333333333,0.014156279828645294,1.0782549870763136,1.10390694731361,0.028545557356771917,0.9146017411249635,0.9716926202127452,0.015651929829568208,0.5090876525611217,0.5390758500946745,3,indicators
LRN_catboost_rmse,1.0896394761220887,0.9437374168247704,0.5108687476239813,0.14397180124477604,1.0921408126582337,1.1165147314177155,0.2751398484309365,0.4163677285710439,0.9693681886890918,2.1064039743640643,0.4220561438841354,0.6242646948503255,0.29077743902439024,0.5313135162601627,0.6067134249062761,5248.0,152.0,131.0,79.0,6.256051615740401,131.0,1.1532077102255125,1.0849646184464241,0.3911224887499017,408.6666666666667,1.2669107141016511,1.162859851984795,0.5148509060652317,1494.3333333333333,0.0385634071792813,1.0656497441117503,1.1341228930618434,0.04696565239800984,0.9154771907896523,0.9979523427208213,0.008277887575265963,0.505307640116785,0.5203819817634878,3,learners
IND_noligand_all,1.0903154598174283,0.9396242102048049,0.5322003002483715,0.05760957694132488,1.0859972275304177,1.268729140449832,0.05245496344345787,0.5080768499579157,0.9319755426516273,2.157790745801007,0.39092542934785285,0.5837931225787137,0.28804623983739835,0.47903963414634143,0.5506657491317942,5248.0,152.0,131.0,79.0,6.256051615740401,131.0,0.8834347714812951,0.8192843670875855,0.3956577287653349,408.6666666666667,1.2417721416666365,1.1352077101705376,0.5499826958557265,1494.3333333333333,0.006172347354226654,1.0852611213250096,1.0971944239421068,0.007750607152366005,0.9331273541477977,0.9482032158062553,0.014707220960645286,0.5152212708417896,0.5409843802127876,3,indicators
ABL_add_massaction,1.0903154598174283,0.9396242102048049,0.5322003002483715,0.05760957694132488,1.0859972275304177,1.268729140449832,0.05245496344345787,0.5080768499579157,0.9319755426516273,2.157790745801007,0.39092542934785285,0.5837931225787137,0.28804623983739835,0.47903963414634143,0.5506657491317942,5248.0,152.0,131.0,79.0,6.256051615740401,131.0,0.883434771481295,0.8192843670875855,0.39565772876533484,408.6666666666667,1.2417721416666365,1.1352077101705376,0.5499826958557265,1494.3333333333333,0.006172347354226608,1.0852611213250098,1.0971944239421068,0.007750607152366005,0.9331273541477977,0.9482032158062553,0.01470722096064513,0.5152212708417896,0.5409843802127876,3,ablations
REP_massaction,1.0903154598174283,0.9396242102048049,0.5322003002483715,0.05760957694132488,1.0859972275304177,1.268729140449832,0.05245496344345787,0.5080768499579157,0.9319755426516275,2.157790745801007,0.39092542934785285,0.5837931225787137,0.28804623983739835,0.47903963414634143,0.5506657491317942,5248.0,152.0,131.0,79.0,6.256051615740401,131.0,0.883434771481295,0.8192843670875855,0.3956577287653349,408.6666666666667,1.2417721416666365,1.1352077101705376,0.5499826958557265,1494.3333333333333,0.006172347354226612,1.0852611213250098,1.0971944239421068,0.007750607152366005,0.9331273541477977,0.9482032158062553,0.014707220960645207,0.5152212708417896,0.5409843802127876,3,representations
LP_base,1.0903154598174283,0.939624210204805,0.5322003002483715,0.05760957694132488,1.0859972275304177,1.268729140449832,0.05245496344345794,0.5080768499579157,0.9319755426516275,2.157790745801007,0.39092542934785285,0.5837931225787137,0.28804623983739835,0.47903963414634143,0.5506657491317942,5248.0,152.0,131.0,79.0,6.256051615740401,131.0,0.883434771481295,0.8192843670875855,0.39565772876533484,408.6666666666667,1.2417721416666365,1.1352077101705376,0.5499826958557265,1494.3333333333333,0.006172347354226608,1.0852611213250098,1.0971944239421068,0.00775060715236596,0.9331273541477977,0.9482032158062553,0.014707220960645289,0.5152212708417896,0.5409843802127877,3,ligphys
EMB_chembertamlm_hybrid_pca32,1.096982002100424,0.9546846644930148,0.5208201981896277,0.14466198074695313,1.1104561562700737,1.21284154028435,0.16665125360239663,0.49339727113854664,0.9681675899846935,2.1319903338215824,0.38689445002214556,0.6228435439518741,0.2614329268292683,0.4891387195121951,0.4387528839872754,5248.0,152.0,131.0,79.0,6.256051615740402,131.0,0.9713806800880644,0.8857515404932693,0.3864205021926255,396.0,1.203521855272174,1.1102252053230317,0.5280269225187524,1282.0,,1.096982002100424,1.096982002100424,,0.9546846644930148,0.9546846644930148,,0.5208201981896277,0.5208201981896277,1,embeddings
NULL_metal_cond,1.0994956362998558,0.9078813249220206,0.5638876553666204,0.004425575687039318,1.0973066627198533,1.2899577846418795,0.019923191768795045,0.496172389283765,0.9476622719949038,2.235039441266453,0.3577012061267235,0.5872188534002423,0.2792682926829268,0.47252286585365855,0.6140622445874651,5248.0,152.0,131.0,79.0,6.256051615740402,131.0,0.9873581095037458,0.8322869666062882,0.5081908726246429,407.6,1.2428263861754032,1.0950561868246864,0.5783477375831906,1383.0,0.019157610643640598,1.0794323240903636,1.1265939847258784,0.030264907698580805,0.8716536398360133,0.9401086557924213,0.014808271051410183,0.5471552809825431,0.5816179763352302,5,finalists
PADRE_donors,1.1007034370079296,0.9773593106568708,0.49023080803234614,0.2494578657480701,1.1326870855946127,1.182761333470882,0.19624320346891372,0.5311147886671048,1.0166908918545603,2.205835378728761,0.4415941305755748,0.662717974645384,0.270579268292683,0.4915015243902439,0.595637742368279,5248.0,152.0,131.0,79.0,6.256051615740402,131.0,1.259669114635208,1.1590367550485214,0.39542351967815714,407.6,1.2550550910021903,1.1388814688363256,0.5077256616029107,1383.0,0.05518804035199041,1.0222656512359718,1.171016616618851,0.08124129531659985,0.862194085889397,1.067570751063033,0.010547016891877686,0.4762175681445643,0.5054895537100769,5,finalists
REP_physchem,1.1010575683115598,0.9294117985996562,0.5263038407536362,0.11492282496392248,1.0947916332494438,1.204578268492893,0.13000825748763178,0.4958295324368791,0.9129519490895893,2.2707892625768227,0.4056260267810667,0.5995625590765066,0.2849339430894309,0.500317581300813,0.5267715439512075,5248.0,152.0,131.0,79.0,6.256051615740401,131.0,0.8682108344742495,0.7734051666445622,0.37554439430008846,408.6666666666667,1.3128184091333477,1.1735540860570932,0.5392226617094428,1494.3333333333333,0.03620619277656707,1.0637193279704815,1.136014114661451,0.03184290753936717,0.8926538860024053,0.9485734787833997,0.013245654118465943,0.513548163384957,0.5399903642838053,3,representations
EMB_chemberta_hybrid_pca32,1.1011029847566702,0.9708304019541847,0.5204263800981073,0.14268122404521977,1.1264536423781943,1.2763508174770328,0.08698086940255545,0.5365328124719289,0.965212470867153,2.214519058407825,0.38812579779144196,0.6267149850993742,0.24104420731707318,0.46284298780487804,0.4606963168669068,5248.0,152.0,131.0,79.0,6.256051615740402,131.0,0.9837992033298607,0.8980811398775526,0.38558585350866714,396.0,1.2144440766231532,1.1302085009298315,0.5204136864696529,1282.0,,1.1011029847566702,1.1011029847566702,,0.9708304019541847,0.9708304019541847,,0.5204263800981073,0.5204263800981073,1,embeddings
PADRE_donors_lig2d,1.1061056433359842,0.9743100668474761,0.4860779845785683,0.25265953640344835,1.1253796883825633,1.1503065793733007,0.24157650733703162,0.499893366752527,0.9441095798372968,2.264346998971814,0.4700832517589976,0.6644088057622034,0.2863948170731707,0.5104801829268293,0.5642286429063467,5248.0,152.0,131.0,79.0,6.256051615740401,131.0,1.3644379099850976,1.2633221660175098,0.37456921042980884,408.6666666666667,1.2829898117701304,1.1737434936060556,0.49048844077795417,1494.3333333333333,0.08484527892100563,1.0531278895608698,1.203964959194384,0.11951369110314863,0.9048283556370583,1.1123114725991612,0.008733543720912524,0.4762175681445643,0.4928395657057411,3,pairwise
LRN_xgboost_mae,1.1078129290141836,0.9383707821623085,0.5405766583371286,0.07357550380833944,1.112511564916203,1.135156583446165,0.2511266596048109,0.387254195792402,0.9380072953084881,2.205895142525748,0.34099342783463166,0.5807634507762945,0.280932418699187,0.527566056910569,0.6256543222379635,5248.0,152.0,131.0,79.0,6.256051615740401,131.0,0.9399614247048905,0.8600466395184035,0.3834218773675659,408.6666666666667,1.2422913556988213,1.103326013321057,0.5352676662631407,1494.3333333333333,0.03382278778282226,1.0736648096761727,1.141300715641426,0.055866846160247154,0.8852484484138792,0.9966276544669609,0.008597377534859719,0.5320642316917572,0.549256540378456,3,learners
HNN_moe,1.1083636249414717,1.0200040805363733,0.53021761254368,0.14534544263163163,1.1853162238756159,1.2614746955625185,0.05028849959632298,0.5558236301093152,1.07423893809271,2.4424275363106926,0.4152109242191907,0.6306262031195535,0.2631478658536585,0.4805640243902439,0.7523876041474803,5248.0,152.0,131.0,79.0,6.256051615740402,131.0,0.921897320476476,0.7851397269782168,0.37263324248406376,396.0,1.247315595855393,1.1057733175902773,0.5304078641781892,1282.0,,1.1083636249414717,1.1083636249414717,,1.0200040805363733,1.0200040805363733,,0.53021761254368,0.53021761254368,1,hnn
REC_champion,1.108948770209826,0.9445660097894636,0.5158000556940904,0.11678104364856357,1.1137501927790485,1.1874033175052734,0.17670015409638626,0.46703641350361985,0.9346353161719773,2.232836247541424,0.41984003367322514,0.6193934236268342,0.27184959349593496,0.5100990853658537,0.5616133844656845,5248.0,152.0,131.0,79.0,6.256051615740401,131.0,1.130072770659888,1.0454146063611631,0.39030712491093605,408.6666666666667,1.2945172582235698,1.1534783826590098,0.5291879623348423,1494.3333333333333,0.028597903100548844,1.0843160319805707,1.1403114307546802,0.06901308262966517,0.8887422855019151,1.0217281453238478,0.007310922418109444,0.5104577568706784,0.5241319885378527,3,recovered
HNN_recovered,1.1101876449057135,1.0313473941103342,0.5298378963641407,0.1495224578528983,1.186565783176464,1.2688796579677906,0.03727506336876629,0.5639692040948805,1.0161182507301962,2.4194632869637496,0.4244198110765509,0.6345332341005036,0.2682926829268293,0.48323170731707316,0.7642195257106605,5248.0,152.0,131.0,79.0,6.256051615740402,131.0,0.9748364840426204,0.8562803699276379,0.37705765857667384,396.0,1.2301971310200848,1.091085026013951,0.5242529437202855,1282.0,,1.1101876449057135,1.1101876449057135,,1.0313473941103342,1.0313473941103342,,0.5298378963641407,0.5298378963641407,1,hnn
LRN_lightgbm_l1,1.113326804073348,0.9478561415132059,0.5167935167720108,0.11336576209747506,1.1050244925977133,1.1229517563513338,0.25273632694186343,0.41002519664413667,0.9190269706296373,2.238093969700005,0.41425602029107056,0.6170551366771727,0.2992251016260163,0.5306783536585366,0.6347710376385215,5248.0,152.0,131.0,79.0,6.256051615740401,131.0,1.14206128321802,1.0511297456098714,0.3785130206552018,408.6666666666667,1.306252081161337,1.18075931787195,0.5296639021561185,1494.3333333333333,0.04655743374723388,1.071706365977293,1.1636056333133646,0.06621245040288826,0.8931947869450058,1.0214814278347746,0.008790732146127996,0.5092053814335433,0.526426430494087,3,learners
IND_none,1.1140441130421699,0.9541121732697956,0.5137092276196855,0.11671986323919077,1.1211827161892245,1.1916482406498095,0.17582828571038542,0.46864300191419545,0.9539182770358948,2.2363267712778394,0.4160406538178176,0.6163783366777309,0.2671875,0.5035442073170732,0.5538755576050054,5248.0,152.0,131.0,79.0,6.256051615740402,131.0,1.1669098342512112,1.0767494710693717,0.3893566492477831,407.6,1.3076012974626912,1.171308416830156,0.5337428276332605,1383.0,0.02326406269495134,1.0843160319805707,1.1403114307546802,0.055472764307417294,0.8887422855019151,1.021728145323848,0.006272019473210318,0.5076008629831231,0.5241319885378527,5,finalists
HNN_no_shape,1.1145257637771662,1.0352230621955867,0.5322540707962833,0.1293523100366213,1.19082512748273,1.2902558001377589,0.01766417109454932,0.5625393415234043,0.9872979405618656,2.4324478114379815,0.40489895678605653,0.6358228421831641,0.25647865853658536,0.48323170731707316,0.6650127040065199,5248.0,152.0,131.0,79.0,6.256051615740402,131.0,0.9064923399540128,0.7818663263487157,0.340600936093345,396.0,1.2342141761254988,1.116421477836862,0.5192215459994414,1282.0,,1.1145257637771662,1.1145257637771662,,1.0352230621955867,1.0352230621955867,,0.5322540707962833,0.5322540707962833,1,hnn
HNN_pair_across,1.1160491042812988,1.0233134733364835,0.5414861529143714,0.15160697192965855,1.192732174379664,1.2844360487310056,0.027620836899188705,0.5693564154772266,1.0595862117477735,2.345839667121082,0.3835055091254417,0.6425409466267642,0.2650533536585366,0.47827743902439024,0.7199985640999674,5248.0,152.0,131.0,79.0,6.256051615740402,131.0,1.0516443586619786,0.9061717945806025,0.3624266722443924,396.0,1.2155272855675288,1.0783791341720004,0.5201553132444054,1282.0,,1.1160491042812988,1.1160491042812988,,1.0233134733364835,1.0233134733364835,,0.5414861529143714,0.5414861529143714,1,hnn
LRN_hgb_mae,1.1174642063891225,0.9673599483277799,0.5142818880859962,0.0997124129162678,1.1177755933372833,1.1721563918981246,0.20112851524591105,0.4405021418805193,0.9356227269405887,2.2081517837629367,0.4066635582901437,0.6079350673956302,0.2785823170731707,0.5112423780487805,0.5798378549287684,5248.0,152.0,131.0,79.0,6.256051615740401,131.0,1.116820100560888,1.0378822628475262,0.36540938703796294,408.6666666666667,1.2838380509984488,1.161801651373614,0.520006648051458,1494.3333333333333,0.047535581218376845,1.0677879303173783,1.1625219432959364,0.06364177445336182,0.9092414136299546,1.0353672887869998,0.016636845824486227,0.4958817233107586,0.5282631932430333,3,learners
EMB_chembertacls_pca32,1.1174926546505883,0.9903863122001182,0.5279230638537895,0.118977050418974,1.1501432333373693,1.3157421669312601,0.0383475818785034,0.5478051331326299,0.976828524017358,2.185070971485603,0.3179253332585629,0.6138257082115166,0.24085365853658536,0.4487423780487805,0.4207015024496021,5248.0,152.0,131.0,79.0,6.256051615740402,131.0,1.0281687279588418,0.9207723027494524,0.4066598258524733,396.0,1.229146190583498,1.14658660537553,0.5212123171747781,1282.0,,1.1174926546505883,1.1174926546505883,,0.9903863122001182,0.9903863122001182,,0.5279230638537895,0.5279230638537895,1,embeddings
EMB_chembertamlm_pca32,1.1190237234322111,0.9697801858952112,0.5408434789177218,0.11419662029839417,1.1405358952771958,1.2958680990413738,0.043984396262112146,0.5426708469625122,0.9561342586539411,2.1893203101063032,0.329849319456939,0.613080938608584,0.25609756097560976,0.4649390243902439,0.40242138479365813,5248.0,152.0,131.0,79.0,6.256051615740402,131.0,1.01638534599742,0.8934527818712796,0.3806805208188396,396.0,1.2701202022156874,1.1802304969972606,0.5430100192427042,1282.0,,1.1190237234322111,1.1190237234322111,,0.9697801858952112,0.9697801858952112,,0.5408434789177218,0.5408434789177218,1,embeddings
